prompt_id,prompt_variant,layer,p_top1_raw,top1_token_id_raw,top1_token_str_raw,p_answer_raw,answer_rank_raw,p_top1_norm,top1_token_id_norm,top1_token_str_norm,p_answer_norm,answer_rank_norm,kl_norm_vs_raw_bits,norm_only_semantics
pos,orig,0,7.949301107146312e-06,102882,梳,6.533718078571837e-06,88475,7.23783432476921e-06,102882,梳,6.534005478897598e-06,100736,0.0002480824545924892,False
pos,orig,1,5.007056824979372e-05,29220,�,5.130957561050309e-06,97644,8.030099706957117e-06,108482,地处,6.778179340471979e-06,30611,0.1265272815255509,False
pos,orig,2,7.55124565330334e-05,12734,tics,4.6209861466195434e-06,102846,8.453382179141045e-06,114292,是一部,6.4697769630583934e-06,95264,0.1607331796785469,False
pos,orig,3,7.943250966491178e-05,12734,tics,5.4609372455161065e-06,80135,9.193238838633988e-06,12734,tics,6.527810455736471e-06,81924,0.17778252928701194,False
pos,orig,4,0.00016236952797044069,12734,tics,6.094293439673493e-06,59822,1.0528136044740677e-05,12734,tics,6.666601166216424e-06,61776,0.27124394265647367,False
pos,orig,5,0.00026996718952432275,33323,-minded,5.58959709451301e-06,63796,1.0623714842949994e-05,33323,-minded,6.8298145379230846e-06,47551,0.33569682732659195,False
pos,orig,6,0.0006406205939128995,33323,-minded,4.191918833384989e-06,82484,1.0891455531236716e-05,107400,过去的,6.585900337086059e-06,70100,0.4266495297679179,False
pos,orig,7,0.0008681376348249614,33323,-minded,4.6871537051629275e-06,63321,1.5300409359042533e-05,99264,�,6.8733406806131825e-06,54748,0.5069887743657042,False
pos,orig,8,0.0037677118089050055,33323,-minded,5.496137418958824e-06,51461,2.0600798961822875e-05,33323,-minded,6.7782425503537524e-06,59352,0.5651542957877486,False
pos,orig,9,0.004611991811543703,33323,-minded,3.1692477477918146e-06,73749,1.9101871657767333e-05,33323,-minded,6.089801445341436e-06,93798,0.8020140050311972,False
pos,orig,10,0.028977300971746445,33323,-minded,1.3889781484976993e-06,99090,2.1516203560167924e-05,76540, (?),5.670729933626717e-06,105853,1.1247011832354405,False
pos,orig,11,0.088422991335392,33323,-minded,1.076281023415504e-06,90758,3.352798375999555e-05,106442,时代的,5.900156793359201e-06,88191,1.5585735113873067,False
pos,orig,12,0.1822642683982849,33323,-minded,1.1195002969088819e-07,134948,2.221258546342142e-05,141531,といって,4.75058095616987e-06,133546,2.297270125702876,False
pos,orig,13,0.1403401792049408,33323,-minded,2.70267097590704e-08,145579,4.0003251342568547e-05,8075, nav,3.335633209644584e-06,144799,2.356560284674575,False
pos,orig,14,0.10842134803533554,33323,-minded,2.7690409964975515e-08,144994,3.0674997105961666e-05,8075, nav,3.5428804494586075e-06,146473,2.5318747554325487,False
pos,orig,15,0.03546107932925224,12734,tics,5.656054113956088e-08,134030,2.9076463761157356e-05,120668,唿,3.992763140558964e-06,142631,2.778663496062597,False
pos,orig,16,0.03872239217162132,12734,tics,1.0228907143527977e-07,121865,3.384469528100453e-05,106163,闯,4.402478225529194e-06,130804,2.8348392212098217,False
pos,orig,17,0.05460864678025246,33323,-minded,1.7840710597738507e-07,105168,3.53821596945636e-05,120668,唿,5.079094535176409e-06,113678,3.0067713091732764,False
pos,orig,18,0.19286713004112244,20167,izedName,2.565428758316557e-07,79070,5.971626887912862e-05,2130,____,5.685109044861747e-06,88179,3.6188276386127622,False
pos,orig,19,0.3258122503757477,12734,tics,3.4046172459056834e-07,61677,7.307641499210149e-05,2130,____,6.813562777097104e-06,56746,3.8804847953578534,False
pos,orig,20,0.08661441504955292,12734,tics,4.903409376311174e-07,53727,0.0002822210662998259,2130,____,6.28323641649331e-06,60487,3.4172963045399127,False
pos,orig,21,0.3556567132472992,33323,-minded,1.336916426453172e-07,70136,0.0001808197848731652,107946,年夜,5.636031801259378e-06,77215,4.470305487867287,False
pos,orig,22,0.2995469570159912,33323,-minded,3.874037588502688e-07,36454,0.0002518118417356163,107946,年夜,7.825349712220486e-06,40603,4.959340219387493,False
pos,orig,23,0.7920007109642029,33323,-minded,6.846200051313645e-08,33501,0.0004729530483018607,2130,____,8.307929419970606e-06,35790,7.359928750613551,False
pos,orig,24,0.8900104761123657,33323,-minded,5.147949178052613e-09,50326,0.0006701353704556823,2130,____,7.023092166491551e-06,46508,9.46041409142474,False
pos,orig,25,0.650061309337616,33323,-minded,4.3740544519721425e-09,64484,0.0010372144170105457,107946,年夜,5.946660621702904e-06,58714,8.629876161808667,False
pos,orig,26,0.3186461925506592,118164,这个名字,6.660215490228438e-07,3055,0.0019674301147460938,2130,____,2.257943560834974e-05,4301,10.92712960519441,False
pos,orig,27,0.5470923781394958,118164,这个名字,1.442440549226376e-07,844,0.01232738234102726,2130,____,3.2375421142205596e-05,3468,16.361833655185023,False
pos,orig,28,0.9651467800140381,118164,这个名字,1.0093208907546725e-10,906,0.02418002113699913,2130,____,2.7076865080744028e-05,5322,25.695512355327754,False
pos,orig,29,0.4746513366699219,33323,-minded,1.1049977122548627e-12,3183,0.025046342983841896,118164,这个名字,2.1526602722587995e-05,7011,25.548248426908156,False
