prompt_id,prompt_variant,layer,p_top1_raw,top1_token_id_raw,top1_token_str_raw,p_answer_raw,answer_rank_raw,p_top1_norm,top1_token_id_norm,top1_token_str_norm,p_answer_norm,answer_rank_norm,kl_norm_vs_raw_bits,norm_only_semantics
pos,orig,0,1.6418667655671015e-05,37944, PST,1.56228579726303e-05,32010,2.174902692786418e-05,59120, Denote,1.54758345161099e-05,34634,0.0028908866096782975,False
pos,orig,1,7.484920206479728e-05,98,.,1.3529598618333694e-05,53620,5.036619768361561e-05,98,.,1.4252655091695487e-05,49771,0.0019150923185622926,False
pos,orig,2,0.00012431097275111824,98,.,1.2754670024150982e-05,54003,6.985654908930883e-05,98,.,1.4027582437847741e-05,49039,0.004506668653088609,False
pos,orig,3,0.0002822924288921058,98,.,1.1962607459281571e-05,53812,0.00011592909868340939,35548,MTY,1.1510261174407788e-05,45358,0.2259915020983184,False
pos,orig,4,0.0003183481749147177,98,.,1.1653734873107169e-05,54430,0.0001412353158229962,35548,MTY,1.0998478501278441e-05,46448,0.24442724685105124,False
pos,orig,5,0.0004018427571281791,98,.,1.128794247051701e-05,54645,0.0001106511554098688,35548,MTY,1.1991302926617209e-05,45087,0.22071352652598966,False
pos,orig,6,0.0006512200925499201,98,.,1.057943700288888e-05,55120,0.00015065097250044346,53502,MTQ,1.1000569429597817e-05,46456,0.27963957672798073,False
pos,orig,7,0.0010529604041948915,98,.,1.029634859150974e-05,53829,0.000109316453745123,35548,MTY,1.2321604117460083e-05,42876,0.28747368744442064,False
pos,orig,8,0.0019129777792841196,98,.,9.973198757506907e-06,52207,0.0001010230989777483,52755,其特征是,1.2983057786186691e-05,40206,0.33332342374902246,False
pos,orig,9,0.002867896808311343,98,.,9.345983926323242e-06,52540,0.00012739046360366046,27532,审理终结,1.2218140909681097e-05,41150,0.4004605706381447,False
pos,orig,10,0.004206184763461351,98,.,8.741800229472574e-06,52594,0.00018090984667651355,1415,~\\\\,1.0867138371395413e-05,44714,0.48482915376733304,False
pos,orig,11,0.0070279305800795555,98,.,8.186869308701716e-06,52259,0.0003409318160265684,1415,~\\\\,9.53856942942366e-06,45147,0.6244771314631115,False
