prompt_id,prompt_variant,layer,pos,token,entropy,top1,prob1,top2,prob2,top3,prob3,top4,prob4,top5,prob5,top6,prob6,top7,prob7,top8,prob8,top9,prob9,top10,prob10,top11,prob11,top12,prob12,top13,prob13,top14,prob14,top15,prob15,top16,prob16,top17,prob17,top18,prob18,top19,prob19,top20,prob20,rest_mass
pos,orig,0,0,<bos>,17.53069305419922, informée,0.0016716786194592714,contentLoaded,0.00025453168200328946,RTSN,0.0001641248381929472, opérés,0.0001460812200093642, kohdetta,0.00013920388300903141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9976243797573261
pos,orig,0,1,Give,14.033065795898438,"]"")]",0.022852616384625435, zijne,0.019148526713252068, mijne,0.010794800706207752, otomatig,0.004978014621883631, wikipagina,0.004854780156165361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9373712614178658
pos,orig,0,2, the,17.502363204956055, Numerade,0.0005571825313381851, Roskov,0.00030453369254246354,RegistryLite,0.0002862125402316451, betweenstory,0.00025946248206309974,OGND,0.00021189246035646647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9983807162934681
pos,orig,0,3, city,17.304872512817383, otomatig,0.0003691950987558812, pinulongan,0.00026628212071955204,Carriera,0.00025542720686644316,帖最后由,0.00020487075380515307,GOTREF,0.00020420707005541772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9987000177497976
pos,orig,0,4, name,17.20403289794922,contentLoaded,0.0017239865846931934,MENAFN,0.0009571950067766011,berdayakan,0.0005600766162388027, mijne,0.0004973362665623426, boneka,0.00043521710904315114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9958261884166859
pos,orig,0,5, only,17.33620262145996,ScopeManager,0.0006299468223005533,parsedMessage,0.000531031284481287, saites,0.0005138013511896133,XmlEnum,0.0003835604584310204,➯,0.00031862815376371145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9976230319298338
pos,orig,0,6,",",17.43307876586914, Lazar,0.00011312473361613229, Essen,9.495649283053353e-05,公,7.612133049406111e-05,ich,7.604137499583885e-05,walk,7.470956916222349e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995650464989012
pos,orig,0,7, plain,17.068449020385742,contentLoaded,0.00164458726067096, Komunikasi,0.0008739456534385681, Lingkungan,0.00037612536107189953, Biôgrafia,0.000365175015758723,asantry,0.00032784030190669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9964123264071532
pos,orig,0,8, text,17.13041114807129, nahilalakip,0.0032582611311227083, Wikimedijinoj,0.0008557934779673815,IsMutable,0.0007881916826590896,contentLoaded,0.0007057517068460584, يتيمه,0.0006489974912256002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9937430045101792
pos,orig,0,9,.,17.539531707763672,Portale,0.0001994211197597906,RTGC,0.0001990362798096612, Roskov,0.00012477235577534884,徊,9.616764145903289e-05,ﬅ,9.336911170976236e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9992872334914864
pos,orig,0,10, The,17.247556686401367, Roskov,0.0011540077393874526, Савезне,0.0011080835247412324,contentLoaded,0.001016221009194851,:✨,0.0007599241798743606, kasarigan,0.0005133273079991341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.995448436238803
pos,orig,0,11, capital,16.87696075439453, pinulongan,0.0035552680492401123,contentLoaded,0.003383342642337084, Савезне,0.0016904682852327824, Numerade,0.0015524722402915359, صوتيه,0.0012011430226266384, itſelf,0.0011712731793522835, informée,0.0010199763346463442, otomatig,0.0009973220294341445,intios,0.0009203085792250931, Roskov,0.0008305372321046889,Personendaten,0.0006766662700101733, betweenstory,0.0006692495662719011, GetEnumerator,0.0006621491047553718,"}(),",0.0006017349660396576,localctx,0.0005745051894336939,⟬,0.0005402625538408756, queſta,0.0005356723559089005,例文帳に追加,0.0005176679114811122,IndentedString,0.0004870800767093897, snippetHide,0.0004712982045020908,0.9779416022065561
pos,orig,0,12, of,17.48557472229004,évaluateur,0.00016378698637709022,şört,0.0001573998888488859,lawn,0.00012689974391832948,➯,0.00011864316184073687," [];",0.00011765217641368508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9993156180426013
