prompt_id,prompt_variant,layer,pos,token,entropy,top1,prob1,top2,prob2,top3,prob3,top4,prob4,top5,prob5,top6,prob6,top7,prob7,top8,prob8,top9,prob9,top10,prob10,top11,prob11,top12,prob12,top13,prob13,top14,prob14,top15,prob15,top16,prob16,top17,prob17,top18,prob18,top19,prob19,top20,prob20,rest_mass,copy_collapse,copy_strict@0.95,copy_strict@0.7,copy_strict@0.8,copy_strict@0.9,copy_soft_k1@0.5,copy_soft_k2@0.5,copy_soft_k3@0.5,entropy_collapse,is_answer,p_top1,p_top5,p_answer,teacher_entropy_bits,kl_to_final_bits,kl_to_final_bits_norm_temp,answer_rank,cos_to_final,cos_to_answer,cos_to_prompt_max,geom_crossover,echo_mass_prompt,answer_mass,answer_minus_echo_mass,mass_ratio_ans_over_prompt,topk_prompt_mass@50,control_margin
pos,orig,0,16,⟨NEXT⟩,16.92865562438965,oney,3.6718625779030845e-05,ober,3.246174310334027e-05,ść,2.9778617317788303e-05,日発売,2.9363476642174646e-05, Toponymie,2.8770407880074345e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998429071292776,False,False,,,,False,False,False,False,False,3.6718625779030845e-05,0.0001570928725413978,5.913897894060938e-06,3.180720065700749,10.678613298836444,,98302,-0.06990284472703934,,,,,,,,,
pos,orig,1,16,⟨NEXT⟩,16.631103515625, zo,0.00022123451344668865,eno,0.0002096054085996002, zoom,0.0001773286348907277,udd,0.00016684016736689955, co,0.00015762339171487838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9990673678839812,False,False,,,,False,False,False,False,False,0.00022123451344668865,0.0009326320723630488,7.795596502546687e-06,3.180720065700749,10.563552089895001,,44851,0.11996833980083466,,,,,,,,,
pos,orig,2,16,⟨NEXT⟩,16.61372947692871,ait,0.00021879724226891994,zek,0.00017163825395982713, rang,0.00015607239038217813, zoom,0.0001512500602984801,մ,0.00014776556054130197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9991544764925493,False,False,,,,False,False,False,False,False,0.00021879724226891994,0.000845523492898792,5.704037448595045e-06,3.180720065700749,10.712311579446503,,67207,0.06671565771102905,,,,,,,,,
pos,orig,3,16,⟨NEXT⟩,15.176270484924316,zoa,0.005538787227123976,enges,0.0023364608641713858, fra,0.002217233180999756, maksim,0.0019511028658598661, deb,0.001665449352003634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9862909665098414,False,False,,,,False,False,False,False,False,0.005538787227123976,0.013709033839404583,1.166509264294291e-06,3.180720065700749,11.967360477562677,,91179,0.033658940345048904,,,,,,,,,
pos,orig,4,16,⟨NEXT⟩,15.460747718811035,zoa,0.002322831656783819,umble,0.0018984288908541203, Routed,0.0016509148990735412,enties,0.0014933410566300154,apest,0.0014864909462630749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9911479925503954,False,False,,,,False,False,False,False,False,0.002322831656783819,0.008852007798850536,1.0584975598249002e-06,3.180720065700749,12.010393288530965,,100388,-0.032594792544841766,,,,,,,,,
pos,orig,5,16,⟨NEXT⟩,15.218503952026367,umble,0.007314283400774002, Routed,0.00453557725995779, pirate,0.0018407318275421858, pa,0.0017494357889518142,ebru,0.0016890352126210928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9828709365101531,False,False,,,,False,False,False,False,False,0.007314283400774002,0.017129063606262207,1.1817995755336597e-06,3.180720065700749,12.283936510242487,,91634,-0.045659199357032776,,,,,,,,,
pos,orig,6,16,⟨NEXT⟩,14.823838233947754, Vladimír,0.009777400642633438,umble,0.005410175770521164,ieties,0.0035095619969069958, paired,0.0034225122071802616, Routed,0.0033725823741406202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9745077670086175,False,False,,,,False,False,False,False,False,0.009777400642633438,0.025492234155535698,1.2797502222383628e-06,3.180720065700749,12.86643211768637,,81245,-0.09351147711277008,,,,,,,,,
pos,orig,7,16,⟨NEXT⟩,14.267998695373535,ieties,0.023544223979115486, Vladimír,0.005853883922100067,otted,0.005808528047055006, hel,0.003969599958509207,ceipt,0.003947006538510323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9568767575547099,False,False,,,,False,False,False,False,False,0.023544223979115486,0.043123241513967514,1.9266290109953843e-06,3.180720065700749,13.410103673593882,,58946,-0.07852938771247864,,,,,,,,,
pos,orig,8,16,⟨NEXT⟩,14.120400428771973, Vladimír,0.008388472720980644,ieties,0.006722282152622938, paired,0.003665239317342639,otted,0.003388855140656233, accum,0.0032356453593820333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9745995053090155,False,False,,,,False,False,False,False,False,0.008388472720980644,0.025400495156645775,2.4160434008990705e-07,3.180720065700749,12.9920152252076,,107756,0.00906579289585352,,,,,,,,,
pos,orig,9,16,⟨NEXT⟩,14.121173858642578,ingly,0.03242194280028343,cul,0.006499054841697216, Architect,0.005327140912413597, enorm,0.005144329275935888, emp,0.00480044586583972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9458070863038301,False,False,,,,False,False,False,False,False,0.03242194280028343,0.054192915558815,2.1071298306196695e-06,3.180720065700749,13.016146454915463,,53781,-0.006815985776484013,,,,,,,,,
