prompt_id,prompt_variant,layer,p_top1_raw,top1_token_id_raw,top1_token_str_raw,p_answer_raw,answer_rank_raw,p_top1_norm,top1_token_id_norm,top1_token_str_norm,p_answer_norm,answer_rank_norm,kl_norm_vs_raw_bits,norm_only_semantics
pos,orig,0,7.009762612142367e-06,60762,PositiveButton,6.592234967683908e-06,59850,6.8847998591081705e-06,82,s,6.586356903426349e-06,67377,7.733748783547022e-05,False
pos,orig,1,7.553238901891746e-06,117462,普遍存在,6.556133484991733e-06,87027,7.176229701144621e-06,117367,下一篇,6.606012902921066e-06,54952,0.0003973097769268681,False
pos,orig,2,8.232223080995027e-06,28038," )







",6.397131528501632e-06,111765,9.678963397163898e-05,127808,ولوج,6.5321878537361044e-06,68558,0.06078410776625011,False
pos,orig,3,8.832025741867255e-06,34908,erguson,6.402261988114333e-06,98422,0.00013430679973680526,139582,شدد,4.82068617202458e-06,99837,0.12218217209824908,False
pos,orig,4,9.591755770088639e-06,34908,erguson,6.417320491891587e-06,90174,0.0001303844474023208,79989,.myapplication,5.718201919080457e-06,79897,0.09349406857529435,False
pos,orig,5,1.0823627235367894e-05,79989,.myapplication,6.469731488323305e-06,78612,0.00019868738309014589,138591,ستحق,5.1266611080791336e-06,82687,0.15314258564681302,False
pos,orig,6,1.2602614333445672e-05,79989,.myapplication,6.233279236766975e-06,93880,0.000126414728583768,79989,.myapplication,4.60012097391882e-06,100064,0.11318548015980792,False
pos,orig,7,1.532713940832764e-05,28038," )







",6.228819074749481e-06,85693,0.0002178626018576324,79989,.myapplication,4.398674263939029e-06,91912,0.16568588231351566,False
pos,orig,8,1.7031828974722885e-05,28038," )







",6.310330718406476e-06,77060,0.00031055277213454247,79989,.myapplication,3.7686238556489116e-06,92757,0.2550022235764604,False
pos,orig,9,1.9472036001388915e-05,28038," )







",6.327378287096508e-06,75111,0.0024206796661019325,138591,ستحق,2.3538812001788756e-06,88804,0.8007344541087779,False
pos,orig,10,2.1136849682079628e-05,140652,hế,6.5098497543658596e-06,66344,0.0008579478599131107,79989,.myapplication,2.792270379359252e-06,95769,0.47141945150124626,False
pos,orig,11,2.263616624986753e-05,140652,hế,7.0280102590913884e-06,48027,0.00039041589479893446,79989,.myapplication,4.082106897840276e-06,79022,0.2988975705344886,False
pos,orig,12,2.8904647479066625e-05,140652,hế,6.116942131484393e-06,82195,0.00031018396839499474,125788,かもしれ,3.979738721682224e-06,86422,0.23199500798114325,False
pos,orig,13,3.4022683394141495e-05,140652,hế,6.094512173149269e-06,77994,0.00044790515676140785,125788,かもしれ,3.410338422327186e-06,87138,0.2974021813852365,False
pos,orig,14,3.612605723901652e-05,140652,hế,5.169076757738367e-06,103787,0.0008552625076845288,125788,かもしれ,2.079848172797938e-06,106784,0.450799419593399,False
pos,orig,15,4.958937643095851e-05,140652,hế,5.584694918070454e-06,88296,0.0005694901919923723,127841,のではない,2.7810838219011202e-06,95136,0.3183006532048307,False
pos,orig,16,6.241325900191441e-05,140652,hế,5.301998498907778e-06,93377,0.000522151414770633,138523,iéndo,2.5010222088894807e-06,101396,0.3106222942765784,False
pos,orig,17,6.49872818030417e-05,34908,erguson,5.752904144173954e-06,78538,0.0009709842852316797,138523,iéndo,1.6913243143790169e-06,110839,0.49325466982442745,False
pos,orig,18,9.05387569218874e-05,34908,erguson,6.107869921834208e-06,67941,0.001255583018064499,112050,有期徒,2.0379491161293117e-06,91931,0.517503836635119,False
pos,orig,19,0.00013450314872898161,34908,erguson,5.318918283592211e-06,83250,0.002300980966538191,112050,有期徒,1.4542250710292137e-06,95389,0.7209769838231979,False
pos,orig,20,0.0001790835813153535,34908,erguson,5.0361131798126735e-06,86348,0.0012361053377389908,112050,有期徒,1.3936627283328562e-06,118984,0.45759441113332583,False
pos,orig,21,0.00022181768144946545,34908,erguson,3.8011987726349616e-06,106727,0.001134552643634379,112050,有期徒,1.3282877944220672e-06,124475,0.4042687824761999,False
pos,orig,22,0.00027620530454441905,140652,hế,3.1932936508383136e-06,114050,0.0014442334650084376,112050,有期徒,1.2186014828330372e-06,117268,0.376864765918081,False
