layer,pos,token,entropy,top1,prob1,top2,prob2,top3,prob3,top4,prob4,top5,prob5,top6,prob6,top7,prob7,top8,prob8,top9,prob9,top10,prob10,top11,prob11,top12,prob12,top13,prob13,top14,prob14,top15,prob15,top16,prob16,top17,prob17,top18,prob18,top19,prob19,top20,prob20,rest_mass,copy_collapse,entropy_collapse,is_answer
0,16,⟨NEXT⟩,16.955051100304967,itzer,1.529218934592791e-05,ikers,1.397136838932056e-05,itchens,1.392369631503243e-05,�,1.3761480659013614e-05, Hem,1.3594514712167438e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999294567505785,False,False,False
1,16,⟨NEXT⟩,16.95773543646383,mente,1.6155319826793857e-05,tons,1.4152979019854683e-05,tones,1.359750149276806e-05, unr,1.3373625733947847e-05, Reaper,1.3276033314468805e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999294445406122,False,False,False
2,16,⟨NEXT⟩,16.95509394292667,tics,1.6383943147957325e-05,tones,1.5496863852604292e-05, architekt,1.4881373317621183e-05, nick,1.4779991943214554e-05, Simply,1.4543747056450229e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999239140806822,False,False,False
3,16,⟨NEXT⟩,16.94685823129134, Simply,1.709564821794629e-05,Simply,1.6896477973205037e-05,tones,1.682238871580921e-05,oples,1.663452167122159e-05,936,1.6273004803224467e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999162779586186,False,False,False
4,16,⟨NEXT⟩,16.941504186978428,aires,1.9384879124118015e-05,tones,1.926222103065811e-05,levator,1.8982116671395488e-05,Samples,1.8317423382541165e-05,.AP,1.8299544535693713e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999057538152556,False,False,False
5,16,⟨NEXT⟩,16.936483090060996,�,3.1031289836391807e-05,tones,2.360735925321933e-05,tons,2.2482345229946077e-05,ovně,2.1182177079026587e-05,aires,2.0212173694744706e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998814846549067,False,False,False
6,16,⟨NEXT⟩,16.931900701955197,rops,2.1643070795107633e-05,�,2.1474641471286304e-05,ỳ,2.0895402485621162e-05,aires,2.0672141545219347e-05,ๆ,2.0341713025118224e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998949730306776,False,False,False
7,16,⟨NEXT⟩,16.925544637324684, bul,2.569261414464563e-05, simply,2.480505281710066e-05, fl,2.2148416974232532e-05, Gur,2.208362457167823e-05,AllowAnonymous,2.1435558664961718e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998838347328274,False,False,False
8,16,⟨NEXT⟩,16.926453883942134, bul,2.478343594702892e-05,urement,2.4518632926628925e-05,�单,2.3487409634981304e-05,biased,2.3145865270635113e-05,contain,2.3100701582734473e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999880963954638,False,False,False
9,16,⟨NEXT⟩,16.924365769732862,�单,2.4763625333434902e-05,RITE,2.4691182261449285e-05,egal,2.301471249666065e-05, bul,2.2503543732455e-05,tics,2.1917941921856254e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998831089942541,False,False,False
