layer,pos,token,entropy,top1,prob1,top2,prob2,top3,prob3,top4,prob4,top5,prob5,top6,prob6,top7,prob7,top8,prob8,top9,prob9,top10,prob10,top11,prob11,top12,prob12,top13,prob13,top14,prob14,top15,prob15,top16,prob16,top17,prob17,top18,prob18,top19,prob19,top20,prob20,rest_mass,copy_collapse,entropy_collapse,is_answer
0,15,⟨NEXT⟩,17.21284294128418,CLICK,7.252558589243563e-06,称之,7.20872230886016e-06,oreal,7.197297236416489e-06, CLICK,7.172615369199775e-06,flix,7.167594503698638e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999640012119926,False,False,False
1,15,⟨NEXT⟩,17.211400985717773,apr,8.218719813157804e-06,标配,8.16732153907651e-06,为广大,8.15126441011671e-06, Atari,8.10763503977796e-06, hend,8.08766435511643e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999592673948428,False,False,False
2,15,⟨NEXT⟩,17.210533142089844,财经,8.68099868966965e-06,湾,8.551200153306127e-06,为广大,8.461161087325308e-06, сост,8.460321623715572e-06,因为他,8.45990507514216e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999573864133708,False,False,False
3,15,⟨NEXT⟩,17.208309173583984,-looking,9.395150300406385e-06,态,9.390066225023475e-06,财经,9.316077012044843e-06,-minded,9.271112503483891e-06,国防,9.219446837960277e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999534081471211,False,False,False
4,15,⟨NEXT⟩,17.205888748168945,院子,1.0730628673627507e-05,湾,1.0323797141609248e-05,财经,1.0212324013991747e-05,tec,1.0071125871036202e-05,简单,1.005889498628676e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999486032293134,False,False,False
5,15,⟨NEXT⟩,17.20365333557129, (?),1.2270187653484754e-05,mente,1.134033482230734e-05,kowski,1.1037066542485263e-05,-minded,1.0959373867081013e-05,tics,1.0861703231057618e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999435313338836,False,False,False
6,15,⟨NEXT⟩,17.196346282958984,ly,1.4352421203511767e-05, (?),1.434144451195607e-05,tion,1.3502034562407061e-05,tics,1.341011648037238e-05,此项,1.3144650438334793e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999312493328034,False,False,False
7,15,⟨NEXT⟩,17.146251678466797, (?),4.8344285460188985e-05,ly,4.531154263531789e-05,-sized,3.403655864531174e-05,-looking,3.096511500189081e-05,-,3.073579864576459e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998106066996115,False,False,False
8,15,⟨NEXT⟩,17.132234573364258, (?),5.0455055315978825e-05,ly,4.1972398321377113e-05,-sized,3.368054240127094e-05,est,3.364689109730534e-05,_,3.3604046620894223e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998066410662432,False,False,False
9,15,⟨NEXT⟩,17.118844985961914, (?),5.613356188405305e-05,ifiable,4.069346687174402e-05,ly,3.787286186707206e-05,-,3.6863340937998146e-05,-sized,3.532631308189593e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997931104553572,False,False,False
10,15,⟨NEXT⟩,17.019901275634766, (?),0.00015839182015042752,est,8.919463289203122e-05,ly,7.235656812554225e-05,ifiable,7.099063805071637e-05,-sized,7.009739056229591e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999538968950219,False,False,False
11,15,⟨NEXT⟩,17.128204345703125,ifiable,5.587438863585703e-05, (?),4.8121211875695735e-05,名字,4.06217404815834e-05,-sized,3.693614780786447e-05,est,3.5311601095600054e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997831349101034,False,False,False
12,15,⟨NEXT⟩,17.116912841796875,ifiable,4.94218802487012e-05, (?),4.787843499798328e-05,ed,3.7248395528877154e-05,est,3.5492041206452996e-05,ifier,3.3808453736128286e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997961507942819,False,False,False
13,15,⟨NEXT⟩,17.125595092773438,ifiable,4.22528937633615e-05,-,3.530559115461074e-05,est,3.5131506592733786e-05, (?),3.429064236115664e-05,ed,3.3298172638751566e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998197211934894,False,False,False
14,15,⟨NEXT⟩,17.053115844726562,"""",8.077592792687938e-05,-,7.143292896216735e-05,ed,7.052908040350303e-05,“,6.78773649269715e-05,ifiable,5.317094473866746e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996562137530418,False,False,False
15,15,⟨NEXT⟩,17.036388397216797,"""",9.236573532689363e-05,-,8.312742284033448e-05,ed,7.485938840545714e-05,“,6.0791484429501e-05,_,5.732759018428624e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996315283788135,False,False,False
16,15,⟨NEXT⟩,16.9128360748291,-,0.00022165541304275393,"""",0.00017211769591085613,2,0.00011572541552595794,　,0.00011534035729710013,/,0.00011415357585065067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9992610075423727,False,False,False
17,15,⟨NEXT⟩,16.97163200378418,-,0.00010619501699693501,"""",8.651190000819042e-05,_,7.859199831727892e-05, office,7.8045399277471e-05,ifiable,7.055354217300192e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995801021432271,False,False,False
18,15,⟨NEXT⟩,16.910594940185547,-,0.00016449016402475536,_,0.00015343487029895186,"""",0.00014122349966783077,　,0.00010079018829856068, ,8.698215242475271e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9993530791252851,False,False,False
19,15,⟨NEXT⟩,16.62859344482422,ly,0.0004358853620942682,ed,0.00023768543906044215,itarian,0.00022683286806568503,"""",0.00021430259221233428,-ed,0.0002093969378620386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9986758968007052,False,False,False
20,15,⟨NEXT⟩,16.69597053527832,_,0.00028326353640295565,ed,0.00024831798509694636,是什么,0.0002041261177510023,官方,0.0001950437726918608,-,0.00019418663578107953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9988750619522762,False,False,False
21,15,⟨NEXT⟩,16.408071517944336,_,0.0007536584162153304,"""",0.0005746866227127612,ed,0.0005487374146468937,____,0.0005436554783955216,ly,0.0005022490513511002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9970770130166784,False,False,False
22,15,⟨NEXT⟩,15.219477653503418, ______,0.00946597196161747,____,0.009295963682234287, ____,0.005208857357501984,_,0.004334622994065285, _____,0.004028435796499252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9676661482080817,False,False,False
23,15,⟨NEXT⟩,15.220285415649414,____,0.016041021794080734, ______,0.01076958142220974, ____,0.0070836166851222515, _____,0.006695833057165146,"""",0.0034262542612850666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9559836927801371,False,False,False
24,15,⟨NEXT⟩,10.89285945892334,____,0.10315056145191193, ______,0.05816773697733879, “,0.05032879486680031, _____,0.03361302986741066,"""",0.030278151854872704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7244617249816656,False,False,False
25,15,⟨NEXT⟩,13.454482078552246,____,0.03401359170675278, simply,0.03338277339935303, ______,0.02403964474797249, _____,0.022219914942979813,-minded,0.01305493526160717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8732891399413347,False,False,False
26,15,⟨NEXT⟩,5.557551860809326,____,0.29373395442962646, _____,0.15869773924350739, ______,0.12013076990842819, ____,0.0816785991191864, “,0.029839787632226944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3159191496670246,False,False,False
27,15,⟨NEXT⟩,4.343688011169434,____,0.2721426784992218, ______,0.1447199583053589, _____,0.13543985784053802, “,0.0999990850687027, ____,0.07369400560855865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27400441467761993,False,False,False
28,15,⟨NEXT⟩,4.78587532043457,____,0.2983478307723999, ______,0.10260217636823654, “,0.09952171891927719, _____,0.09187459200620651, ____,0.06763201206922531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34002166986465454,False,False,False
29,15,⟨NEXT⟩,1.7776507139205933,-minded,0.7581772208213806, ______,0.02949567139148712, _____,0.028441989794373512, Berlin,0.026486337184906006, “,0.02357080765068531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13382797315716743,False,False,False
30,15,⟨NEXT⟩,2.2029597759246826, Germany,0.4079546332359314, Berlin,0.2843639850616455, German,0.19966867566108704, “,0.04079069569706917,-minded,0.018246591091156006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048975419253110886,False,False,False
31,15,⟨NEXT⟩,0.4538646638393402, Berlin,0.9359333515167236, “,0.0428178608417511, Germany,0.011410730890929699," """,0.0034452772233635187, German,0.0014031281461939216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004989651381038129,True,True,True
32,15,⟨NEXT⟩,1.036511778831482, German,0.6797715425491333, Berlin,0.2962426543235779, Germany,0.022280070930719376,德国,0.001701397355645895,German,1.3140289638613467e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.020811959686398e-06,False,False,False
33,15,⟨NEXT⟩,0.9878181219100952, Berlin,0.5856742858886719, German,0.41352519392967224, Germany,0.0006504190969280899,德国,0.00012302446702960879,____,7.935966095828917e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.914065160235623e-05,True,True,True
34,15,⟨NEXT⟩,0.6690734624862671, Berlin,0.836778998374939, “,0.16039013862609863, ______,0.0011235917918384075, ',0.0008616520208306611, German,0.00026646649348549545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005791526928078383,True,True,True
35,15,⟨NEXT⟩,2.4943668842315674, Berlin,0.31985944509506226, ______,0.304618239402771," """,0.1433594673871994,____,0.07275643199682236, __,0.07119421660900116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08821219950914383,False,False,True
