prompt_id,prompt_variant,layer,pos,token,entropy,top1,prob1,top2,prob2,top3,prob3,top4,prob4,top5,prob5,top6,prob6,top7,prob7,top8,prob8,top9,prob9,top10,prob10,top11,prob11,top12,prob12,top13,prob13,top14,prob14,top15,prob15,top16,prob16,top17,prob17,top18,prob18,top19,prob19,top20,prob20,rest_mass
pos,orig,0,0,<|startoftext|>,15.910062789916992,xit,6.364276487147436e-05,逻,5.287392923492007e-05,nspin,5.283748032525182e-05,eeee,4.953802999807522e-05,ika,4.8638044972904027e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997324697505974
pos,orig,0,1,Give,15.908651351928711,xit,6.0023008700227365e-05,nspin,5.505407534656115e-05,ika,5.279035394778475e-05,逻,5.198265353101306e-05,飯,5.129236160428263e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997288575468701
pos,orig,0,2, the,15.907974243164062,xit,5.9786627389257774e-05,nspin,5.680184403900057e-05,逻,5.0685946916928515e-05,ika,5.0268045015400276e-05,eeee,5.024427082389593e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997322132658155
pos,orig,0,3, city,15.908763885498047,xit,6.237450725166127e-05,逻,5.146708645042963e-05,飯,5.081613198854029e-05,nspin,4.969829024048522e-05,eeee,4.7881650971248746e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997377623330976
pos,orig,0,4, name,15.905632019042969,xit,6.840854621259496e-05,逻,5.798275742563419e-05,crecy,5.038873496232554e-05,nspin,5.008712105336599e-05, lit,4.948304922436364e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997236497911217
pos,orig,0,5, only,15.908318519592285,xit,6.29798014415428e-05,eeee,5.270848123473115e-05,nspin,5.135694664204493e-05,ika,5.0498030759627e-05,逻,4.8703794163884595e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997337529457582
pos,orig,0,6,",",15.906116485595703,xit,6.099305028328672e-05,nspin,5.833775503560901e-05,逻,5.7557244872441515e-05,upl,5.0788370572263375e-05,飯,5.0411137635819614e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997219124416006
pos,orig,0,7, plain,15.908906936645508,xit,6.103355553932488e-05,nspin,5.280850382405333e-05,逻,5.049796891398728e-05,ika,5.041104668634944e-05,upl,5.0163158448413014e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997350857665879
pos,orig,0,8, text,15.90847110748291,xit,5.7716784795047715e-05,逻,5.182831228012219e-05,nspin,5.174402394914068e-05,ika,4.8687033995520324e-05,eeee,4.846086449106224e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997415629804891
pos,orig,0,9,.,15.907204627990723,xit,6.605523230973631e-05,upl,5.659579619532451e-05,nspin,5.4844367696205154e-05,endo,5.029842213843949e-05,eeee,4.88580517412629e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999723348129919
