prompt_id,prompt_variant,layer,p_top1_raw,top1_token_id_raw,top1_token_str_raw,p_answer_raw,answer_rank_raw,p_top1_norm,top1_token_id_norm,top1_token_str_norm,p_answer_norm,answer_rank_norm,kl_norm_vs_raw_bits,kl_raw_to_norm_bits,js_divergence,entropy_bits_norm,entropy_bits_raw,entropy_gap_bits,l1_prob_diff,topk_jaccard_raw_norm@50,topk_jaccard_consecutive@50,norm_only_semantics
pos,orig,0,7.668009857297875e-06,114248,agrada,7.6278947744867764e-06,76731,9.551221410220023e-06,78388, Forbes,7.963523785292637e-06,21319,0.0014594629140170024,0.001458194877870504,0.00036461084064241887,16.99850930109552,16.9999993587826,13.817789235394772,0.03567081689834595,0.030927835051546393,,False
pos,orig,1,7.746301889710594e-06,83673,此之前,7.624733370903414e-06,78172,3.591292261262424e-05,117577,随着时间的,6.3852203311398625e-06,106575,0.024959662075381795,0.02480096239706922,0.006187771521176137,16.974501898896282,16.999992479476564,13.793781833195533,0.14544816315174103,0.25,0.0,False
pos,orig,2,7.966142220539041e-06,117577,随着时间的,7.62348508942523e-06,69365,6.23476444161497e-05,117577,随着时间的,6.097747245803475e-06,98935,0.053534103876718656,0.05190155856340345,0.013035809295882102,16.944100869668564,16.999978720864494,13.763380803967815,0.21197611093521118,0.4084507042253521,0.4084507042253521,False
pos,orig,3,8.016986612346955e-06,73790, hétérogènes,7.60896227802732e-06,81897,0.0001704813475953415,117577,随着时间的,4.328218892624136e-06,108087,0.18254975938194085,0.17250762790456736,0.0428500122210238,16.81198517313696,16.999949827779147,13.631265107436212,0.3868293762207031,0.5151515151515151,0.4925373134328358,False
pos,orig,4,8.058075763983652e-06,68637, quelcon,7.6084165812062565e-06,80076,7.915031164884567e-05,68637, quelcon,5.1229121709184255e-06,101466,0.12620669511542695,0.12198286570373044,0.030291942513334922,16.868197358606167,16.99992781399984,13.687477292905418,0.32459557056427,0.42857142857142855,0.5625,False
pos,orig,5,8.217075446736999e-06,26570,народ,7.633433597220574e-06,62709,6.746809958713129e-05,26570,народ,6.299453616520623e-06,83792,0.09145251627148034,0.09011524904632305,0.022301400811597885,16.90273285076063,16.999898920914493,13.72201278505988,0.27754729986190796,0.4925373134328358,0.35135135135135137,False
pos,orig,6,8.2751466834452e-06,26570,народ,7.569517947558779e-06,93444,5.7901914260583e-05,26570,народ,5.21947458764771e-06,107437,0.08431982604766869,0.08377030923141497,0.020682252678061994,16.908731605622723,16.99985076577225,13.728011539921974,0.2677001655101776,0.42857142857142855,0.28205128205128205,False
pos,orig,7,8.404962500208057e-06,68637, quelcon,7.577148153359303e-06,85749,6.243419193197042e-05,26570,народ,6.048268460290274e-06,88250,0.09317676058445247,0.09256731856328874,0.02281169819357535,16.89779350902785,16.99977096582225,13.7170734433271,0.2807568907737732,0.5625,0.3157894736842105,False
pos,orig,8,8.576753316447139e-06,68637, quelcon,7.496090347558493e-06,106217,5.6709486671024933e-05,68637, quelcon,5.118624358146917e-06,106275,0.09388174971708615,0.09337374521318445,0.022999606706630944,16.895510955285598,16.99970492448432,13.71479088958485,0.2820158004760742,0.5384615384615384,0.26582278481012656,False
pos,orig,9,8.721875929040834e-06,8617, simply,7.509592705901014e-06,99303,5.978608169243671e-05,8617, simply,5.248560228210408e-06,102057,0.10227737303967749,0.10074015985951867,0.02489029260443339,16.88522088931917,16.999627876256735,13.704500823618423,0.2934371531009674,0.5873015873015873,0.3888888888888889,False
pos,orig,10,8.888674528861884e-06,73790, hétérogènes,7.486961294489447e-06,97456,8.650385279906914e-05,73790, hétérogènes,4.9732334446161985e-06,98780,0.14531219405519796,0.1414570632002043,0.034884091582456575,16.835925158137066,16.999428376381733,13.655205092436317,0.3472844064235687,0.5151515151515151,0.3157894736842105,False
pos,orig,11,9.053707799466792e-06,8617, simply,7.664844815735705e-06,56513,8.95772100193426e-05,128129,从那以后,7.086192454153206e-06,61341,0.13885178401360904,0.1349560760019274,0.0333429496736171,16.842339423083644,16.99939397985156,13.661619357382895,0.3397139012813568,0.5384615384615384,0.4925373134328358,False
pos,orig,12,9.387451427755877e-06,8617, simply,7.4612894422898535e-06,101149,0.0001520995720056817,8617, simply,4.800898295798106e-06,102877,0.14038609498653454,0.13719163548483035,0.0337833824627177,16.840122910679323,16.99934995229294,13.659402844978574,0.3412705361843109,0.6129032258064516,0.28205128205128205,False
pos,orig,13,9.322890036855824e-06,8617, simply,7.548534085799474e-06,82990,8.851553866406903e-05,8617, simply,5.730298198614037e-06,90290,0.11117879733845634,0.10940036774154675,0.026994363289064946,16.870944953436354,16.999301797150697,13.690224887735605,0.30497464537620544,0.5625,0.20481927710843373,False
pos,orig,14,9.01546809473075e-06,85588,стен,7.546944743808126e-06,82142,8.969272312242538e-05,85588,стен,5.562862497754395e-06,85799,0.16180383617366195,0.15913267688287056,0.03892781216303701,16.814954281621457,16.99918072136449,13.634234215920708,0.3675955533981323,0.5151515151515151,0.19047619047619047,False
pos,orig,15,9.254628821508959e-06,107291,luš,7.398019988613669e-06,105545,9.532264084555209e-05,107291,luš,4.223160885885591e-06,108792,0.15886133125547178,0.15605165068832605,0.03821795377160076,16.81637554624819,16.999067900745523,13.63565548054744,0.3630232512950897,0.7241379310344828,0.26582278481012656,False
