prompt_id,prompt_variant,layer,pos,token,entropy,entropy_bits,top1,prob1,top2,prob2,top3,prob3,top4,prob4,top5,prob5,top6,prob6,top7,prob7,top8,prob8,top9,prob9,top10,prob10,top11,prob11,top12,prob12,top13,prob13,top14,prob14,top15,prob15,top16,prob16,top17,prob17,top18,prob18,top19,prob19,top20,prob20,rest_mass,copy_collapse,copy_strict@0.95,copy_strict@0.7,copy_strict@0.8,copy_strict@0.9,copy_soft_k1@0.5,copy_soft_k2@0.5,copy_soft_k3@0.5,entropy_collapse,is_answer,p_top1,p_top5,p_answer,teacher_entropy_bits,kl_to_final_bits,kl_to_final_bits_norm_temp,answer_rank,topk_jaccard_raw_norm@50,topk_jaccard_consecutive@50,cos_to_final,cos_to_answer,cos_to_prompt_max,geom_crossover,echo_mass_prompt,answer_mass,answer_minus_echo_mass,mass_ratio_ans_over_prompt,topk_prompt_mass@50,control_margin,resid_norm_ratio,delta_resid_cos,answer_logit_gap,answer_vs_top1_gap
pos,orig,0,16,⟨NEXT⟩,16.968050003051758,16.968050003051758, winding,9.172249519906472e-06, affirmative,9.151081030722708e-06,¨¨,8.990994501800742e-06,ucci,8.937382517615333e-06,treeview,8.89697275852086e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999548513196714,False,False,False,False,False,False,False,False,False,False,9.172249519906472e-06,4.514868123806082e-05,7.510596788051771e-06,2.5969505827619233,10.502342088591721,10.501519323589994,115765,0.010101010101010102,,0.004293019883334637,-0.012750736437737942,0.010567475110292435,False,0.00010831423333002022,7.510596788051771e-06,-0.00010080363654196844,0.06934017088037943,0.0,,3.8889150619506836,0.16968375444412231,,-0.19986764714121819
pos,orig,1,16,⟨NEXT⟩,16.96009063720703,16.96009063720703,cepts,1.3177843356970698e-05,こんに,1.3040590602031443e-05,мати,1.2840013368986547e-05,شته,1.2760877325490583e-05,adt,1.2712529496639036e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999354681458499,False,False,False,False,False,False,False,False,False,False,1.3177843356970698e-05,6.453185778809711e-05,9.192486686515622e-06,2.5969505827619233,10.507453412975364,10.71199994688314,7516,0.08695652173913043,0.0,-0.01615724340081215,0.015581312589347363,0.019809551537036896,False,0.00010648218676578836,9.192486686515622e-06,-9.728970007927273e-05,0.08632805765603783,0.0,,11.540760040283203,0.6889735460281372,,-0.36015039682388306
pos,orig,2,16,⟨NEXT⟩,16.96335792541504,16.96335792541504,улю,1.195540426124353e-05,cepts,1.1777235158660915e-05,мати,1.164008972409647e-05,Як,1.1512352102727164e-05,شته,1.1506637747515924e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999416082810058,False,False,False,False,False,False,False,False,False,False,1.195540426124353e-05,5.83917171752546e-05,8.942381100496277e-06,2.5969505827619233,10.517300451633165,10.69451687852703,6551,0.07526881720430108,0.17647058823529413,0.014378211461007595,0.017584579065442085,0.005099001340568066,False,0.00010244294890071615,8.942381100496277e-06,-9.350056780021987e-05,0.08729047636735296,0.0,,8.382427215576172,0.7079282999038696,,-0.2903815060853958
pos,orig,3,16,⟨NEXT⟩,16.962560653686523,16.962560653686523,zier,1.2383183275233023e-05,alls,1.2257809430593625e-05,rella,1.1747105418180581e-05,erton,1.1744617950171232e-05,ォ,1.1719745089067146e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999401475388368,False,False,False,False,False,False,False,False,False,False,1.2383183275233023e-05,5.985246389172971e-05,9.261398190574255e-06,2.5969505827619233,10.513064174977112,10.679855013575674,3648,0.25,0.07526881720430108,-0.005377417430281639,0.019780868664383888,0.005239822901785374,False,0.00010266050048812758,9.261398190574255e-06,-9.339910229755333e-05,0.0902129634433436,0.0,,7.862302780151367,0.8233204483985901,,-0.29048432409763336
pos,orig,4,16,⟨NEXT⟩,16.958608627319336,16.958608627319336,alls,1.4593974810850341e-05,erton,1.4010043742018752e-05, unh,1.3449312973534688e-05, Hem,1.342588075203821e-05,zier,1.3209707503847312e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999313110802177,False,False,False,False,False,False,False,False,False,False,1.4593974810850341e-05,6.868892523925751e-05,8.979392987384927e-06,2.5969505827619233,10.510037280321926,10.683268525229998,12970,0.16279069767441862,0.20481927710843373,0.006246314384043217,0.01284286193549633,0.008769307285547256,False,0.00010266592880725511,8.979392987384927e-06,-9.368653581987019e-05,0.0874613966902883,0.0,,8.188640594482422,0.8450061082839966,,-0.48567651212215424
pos,orig,5,16,⟨NEXT⟩,16.957176208496094,16.957176208496094,alls,1.512286235083593e-05,erton,1.4196500160323922e-05, unh,1.3965340258437209e-05, gum,1.3721554751100484e-05,agna,1.3506154573406093e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999294875879059,False,False,False,False,False,False,False,False,False,False,1.512286235083593e-05,7.051241118460894e-05,9.79122251010267e-06,2.5969505827619233,10.50538549358139,10.747094038687601,4048,0.25,0.3333333333333333,-0.005179684609174728,0.018651090562343597,0.009183047339320183,False,0.0001014871468214551,9.79122251010267e-06,-9.169592431135243e-05,0.09647651294025557,0.0,,8.252010345458984,0.87330561876297,,-0.43472129106521606
pos,orig,6,16,⟨NEXT⟩,16.95612907409668,16.95612907409668,alls,1.4689461750094779e-05,BT,1.4471832400886342e-05, gum,1.4270884094003122e-05, backs,1.4234790796763264e-05,aders,1.4095160622673575e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999282378703356,False,False,False,False,False,False,False,False,False,False,1.4689461750094779e-05,7.176212966442108e-05,9.950924322765786e-06,2.5969505827619233,10.499396369747743,10.738382085525494,3675,0.2987012987012987,0.3888888888888889,0.0010140471858903766,0.01895875111222267,0.0146700544282794,False,0.00010485602388143889,9.950924322765786e-06,-9.49050995586731e-05,0.09489993091943204,0.0,,7.858539581298828,0.9232019186019897,,-0.3894649147987366
pos,orig,7,16,⟨NEXT⟩,16.953325271606445,16.953325271606445,NodeId,1.5547908333246596e-05,alls,1.548882937640883e-05,BT,1.5238162632158492e-05, unh,1.4935544641048182e-05, backs,1.4911006473994348e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999238785485431,False,False,False,False,False,False,False,False,False,False,1.5547908333246596e-05,7.612145418534055e-05,9.764133210410364e-06,2.5969505827619233,10.508557541593904,10.756763591249712,6852,0.13636363636363635,0.3888888888888889,-0.002673560054972768,0.016168203204870224,0.009122745133936405,False,0.00010392065314590582,9.764133210410364e-06,-9.415651993549545e-05,0.09395667712003714,0.0,,7.967506408691406,0.8482652902603149,,-0.46521028876304626
pos,orig,8,16,⟨NEXT⟩,16.959365844726562,16.959365844726562,inds,1.3559681065089535e-05, unh,1.3171449609217234e-05, поба,1.2959626474184915e-05,lia,1.2920419067086186e-05,inker,1.2802599485439714e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999934586224299,False,False,False,False,False,False,False,False,False,False,1.3559681065089535e-05,6.541377661051229e-05,8.31869419926079e-06,2.5969505827619233,10.507405257833122,10.530210845268133,33123,0.3888888888888889,0.19047619047619047,-0.0047659315168857574,0.006079967133700848,0.017187992110848427,False,0.00010623649768604082,8.31869419926079e-06,-9.791780348678003e-05,0.07830280626379844,0.0,,5.70856237411499,0.9427895545959473,,-0.48859556019306183
pos,orig,9,16,⟨NEXT⟩,16.95967674255371,16.95967674255371,NodeId,1.3464275980368257e-05,lia,1.3429214050120208e-05,inds,1.3205083632783499e-05,rop,1.283180154132424e-05,ctor,1.2733112271234859e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999343365125242,False,False,False,False,False,False,False,False,False,False,1.3464275980368257e-05,6.566348747583106e-05,8.60668660607189e-06,2.5969505827619233,10.500187489941712,10.515942476621952,21575,0.3698630136986301,0.3698630136986301,-0.01807563006877899,0.008617421612143517,0.010204046033322811,False,0.00010630528504407266,8.60668660607189e-06,-9.769859843800077e-05,0.08096122070772874,0.0,,4.804646015167236,0.9000564813613892,,-0.4475005641579628
