prompt_id,prompt_variant,layer,pos,token,entropy,entropy_bits,top1,prob1,top2,prob2,top3,prob3,top4,prob4,top5,prob5,top6,prob6,top7,prob7,top8,prob8,top9,prob9,top10,prob10,top11,prob11,top12,prob12,top13,prob13,top14,prob14,top15,prob15,top16,prob16,top17,prob17,top18,prob18,top19,prob19,top20,prob20,rest_mass
pos,orig,0,0,<bos>,0.0018331395694985986,0.0018331395694985986,<bos>,0.9999294281005859,�,3.848974756692769e-06, ſuo,2.6015078447017004e-07, indígen,2.593667147721135e-07,𞤶,2.302894444028425e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.59731177137246e-05
pos,orig,0,1,Give,8.569881439208984,8.569881439208984, stockfotografie,0.007568427827209234, Waſſer,0.007252350449562073, dieſem,0.006343881133943796, Dieſe,0.006103760562837124, ſeinem,0.006057993974536657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9666735860519111
pos,orig,0,2, the,0.002621251158416271,0.002621251158416271, the,0.9999098777770996, a,9.616821444069501e-06, this,4.589344371197512e-06, that,2.385279458394507e-06, its,8.382091323255736e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.269256849440353e-05
pos,orig,0,3, city,0.07333853095769882,0.07333853095769882, city,0.9959497451782227,city,8.200915908673778e-05, City,5.2402334404177964e-05,[toxicity=0],1.1320636986056343e-05,<unused32>,1.1239375453442335e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0038932833158469293
pos,orig,0,4, name,0.00027484926977194846,0.00027484926977194846, name,0.9999864101409912,name,6.596115326829022e-06, Name,4.61820900454768e-06, names,1.5186769815045409e-06,Name,2.0927852517615975e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.475791707316603e-07
pos,orig,0,5, only,0.1922864019870758,0.1922864019870758, only,0.9882346391677856, daysTop,4.129809531150386e-05,<unused31>,3.828004628303461e-05,<unused90>,3.8235968531807885e-05,,3.819777339231223e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011609348948695697
pos,orig,0,6,",",0.017618214711546898,0.017618214711546898,",",0.9991269707679749,.,0.00011507284943945706, (,6.423762533813715e-05,:,3.926819408661686e-05,-,3.211965304217301e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006223309101187624
pos,orig,0,7, plain,0.0028679773677140474,0.0028679773677140474, plain,0.9998304843902588, Plain,7.824337808415294e-05,plain,5.018873343942687e-05,Plain,2.8776034014299512e-05, plainly,3.452208545695612e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1962243348762058e-05
pos,orig,0,8, text,0.0050271907821297646,0.0050271907821297646, text,0.9996860027313232,text,0.00017892546020448208, Text,8.51358927320689e-05,Text,1.2674187928496394e-05, texts,4.313507815822959e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2948219995887484e-05
pos,orig,0,9,.,0.0785563513636589,0.0785563513636589,.,0.9956696033477783,",",0.0014398006023839116,:,0.0001596101064933464,-,0.00011650029045995325,!,8.592101221438497e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025285646406700835
pos,orig,0,10, The,0.004344113636761904,0.004344113636761904, The,0.999795138835907,The,6.391100760083646e-05, A,1.2910064469906501e-05, In,6.513957032439066e-06, It,4.736275514005683e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00011678985947582987
pos,orig,0,11, capital,0.007792116142809391,0.007792116142809391, capital,0.9994358420372009, Capital,0.0003059203736484051,capital,0.00020299899915698916,Capital,4.7863988584140316e-05, CAPITAL,9.6251824288629e-07,CAPITAL,3.772044578909117e-07, capitalize,1.3028231649059308e-07, capitals,9.340464401930149e-08, capitale,7.574951865763069e-08, capitalized,7.02306479638537e-08,资本,3.409111926089281e-08, столи,3.383679114676852e-08, Capitol,2.6572887890097263e-08, Hauptstadt,2.430469514536071e-08, капита,1.968945007035927e-08, capita,1.1597458993151122e-08, capitol,1.1385949960640573e-08, capitalist,1.0711626252657425e-08,資本,9.55397716495554e-09, cap,9.516130106135279e-09,5.4739514956381186e-06
pos,orig,0,12, of,0.00015221518697217107,0.00015221518697217107, of,0.9999947547912598, for,4.324988935877627e-07, with,1.6037186867379205e-07, in,1.5398636321606318e-07, from,1.2599261367540748e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3723590010813496e-06
pos,orig,0,13, Germany,5.963656425476074,5.963656425476074, Germany,0.43646323680877686, stockfotografie,0.002084813779219985, unſer,0.0019814702682197094, müſſen,0.001943030278198421, geweſen,0.0019357873825356364,󠁁,0.0018975132843479514, dieſes,0.001875402987934649,๣,0.0018438325496390462, erſten,0.001821023877710104,<unused0>,0.0018124751513823867,,0.001802178448997438, Dieſe,0.0017938517266884446, ་་,0.0017651651287451386,Билгалда,0.0017522138077765703,𝆣,0.0017356853932142258,𐁘,0.0017279527382925153, stockfotos,0.00172167900018394,ſicht,0.0017166653415188193,󰈻,0.0017152546206489205,񱜆,0.0017143028089776635,0.5288964646169916
pos,orig,0,14, is,0.003199848346412182,0.003199848346412182, is,0.9998512268066406, has,5.7011864555533975e-05, can,7.454802926076809e-06, will,4.7592852752131876e-06, was,4.63839023723267e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.490885036531836e-05
pos,orig,0,15, called,8.63350772857666,8.63350772857666,๲,0.0034738020040094852, ་་,0.0032860327046364546,ſſung,0.0032819989137351513, linkCC,0.0032675827387720346,󰈻,0.0032618416007608175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9834287420380861
pos,orig,0,16, simply,0.0004968363791704178,0.0004968363791704178, simply,0.9999761581420898, merely,7.520734470745083e-06, Simply,6.543555628013564e-06, simplemente,3.976899279223289e-06,Simply,9.87917928796378e-07,simply,4.463719847080938e-07, semplicemente,1.4324930930342816e-07, просто,1.109030591806004e-07, simplesmente,1.0144884754481609e-07, certainly,3.495321720947686e-08, actually,3.4810241800187214e-08, simplement,2.321898051604876e-08, basically,2.286506628479401e-08, solely,2.015934619237214e-08, einfach,1.9573162646224773e-08, specifically,1.5113000628730333e-08, easily,1.3931408915368593e-08, ultimately,1.3877651028337823e-08,[toxicity=0],1.358983059418506e-08, truly,1.3456840086689681e-08,3.7852286567385818e-06
pos,orig,1,0,<bos>,8.734244346618652,8.734244346618652, beſch,0.005769818555563688,๲,0.00571316946297884,ſicht,0.0053377775475382805,,0.005061520263552666,,0.005038633942604065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9730790802277625
pos,orig,1,1,Give,8.75949764251709,8.75949764251709,iſche,0.008547674864530563,𝆺,0.006042624358087778, dieſem,0.005462691653519869, zwiſchen,0.005455340258777142, geweſen,0.005312537308782339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9691791315563023
pos,orig,1,2, the,8.766460418701172,8.766460418701172,,0.0044578202068805695,๲,0.0044395942240953445,ſicht,0.004398638848215342, stockfotografie,0.004351980984210968, dieſem,0.004351657349616289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9780003083869815
pos,orig,1,3, city,8.73388957977295,8.73388957977295, dieſem,0.003811758244410157,ſicht,0.0037695851642638445, Dieſe,0.00373089499771595, geweſen,0.0037122617941349745, erſten,0.0035575740039348602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9814179257955402
pos,orig,1,4, name,8.78203296661377,8.78203296661377,,0.0065506575629115105,𝆺,0.005757913924753666,𑄮,0.005724209360778332,,0.005678168497979641,,0.005074096843600273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9712149538099766
pos,orig,1,5, only,8.767212867736816,8.767212867736816,,0.004596132785081863, Dieſe,0.0044801682233810425,,0.004211940802633762, dieſem,0.004137089941650629,󠁁,0.0040406761690974236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9785339920781553
pos,orig,1,6,",",8.76976490020752,8.76976490020752, Dieſe,0.005235610529780388,ſicht,0.005004714708775282, dieſem,0.004881978500634432, Waſſer,0.004604214336723089,niſſe,0.004556948784738779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.975716533139348
