prompt_id,prompt_variant,layer,lens,p_top1,top1_token_id,top1_token_str,p_answer,answer_rank,kl_norm_vs_raw_bits
pos,orig,40,norm,0.0006375465891323984,49088,MDM,0.0001151930628111586,168,20.19171668311012
pos,orig,40,raw,0.954477846622467,98,.,1.7420896947228925e-09,960,20.19171668311012
pos,orig,41,norm,0.0005682215560227633,49088,MDM,0.0001186295339721255,166,25.195785806368708
pos,orig,41,raw,0.9810282588005066,98,.,7.457852391201669e-11,1000,25.195785806368708
pos,orig,42,norm,0.0006544833886437118,33425,keV,0.00026981026167050004,28,34.96562489185038
pos,orig,42,raw,0.98698490858078,98,.,4.086609089321014e-12,280,34.96562489185038
pos,orig,43,norm,0.001334403408691287,1529," """,0.0005274657742120326,10,47.22964443526175
pos,orig,43,raw,0.9951403141021729,98,.,1.8883769466746317e-14,179,47.22964443526175
pos,orig,44,norm,0.008458772674202919,19616, Berlin,0.008458772674202919,1,57.56297848491998
pos,orig,44,raw,0.9971730709075928,98,.,1.3841553771209991e-11,16,57.56297848491998
pos,orig,45,norm,0.007482662331312895,19616, Berlin,0.007482662331312895,1,74.73171758970072
pos,orig,45,raw,0.9992231130599976,98,.,5.8479927596001265e-16,25,74.73171758970072
pos,orig,46,norm,0.03454635292291641,19616, Berlin,0.03454635292291641,1,80.5715714892879
pos,orig,46,raw,0.9997722506523132,98,.,8.275188467055006e-18,16,80.5715714892879
pos,orig,47,norm,0.04173234850168228,19616, Berlin,0.04173234850168228,1,82.22994102952607
pos,orig,47,raw,0.9999314546585083,98,.,2.590086068991618e-22,17,82.22994102952607
pos,orig,48,norm,0.03286917507648468,19616, Berlin,0.03286917507648468,1,83.63260951618383
pos,orig,48,raw,0.9999690055847168,98,.,9.849600166048935e-27,25,83.63260951618383
pos,orig,56,norm,0.022177403792738914,19616, Berlin,0.022177403792738914,1,84.1855626317931
pos,orig,56,raw,0.9999152421951294,98,.,0.0,15,84.1855626317931
pos,orig,57,norm,0.01765478029847145,59568, ,0.0100403418764472,3,82.34392837879552
pos,orig,57,raw,0.9999808073043823,98,.,0.0,11,82.34392837879552
pos,orig,58,norm,0.06952168792486191,59568, ,0.004773696418851614,8,75.84842157967104
pos,orig,58,raw,0.9999991655349731,98,.,0.0,8,75.84842157967104
pos,orig,59,norm,0.2666119635105133,59568, ,0.0008777858456596732,32,47.273077621841246
pos,orig,59,raw,1.0,98,.,0.0,5,47.273077621841246
pos,orig,60,norm,0.5555136799812317,19616, Berlin,0.5555136799812317,1,90.46568661414425
pos,orig,60,raw,1.0,98,.,0.0,7,90.46568661414425
pos,no_filler,36,norm,0.0021386370062828064,33521,MTU,4.430099124874687e-06,57851,5.45272817576634
pos,no_filler,36,raw,0.4723154604434967,98,.,1.8491311593038517e-08,56090,5.45272817576634
pos,no_filler,37,norm,0.0012625546660274267,33521,MTU,5.2858567869407125e-06,54695,8.180624457086045
pos,no_filler,37,raw,0.6696335673332214,98,.,2.5904662859232985e-09,54335,8.180624457086045
pos,no_filler,38,norm,0.002253863727673888,40918,什么呢,1.6736454199417494e-05,18950,11.18090101343214
pos,no_filler,38,raw,0.8282588124275208,98,.,2.8820741349022683e-09,28796,11.18090101343214
pos,no_filler,39,norm,0.001547567662782967,40918,什么呢,0.0001378555316478014,133,14.807813556461962
pos,no_filler,39,raw,0.8918639421463013,98,.,6.878580904867704e-08,712,14.807813556461962
pos,no_filler,40,norm,0.0010342783061787486,52189,____________,0.00013661928824149072,125,20.92409861043396
pos,no_filler,40,raw,0.9498053789138794,98,.,1.752742062599566e-09,770,20.92409861043396
pos,no_filler,41,norm,0.005458422936499119,40918,什么呢,0.00016558979405090213,92,26.86473296756554
pos,no_filler,41,raw,0.9750581979751587,98,.,6.08065195417673e-11,628,26.86473296756554
pos,no_filler,42,norm,0.004119583405554295,40918,什么呢,0.00043415461550466716,10,38.60782118909708
pos,no_filler,42,raw,0.9875055551528931,98,.,1.694221369100135e-12,171,38.60782118909708
pos,no_filler,43,norm,0.0030136865098029375,40918,什么呢,0.0005224822089076042,9,51.59813034640813
pos,no_filler,43,raw,0.994178295135498,98,.,7.858539279960496e-16,209,51.59813034640813
pos,no_filler,44,norm,0.008262884803116322,19616, Berlin,0.008262884803116322,1,64.05797346367551
pos,no_filler,44,raw,0.9963988065719604,98,.,1.530386060932809e-13,22,64.05797346367551
pos,no_filler,45,norm,0.005381333641707897,19616, Berlin,0.005381333641707897,1,78.5844811894966
pos,no_filler,45,raw,0.998788058757782,98,.,2.7587060726878386e-18,32,78.5844811894966
pos,no_filler,46,norm,0.01786651834845543,19616, Berlin,0.01786651834845543,1,82.36922221122322
pos,no_filler,46,raw,0.9996947050094604,98,.,2.7050959608133484e-20,23,82.36922221122322
pos,no_filler,47,norm,0.022966744378209114,19616, Berlin,0.022966744378209114,1,83.313200585279
pos,no_filler,47,raw,0.9999362230300903,98,.,1.86681448308701e-24,28,83.313200585279
pos,no_filler,48,norm,0.01903252676129341,19616, Berlin,0.01903252676129341,1,83.96503959755077
pos,no_filler,48,raw,0.9999749660491943,98,.,3.4412241801294055e-28,41,83.96503959755077
pos,no_filler,49,norm,0.02513277903199196,19616, Berlin,0.02513277903199196,1,84.18202391676896
pos,no_filler,49,raw,0.999987006187439,98,.,1.8666910476368688e-29,32,84.18202391676896
pos,no_filler,50,norm,0.02119160071015358,19616, Berlin,0.02119160071015358,1,84.29324303329012
pos,no_filler,50,raw,0.9999982118606567,98,.,3.977909617381084e-34,43,84.29324303329012
pos,no_filler,51,norm,0.03262266144156456,19616, Berlin,0.03262266144156456,1,84.50886800163588
pos,no_filler,51,raw,0.999998927116394,98,.,2.8428919946664957e-37,55,84.50886800163588
pos,no_filler,52,norm,0.013981938362121582,19616, Berlin,0.013981938362121582,1,84.20409273052766
pos,no_filler,52,raw,0.9999998807907104,98,.,2.0318827732709848e-43,89,84.20409273052766
pos,no_filler,53,norm,0.020326536148786545,19616, Berlin,0.020326536148786545,1,84.33379791822478
pos,no_filler,53,raw,1.0,98,.,0.0,62,84.33379791822478
pos,no_filler,54,norm,0.017685186117887497,19616, Berlin,0.017685186117887497,1,84.25889053067618
pos,no_filler,54,raw,1.0,98,.,0.0,28,84.25889053067618
pos,no_filler,55,norm,0.019968045875430107,19616, Berlin,0.019968045875430107,1,84.26919848283829
pos,no_filler,55,raw,1.0,98,.,0.0,21,84.26919848283829
pos,no_filler,56,norm,0.01720612682402134,19616, Berlin,0.01720612682402134,1,83.99355294520262
pos,no_filler,56,raw,0.9999951124191284,98,.,0.0,17,83.99355294520262
pos,no_filler,57,norm,0.01460310909897089,59568, ,0.005134157836437225,3,82.4478114033615
pos,no_filler,57,raw,0.9999959468841553,98,.,0.0,10,82.4478114033615
pos,no_filler,58,norm,0.05538705736398697,59568, ,0.0026064945850521326,10,76.96266002635859
pos,no_filler,58,raw,1.0,98,.,0.0,8,76.96266002635859
pos,no_filler,59,norm,0.2587636411190033,98,.,0.0005331399152055383,50,47.696529177212035
pos,no_filler,59,raw,1.0,98,.,0.0,5,47.696529177212035
pos,no_filler,60,norm,0.47932958602905273,19616, Berlin,0.47932958602905273,1,84.20842944505182
