fact_key,fact_index,prompt_id,prompt_variant,layer,pos,token,entropy,entropy_bits,top1,prob1,top2,prob2,top3,prob3,top4,prob4,top5,prob5,top6,prob6,top7,prob7,top8,prob8,top9,prob9,top10,prob10,top11,prob11,top12,prob12,top13,prob13,top14,prob14,top15,prob15,top16,prob16,top17,prob17,top18,prob18,top19,prob19,top20,prob20,rest_mass,copy_collapse,copy_strict@0.95,copy_strict@0.7,copy_strict@0.8,copy_strict@0.9,copy_soft_k1@0.5,copy_soft_k2@0.5,copy_soft_k3@0.5,entropy_collapse,is_answer,p_top1,p_top5,p_answer,answer_minus_uniform,semantic_margin_ok,teacher_entropy_bits,kl_to_final_bits,kl_to_final_bits_norm_temp,answer_rank,topk_jaccard_raw_norm@50,topk_jaccard_consecutive@50,cos_to_final,cos_to_answer,cos_to_prompt_max,geom_crossover,echo_mass_prompt,answer_mass,answer_minus_echo_mass,mass_ratio_ans_over_prompt,topk_prompt_mass@50,control_margin,resid_norm_ratio,delta_resid_cos,answer_logit_gap,answer_vs_top1_gap
Germany→Berlin,0,pos,orig,0,16,⟨NEXT⟩,16.998506546020508,16.998506546020508, Forbes,9.551221410220023e-06, institutes,9.321828656538855e-06, shades,9.25367021409329e-06,ulle,9.246104127669241e-06,ej,9.245974069926888e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999533812015216,False,False,False,False,False,False,False,False,False,False,9.551221410220023e-06,4.6618799387943e-05,7.963523785292637e-06,3.341292540426366e-07,False,3.180720065700749,10.5216330385737,10.459213655269552,21319,0.030927835051546393,,0.13435521721839905,0.0051100184209644794,0.02756562829017639,False,0.00011080614649472409,7.963523785292637e-06,-0.00010284262270943145,0.07186832291247394,0.0,,43.83329391479492,0.4922407269477844,,-0.181797469034791
Germany→Berlin,0,pos,orig,1,16,⟨NEXT⟩,16.974504470825195,16.974504470825195,随着时间的,3.591292261262424e-05,此之前,2.847908399417065e-05,随着时间的推移,2.7695579774444923e-05,说实,2.5233073756680824e-05,我敢,2.1537927750614472e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998611414121115,False,False,False,False,False,False,False,False,False,False,3.591292261262424e-05,0.00013885859516449273,6.3852203311398625e-06,-1.2441742001101375e-06,False,3.180720065700749,10.599740679289553,10.55068916347167,106575,0.21951219512195122,0.0,-0.04216757416725159,-0.00765279121696949,0.03308965638279915,False,0.0001012176753647509,6.3852203311398625e-06,-9.483245503361104e-05,0.06308342119801635,0.0,,75.79217529296875,0.7335584759712219,,-1.727111242711544
Germany→Berlin,0,pos,orig,2,16,⟨NEXT⟩,16.9440975189209,16.9440975189209,随着时间的,6.23476444161497e-05,说实,4.697012627730146e-05,此之前,4.437913230503909e-05,随着时间的推移,4.168763916823082e-05, quelcon,3.977644519181922e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997648390126415,False,False,False,False,False,False,False,False,False,False,6.23476444161497e-05,0.0002351609873585403,6.097747245803475e-06,-1.5316472854465246e-06,False,3.180720065700749,10.73081278509572,10.572137463826072,98935,0.47058823529411764,0.3888888888888889,-0.10524894297122955,0.00239535141736269,0.01767636090517044,False,8.249353459177655e-05,6.097747245803475e-06,-7.639578734597308e-05,0.07391698463392904,0.0,,48.08144760131836,0.8482315540313721,,-2.3248064555227757
Germany→Berlin,0,pos,orig,3,16,⟨NEXT⟩,16.81198501586914,16.81198501586914,随着时间的,0.0001704813475953415,说实,0.00016466063971165568, quelcon,0.00012959475861862302,šlo,9.995258005801588e-05,随着时间的推移,9.660090290708467e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9993387097711093,False,False,False,False,False,False,False,False,False,False,0.0001704813475953415,0.0006612901925109327,4.328218892624136e-06,-3.301175638625864e-06,False,3.180720065700749,10.991438733866238,10.604578895223627,108087,0.5625,0.4492753623188406,-0.12310313433408737,-0.0009424500167369843,0.027167590335011482,False,6.885963489366986e-05,4.328218892624136e-06,-6.453141600104573e-05,0.06285476309225861,0.0,,62.67084884643555,0.8799630999565125,,-3.6734698303043842
Germany→Berlin,0,pos,orig,4,16,⟨NEXT⟩,16.868202209472656,16.868202209472656, quelcon,7.915031164884567e-05,oł,7.758168067084625e-05,说实,7.579146040370688e-05,此之前,6.409880734281614e-05,随着时间的,6.333782221190631e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996400399177219,False,False,False,False,False,False,False,False,False,False,7.915031164884567e-05,0.00035996007500216365,5.1229121709184255e-06,-2.5064823603315745e-06,False,3.180720065700749,10.850578751434167,10.58457524913647,101466,0.4084507042253521,0.5384615384615384,-0.0983855128288269,-1.4500226825475693e-05,0.032332893460989,False,8.001828678061429e-05,5.1229121709184255e-06,-7.489537460969586e-05,0.06402096765700638,0.0,,42.178409576416016,0.9147489070892334,,-2.7376255691051483
Germany→Berlin,0,pos,orig,5,16,⟨NEXT⟩,16.902727127075195,16.902727127075195,народ,6.746809958713129e-05, quelcon,5.783198866993189e-05,说实,5.401331509347074e-05,큼,4.793762491317466e-05,渐渐地,4.684755185735412e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997259014198789,False,False,False,False,False,False,False,False,False,False,6.746809958713129e-05,0.0002740985946729779,6.299453616520623e-06,-1.3299409147293773e-06,False,3.180720065700749,10.770868920342876,10.574531462326084,83792,0.4084507042253521,0.3698630136986301,-0.08542424440383911,0.005201673600822687,0.04829271510243416,False,9.677706975708134e-05,6.299453616520623e-06,-9.047761614056071e-05,0.06509174684236442,0.0,,30.54988670349121,0.9579368233680725,,-2.371192082762718
Germany→Berlin,0,pos,orig,6,16,⟨NEXT⟩,16.908737182617188,16.908737182617188,народ,5.7901914260583e-05,-на,4.521264781942591e-05, quelcon,4.383141276775859e-05,说实,4.039206396555528e-05,中略,4.010138945886865e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997725605717278,False,False,False,False,False,False,False,False,False,False,5.7901914260583e-05,0.00022743945010006428,5.21947458764771e-06,-2.40991994360229e-06,False,3.180720065700749,10.750804736362618,10.572425018818315,107437,0.4084507042253521,0.28205128205128205,-0.0836273804306984,-0.0032100628595799208,0.04652142524719238,False,0.0001027593273192906,5.21947458764771e-06,-9.75398527316429e-05,0.05079270107256546,0.0,,24.233306884765625,0.9505515694618225,,-2.4063536673784256
Germany→Berlin,0,pos,orig,7,16,⟨NEXT⟩,16.89779281616211,16.89779281616211,народ,6.243419193197042e-05,中略,5.782902371720411e-05,cius,5.2298084483481944e-05,说实,5.0948361604241654e-05, quelcon,4.942210216540843e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997270682360977,False,False,False,False,False,False,False,False,False,False,6.243419193197042e-05,0.00027293176390230656,6.048268460290274e-06,-1.5811260709597263e-06,False,3.180720065700749,10.750072778200545,10.66129877347818,88250,0.5625,0.28205128205128205,-0.07288298010826111,0.0023465417325496674,0.050160519778728485,False,0.00012305814834689954,6.048268460290274e-06,-0.00011700987988660927,0.049149279363127164,2.804263203870505e-05,,21.655466079711914,0.9499686360359192,,-2.334341011941433
Germany→Berlin,0,pos,orig,8,16,⟨NEXT⟩,16.8955135345459,16.8955135345459, quelcon,5.6709486671024933e-05, simply,5.1882972911698744e-05,-на,4.353978511062451e-05,中略,4.125784107600339e-05,народ,4.057093246956356e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997660389817611,False,False,False,False,False,False,False,False,False,False,5.6709486671024933e-05,0.0002339610073249787,5.118624358146917e-06,-2.510770173103083e-06,False,3.180720065700749,10.709233777926663,10.94442349263457,106275,0.639344262295082,0.21951219512195122,-0.046772152185440063,-0.005493287928402424,0.06612364947795868,False,0.00015607317527610576,5.118624358146917e-06,-0.00015095455091795884,0.03279610063030431,5.1882972911698744e-05,,18.928895950317383,0.9746456742286682,,-2.4050557017326355
Germany→Berlin,0,pos,orig,9,16,⟨NEXT⟩,16.885211944580078,16.885211944580078, simply,5.978608169243671e-05,əh,5.1982256991323084e-05,说实,5.101478745928034e-05, hétérogènes,4.7929686843417585e-05,从那以后,4.681854625232518e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997424686407612,False,False,False,False,False,False,False,False,False,False,5.978608169243671e-05,0.0002575313556008041,5.248560228210408e-06,-2.3808343030395918e-06,False,3.180720065700749,10.744526681675522,10.851552861168654,102057,0.4925373134328358,0.3888888888888889,-0.05286812782287598,-0.002070940099656582,0.07249961793422699,False,0.00015814623293408658,5.248560228210408e-06,-0.00015289767270587618,0.03318780942817969,5.978608169243671e-05,,17.441062927246094,0.9694259166717529,,-2.4328191839158535
Germany→Berlin,0,pos,orig,10,16,⟨NEXT⟩,16.835922241210938,16.835922241210938, hétérogènes,8.650385279906914e-05,说实,7.956894842209294e-05,从那以后,7.152462058002129e-05,ugliel,6.355332880048081e-05, Daarnaast,6.260840746108443e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996362408419373,False,False,False,False,False,False,False,False,False,False,8.650385279906914e-05,0.0003637591435108334,4.9732334446161985e-06,-2.6561610866338015e-06,False,3.180720065700749,10.913160486360729,10.595206528682207,98780,0.5873015873015873,0.3698630136986301,-0.10662403702735901,0.002620459534227848,0.06689250469207764,False,0.0001311045491547702,4.9732334446161985e-06,-0.000126131315710154,0.03793305071126542,4.984433689969592e-05,,16.959613800048828,0.9716304540634155,,-2.856118731200695
Germany→Berlin,0,pos,orig,11,16,⟨NEXT⟩,16.842334747314453,16.842334747314453,从那以后,8.95772100193426e-05,luš,8.258901652880013e-05, simply,7.98932378529571e-05,说实,7.467989780707285e-05, hétérogènes,7.068303966661915e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996025775981252,False,False,False,False,False,False,False,False,False,False,8.95772100193426e-05,0.00039742240915074944,7.086192454153206e-06,-5.432020770967938e-07,False,3.180720065700749,10.894704684131339,10.785766745491216,61341,0.5384615384615384,0.4084507042253521,-0.10447682440280914,0.01272842101752758,0.0807514488697052,False,0.00016458617187709024,7.086192454153206e-06,-0.00015749997942293703,0.0430543424091703,7.98932378529571e-05,,15.521976470947266,0.9721215963363647,,-2.536952704191208
Germany→Berlin,0,pos,orig,12,16,⟨NEXT⟩,16.840116500854492,16.840116500854492, simply,0.0001520995720056817, просто,6.824724550824612e-05, semplicemente,6.560097972396761e-05,-на,6.40106009086594e-05,ugliel,6.370370829245076e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999586337893561,False,False,False,False,False,False,False,False,False,False,0.0001520995720056817,0.0004136621137149632,4.800898295798106e-06,-2.828496235451894e-06,False,3.180720065700749,10.77091157204029,10.902584929193873,102877,0.5384615384615384,0.2987012987012987,-0.04293143376708031,-0.004623875487595797,0.08630253374576569,False,0.00026671637260733405,4.800898295798106e-06,-0.00026191547431153595,0.017999945968521787,0.0001520995720056817,,15.668572425842285,0.9715256094932556,,-3.4557322561740875
Germany→Berlin,0,pos,orig,13,16,⟨NEXT⟩,16.870943069458008,16.870943069458008, simply,8.851553866406903e-05,meer,5.3872616263106465e-05, просто,5.137359403306618e-05,стен,5.041146869189106e-05,ôt,4.986880594515242e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997059579764027,False,False,False,False,False,False,False,False,False,False,8.851553866406903e-05,0.00029404202359728515,5.730298198614037e-06,-1.8990963326359633e-06,False,3.180720065700749,10.663813847764398,10.89976578958093,90290,0.5873015873015873,0.25,0.006331861950457096,-0.0021054428070783615,0.07419490814208984,False,0.00022821467155154096,5.730298198614037e-06,-0.00022248437335292692,0.025109135405365395,8.851553866406903e-05,,13.487680435180664,0.9686289429664612,,-2.7374104261398315
Germany→Berlin,0,pos,orig,14,16,⟨NEXT⟩,16.814945220947266,16.814945220947266,стен,8.969272312242538e-05,-т,7.31451582396403e-05,luš,7.269804336829111e-05," """,6.900283187860623e-05,mén,6.747488805558532e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996279863553355,False,False,False,False,False,False,False,False,False,False,8.969272312242538e-05,0.0003720136301126331,5.562862497754395e-06,-2.066532033495605e-06,False,3.180720065700749,10.633319259974611,11.069120545538555,85799,0.5625,0.20481927710843373,0.05836212635040283,-0.0026134669315069914,0.053043805062770844,False,0.00022877978699398227,5.562862497754395e-06,-0.00022321692449622788,0.024315252040376614,6.0549449699465185e-05,,15.21190357208252,0.9660767316818237,,-2.7802768647670746
Germany→Berlin,0,pos,orig,15,16,⟨NEXT⟩,16.816368103027344,16.816368103027344,luš,9.532264084555209e-05,əh,7.296932744793594e-05, «**,7.261814607772976e-05,zza,7.154335617087781e-05, Generic,6.438501441152766e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996231615150464,False,False,False,False,False,False,False,False,False,False,9.532264084555209e-05,0.0003768384631257504,4.223160885885591e-06,-3.4062336453644093e-06,False,3.180720065700749,10.736732427938419,10.86524405603854,108792,0.6666666666666666,0.2345679012345679,-0.007821435108780861,-0.007514161057770252,0.03972228616476059,False,0.00015895881756478047,4.223160885885591e-06,-0.00015473565667889488,0.026567474413239922,0.0,,13.992679595947266,0.9769330024719238,,-3.116683393716812
Germany→Berlin,0,pos,orig,16,16,⟨NEXT⟩,16.83000373840332,16.83000373840332,luš,0.00011140952119603753, Generic,6.212604057509452e-05, olaraq,5.9872600104426965e-05,té,5.915149085922167e-05,ementara,5.7249897508881986e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996501904497563,False,False,False,False,False,False,False,False,False,False,0.00011140952119603753,0.0003498095611575991,4.81085226056166e-06,-2.81854227068834e-06,False,3.180720065700749,10.761233764310937,10.819273093462911,101198,0.5625,0.3157894736842105,-0.02631802298128605,-0.003671645186841488,0.04440385848283768,False,0.0001526914638816379,4.81085226056166e-06,-0.00014788061162107624,0.03150680877276872,0.0,,12.16165828704834,0.980703592300415,,-3.1423384696245193
Germany→Berlin,0,pos,orig,17,16,⟨NEXT⟩,16.775239944458008,16.775239944458008,luš,0.00014023327094037086, straightforward,8.100128616206348e-05,oč,7.963799725985155e-05,-minded,7.539986836491153e-05, oly,7.26148282410577e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995511127490317,False,False,False,False,False,False,False,False,False,False,0.00014023327094037086,0.00044888726552017033,4.197592261334648e-06,-3.4318022699153516e-06,False,3.180720065700749,10.726893644447859,10.869177643229074,104467,0.5384615384615384,0.19047619047619047,0.016774103045463562,-0.00755461398512125,0.05531195178627968,False,0.00022108643793217198,4.197592261334648e-06,-0.00021688884567083733,0.018986118345730885,5.836066702613607e-05,,13.88876724243164,0.9832491278648376,,-3.508796274662018
Germany→Berlin,0,pos,orig,18,16,⟨NEXT⟩,16.760780334472656,16.760780334472656,luš,0.00015344007988460362,té,0.00012445691390894353, saja,0.00010251929779769853, straightforward,0.0001001167474896647,ว่า,9.752385085448623e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9994219431100646,False,False,False,False,False,False,False,False,False,False,0.00015344007988460362,0.0005780569044873118,7.644356628588866e-06,1.4962097338866442e-08,False,3.180720065700749,10.740484401449642,11.01014425490468,49603,0.5873015873015873,0.26582278481012656,0.016439275816082954,0.007721152156591415,0.05366052687168121,False,0.00023462584522349061,7.644356628588866e-06,-0.00022698148859490175,0.032580912134361005,0.0001146107169915922,,13.093210220336914,0.9886047840118408,,-2.999342441558838
Germany→Berlin,0,pos,orig,19,16,⟨NEXT⟩,16.774606704711914,16.774606704711914,luš,0.00022749359777662903, simply,0.00016578129725530744, oly,0.00011485143477329984, saja,0.00010011527047026902, straightforward,9.863750892691314e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9992931208907976,False,False,False,False,False,False,False,False,False,False,0.00022749359777662903,0.0007068791310302913,5.55441101823817e-06,-2.07498351301183e-06,False,3.180720065700749,10.681631250393785,10.914580375126253,81910,0.8181818181818182,0.25,0.04570665955543518,-0.0009064385667443275,0.07293242961168289,False,0.00043646826043186593,5.55441101823817e-06,-0.00043091384941362776,0.012725778243220015,0.0003152178142045159,,11.203046798706055,0.9858212471008301,,-3.712529707700014
