fact_key,fact_index,prompt_id,prompt_variant,layer,lens,p_top1,top1_token_id,top1_token_str,p_answer,answer_rank,kl_norm_vs_raw_bits
Germany→Berlin,0,pos,orig,29,norm,0.025046342983841896,118164,这个名字,2.1526602722587995e-05,7011,25.548248426908156
Germany→Berlin,0,pos,orig,29,raw,0.4746513366699219,33323,-minded,1.1049977122548627e-12,3183,25.548248426908156
Germany→Berlin,0,pos,orig,30,norm,0.2631699740886688,118164,这个名字,6.450216005760012e-06,8818,19.316084214507214
Germany→Berlin,0,pos,orig,30,raw,0.9705981612205505,118164,这个名字,1.0623886388739828e-15,1555,19.316084214507214
Germany→Berlin,0,pos,orig,31,norm,0.5196493268013,2130,____,2.6226622139802203e-05,1054,17.673506809201875
Germany→Berlin,0,pos,orig,31,raw,0.6817842721939087,115889,这座城市,2.8321214731036326e-12,114,17.673506809201875
Germany→Berlin,0,pos,orig,32,norm,0.8975803256034851,2130,____,0.0005826965789310634,10,10.823937262954312
Germany→Berlin,0,pos,orig,32,raw,0.7141648530960083,19846, Berlin,0.7141648530960083,1,10.823937262954312
Germany→Berlin,0,pos,orig,33,norm,0.9313669800758362,2130,____,0.0025335305836051702,4,41.306688518777655
Germany→Berlin,0,pos,orig,33,raw,0.9999090433120728,19846, Berlin,0.9999090433120728,1,41.306688518777655
Germany→Berlin,0,pos,orig,34,norm,0.9093931317329407,2130,____,0.01557096652686596,3,72.26423709435218
Germany→Berlin,0,pos,orig,34,raw,0.9999972581863403,19846, Berlin,0.9999972581863403,1,72.26423709435218
Germany→Berlin,0,pos,orig,35,norm,0.877859890460968,2130,____,0.009869921952486038,4,97.96981525026963
Germany→Berlin,0,pos,orig,35,raw,1.0,19846, Berlin,1.0,1,97.96981525026963
Germany→Berlin,0,pos,orig,36,norm,0.9530214071273804,19846, Berlin,0.9530214071273804,1,4.191869359738718
Germany→Berlin,0,pos,orig,36,raw,1.0,19846, Berlin,1.0,1,4.191869359738718
Germany→Berlin,0,pos,orig,37,norm,0.7098873853683472,30743, ____,0.0015728322323411703,4,98.57812201395501
Germany→Berlin,0,pos,orig,37,raw,1.0,19846, Berlin,1.0,1,98.57812201395501
Germany→Berlin,0,pos,orig,38,norm,0.5586747527122498,30743, ____,0.04573408141732216,3,93.88664442932104
Germany→Berlin,0,pos,orig,38,raw,1.0,19846, Berlin,1.0,1,93.88664442932104
Germany→Berlin,0,pos,orig,39,norm,0.8122984170913696,19846, Berlin,0.8122984170913696,1,9.215797663657739
Germany→Berlin,0,pos,orig,39,raw,1.0,19846, Berlin,1.0,1,9.215797663657739
Germany→Berlin,0,pos,orig,40,norm,0.34514033794403076,19846, Berlin,0.34514033794403076,1,49.016431357107365
Germany→Berlin,0,pos,orig,40,raw,1.0,19846, Berlin,1.0,1,49.016431357107365
Germany→Berlin,0,pos,no_filler,25,norm,0.0009792253840714693,2130,____,4.987680313206511e-06,74630,8.648553477692369
Germany→Berlin,0,pos,no_filler,25,raw,0.46493807435035706,118164,这个名字,1.7322473455649856e-09,83575,8.648553477692369
Germany→Berlin,0,pos,no_filler,26,norm,0.0029668351635336876,2130,____,8.066727787081618e-06,36374,13.513121281460704
Germany→Berlin,0,pos,no_filler,26,raw,0.44503679871559143,2130,____,9.314963245188324e-10,28479,13.513121281460704
Germany→Berlin,0,pos,no_filler,27,norm,0.012472112663090229,2130,____,6.701505299133714e-06,39000,20.68705698654156
Germany→Berlin,0,pos,no_filler,27,raw,0.8088458180427551,115889,这座城市,1.1436161045930149e-11,13978,20.68705698654156
Germany→Berlin,0,pos,no_filler,28,norm,0.06220508739352226,2130,____,5.71255577597185e-06,35442,26.138889132696903
Germany→Berlin,0,pos,no_filler,28,raw,0.6095197200775146,118164,这个名字,3.369405584619303e-14,8733,26.138889132696903
Germany→Berlin,0,pos,no_filler,29,norm,0.43148478865623474,115889,这座城市,3.7457075450220145e-06,14196,15.837355363113804
Germany→Berlin,0,pos,no_filler,29,raw,0.9935221076011658,115889,这座城市,6.484919192559804e-19,3457,15.837355363113804
Germany→Berlin,0,pos,no_filler,30,norm,0.80682772397995,118164,这个名字,9.633401987230172e-07,4028,3.055063005639648
Germany→Berlin,0,pos,no_filler,30,raw,0.9547712802886963,118164,这个名字,2.770875398763354e-19,403,3.055063005639648
Germany→Berlin,0,pos,no_filler,31,norm,0.6208621859550476,118164,这个名字,2.1958981960779056e-05,99,5.406406712548252
Germany→Berlin,0,pos,no_filler,31,raw,0.9493594169616699,118164,这个名字,1.4048148495177104e-13,11,5.406406712548252
Germany→Berlin,0,pos,no_filler,32,norm,0.574262261390686,2130,____,0.004212007392197847,6,17.271039888958764
Germany→Berlin,0,pos,no_filler,32,raw,0.9439288377761841,19846, Berlin,0.9439288377761841,1,17.271039888958764
Germany→Berlin,0,pos,no_filler,33,norm,0.3159984350204468,2130,____,0.10618127137422562,3,38.337946013363165
Germany→Berlin,0,pos,no_filler,33,raw,0.9892544746398926,19846, Berlin,0.9892544746398926,1,38.337946013363165
Germany→Berlin,0,pos,no_filler,34,norm,0.6605415344238281,114121,柏林,0.30932337045669556,2,8.250344847884621
Germany→Berlin,0,pos,no_filler,34,raw,0.9988765120506287,19846, Berlin,0.9988765120506287,1,8.250344847884621
Germany→Berlin,0,pos,no_filler,35,norm,0.5455670952796936,114121,柏林,0.30303704738616943,2,26.934970682177912
Germany→Berlin,0,pos,no_filler,35,raw,1.0,19846, Berlin,1.0,1,26.934970682177912
Germany→Berlin,0,pos,no_filler,36,norm,0.9933292865753174,19846, Berlin,0.9933292865753174,1,0.20741836470537753
Germany→Berlin,0,pos,no_filler,36,raw,1.0,19846, Berlin,1.0,1,0.20741836470537753
Germany→Berlin,0,pos,no_filler,37,norm,0.49612778425216675,19846, Berlin,0.49612778425216675,1,47.89556125940254
Germany→Berlin,0,pos,no_filler,37,raw,1.0,19846, Berlin,1.0,1,47.89556125940254
Germany→Berlin,0,pos,no_filler,38,norm,0.5452665686607361,30743, ____,0.3509978950023651,2,63.21031087754772
Germany→Berlin,0,pos,no_filler,38,raw,1.0,19846, Berlin,1.0,1,63.21031087754772
Germany→Berlin,0,pos,no_filler,39,norm,0.7407394051551819,19846, Berlin,0.7407394051551819,1,10.020443949151717
Germany→Berlin,0,pos,no_filler,39,raw,1.0,19846, Berlin,1.0,1,10.020443949151717
Germany→Berlin,0,pos,no_filler,40,norm,0.38328495621681213,1128, what,0.17960435152053833,2,28.21208633026099
Germany→Berlin,0,pos,no_filler,40,raw,0.9124837517738342,19846, Berlin,0.9124837517738342,1,28.21208633026099
France→Paris,1,pos,orig,25,norm,0.0009393540094606578,107946,年夜,1.4539768017129973e-05,11264,8.365875225497618
France→Paris,1,pos,orig,25,raw,0.458451509475708,33323,-minded,3.9500974935435806e-07,9908,8.365875225497618
France→Paris,1,pos,orig,26,norm,0.002205119701102376,2130,____,7.974557956913486e-05,139,11.409901416500796
France→Paris,1,pos,orig,26,raw,0.355663925409317,118164,这个名字,0.00029889881261624396,59,11.409901416500796
France→Paris,1,pos,orig,27,norm,0.014859570190310478,2130,____,0.00013552144810091704,180,16.205615622030905
France→Paris,1,pos,orig,27,raw,0.6831860542297363,118164,这个名字,4.8702881031204015e-05,53,16.205615622030905
France→Paris,1,pos,orig,28,norm,0.03126216679811478,2130,____,0.00014501644182018936,323,24.92011825495373
France→Paris,1,pos,orig,28,raw,0.9694585800170898,118164,这个名字,4.2553978119030944e-08,83,24.92011825495373
France→Paris,1,pos,orig,29,norm,0.025470998138189316,2130,____,0.00045431152102537453,85,29.098044637221697
France→Paris,1,pos,orig,29,raw,0.768055260181427,33323,-minded,3.575708973357905e-08,39,29.098044637221697
France→Paris,1,pos,orig,30,norm,0.17994974553585052,118164,这个名字,0.0004519539070315659,103,20.807565917931733
France→Paris,1,pos,orig,30,raw,0.9700571298599243,118164,这个名字,1.3787866848247177e-08,26,20.807565917931733
France→Paris,1,pos,orig,31,norm,0.5666130185127258,2130,____,0.000764707918278873,33,17.842122727691393
France→Paris,1,pos,orig,31,raw,0.7771615386009216,33323,-minded,1.0216695045528468e-06,8,17.842122727691393
France→Paris,1,pos,orig,32,norm,0.8781651258468628,2130,____,0.0062798126600682735,6,17.543959845543558
France→Paris,1,pos,orig,32,raw,0.9969373941421509,12095, Paris,0.9969373941421509,1,17.543959845543558
France→Paris,1,pos,orig,33,norm,0.6557254195213318,2130,____,0.19492800533771515,2,45.04130141329199
France→Paris,1,pos,orig,33,raw,0.6513888835906982,12095, Paris,0.6513888835906982,1,45.04130141329199
France→Paris,1,pos,orig,34,norm,0.8801227807998657,2130,____,0.07759633660316467,2,62.93667409727413
France→Paris,1,pos,orig,34,raw,0.9084147810935974,12095, Paris,0.9084147810935974,1,62.93667409727413
France→Paris,1,pos,orig,35,norm,0.4850117564201355,12095, Paris,0.4850117564201355,1,47.19063051487882
France→Paris,1,pos,orig,35,raw,0.9987817406654358,12095, Paris,0.9987817406654358,1,47.19063051487882
France→Paris,1,pos,orig,36,norm,0.9741542935371399,12095, Paris,0.9741542935371399,1,0.35289664025673056
France→Paris,1,pos,orig,36,raw,0.999247670173645,12095, Paris,0.999247670173645,1,0.35289664025673056
France→Paris,1,pos,orig,37,norm,0.46658745408058167,2130,____,0.07795644551515579,3,90.51691818204448
France→Paris,1,pos,orig,37,raw,0.9999997615814209,12095, Paris,0.9999997615814209,1,90.51691818204448
France→Paris,1,pos,orig,38,norm,0.5001285672187805,2130,____,0.019440826028585434,3,95.63382305874234
France→Paris,1,pos,orig,38,raw,1.0,12095, Paris,1.0,1,95.63382305874234
France→Paris,1,pos,orig,39,norm,0.8522966504096985,12095, Paris,0.8522966504096985,1,13.534316423353037
France→Paris,1,pos,orig,39,raw,1.0,12095, Paris,1.0,1,13.534316423353037
France→Paris,1,pos,orig,40,norm,0.24307861924171448,12095, Paris,0.24307861924171448,1,20.540483740447826
France→Paris,1,pos,orig,40,raw,0.7767886519432068,419, this,0.17733511328697205,2,20.540483740447826
France→Paris,1,pos,no_filler,25,norm,0.0012230221182107925,2130,____,5.746856004407164e-06,63007,9.239267792055685
France→Paris,1,pos,no_filler,25,raw,0.3988734185695648,118164,这个名字,2.9430098358318446e-09,63998,9.239267792055685
France→Paris,1,pos,no_filler,26,norm,0.004019361454993486,2130,____,1.2122907719458453e-05,17337,15.183961627678235
France→Paris,1,pos,no_filler,26,raw,0.6007904410362244,2130,____,1.4547031357281526e-09,13401,15.183961627678235
France→Paris,1,pos,no_filler,27,norm,0.01694844663143158,2130,____,1.603920645720791e-05,11159,19.66238710442336
France→Paris,1,pos,no_filler,27,raw,0.7571103572845459,115889,这座城市,1.533937005193664e-10,5642,19.66238710442336
France→Paris,1,pos,no_filler,28,norm,0.07868000864982605,2130,____,1.0641972039593384e-05,16579,24.615177880500696
France→Paris,1,pos,no_filler,28,raw,0.6602821946144104,115889,这座城市,1.549819978298797e-13,6923,24.615177880500696
France→Paris,1,pos,no_filler,29,norm,0.39435508847236633,115889,这座城市,1.8280226868228056e-05,2176,17.93255395723747
France→Paris,1,pos,no_filler,29,raw,0.9949310421943665,115889,这座城市,2.8169607967224776e-16,569,17.93255395723747
France→Paris,1,pos,no_filler,30,norm,0.5547727346420288,118164,这个名字,6.894673333590617e-06,1082,6.777418696626993
France→Paris,1,pos,no_filler,30,raw,0.7019492983818054,115889,这座城市,1.9285113794187902e-16,184,6.777418696626993
France→Paris,1,pos,no_filler,31,norm,0.36790427565574646,118164,这个名字,8.040067041292787e-05,65,8.683888345208038
France→Paris,1,pos,no_filler,31,raw,0.7853584289550781,118164,这个名字,1.9348554008979946e-11,10,8.683888345208038
France→Paris,1,pos,no_filler,32,norm,0.6358019709587097,2130,____,0.0003185318782925606,15,11.36899155937476
France→Paris,1,pos,no_filler,32,raw,0.9989332556724548,115889,这座城市,0.0003789998881984502,3,11.36899155937476
France→Paris,1,pos,no_filler,33,norm,0.6295140385627747,2130,____,0.047567516565322876,5,48.992315261872776
France→Paris,1,pos,no_filler,33,raw,0.544481635093689,106004,巴黎,0.45551836490631104,2,48.992315261872776
France→Paris,1,pos,no_filler,34,norm,0.5629878640174866,106004,巴黎,0.23450525104999542,2,17.462939506652692
France→Paris,1,pos,no_filler,34,raw,0.8093843460083008,106004,巴黎,0.1906157284975052,2,17.462939506652692
France→Paris,1,pos,no_filler,35,norm,0.6440619826316833,106004,巴黎,0.35122597217559814,2,0.41758836583323455
France→Paris,1,pos,no_filler,35,raw,0.5691343545913696,106004,巴黎,0.4308655858039856,2,0.41758836583323455
France→Paris,1,pos,no_filler,36,norm,0.8826860785484314,12095, Paris,0.8826860785484314,1,0.05838116616839495
France→Paris,1,pos,no_filler,36,raw,0.9507150053977966,12095, Paris,0.9507150053977966,1,0.05838116616839495
France→Paris,1,pos,no_filler,37,norm,0.8887564539909363,12095, Paris,0.8887564539909363,1,8.177271483324825
France→Paris,1,pos,no_filler,37,raw,0.9999923706054688,12095, Paris,0.9999923706054688,1,8.177271483324825
France→Paris,1,pos,no_filler,38,norm,0.49269771575927734,12095, Paris,0.49269771575927734,1,49.26864322666707
France→Paris,1,pos,no_filler,38,raw,1.0,12095, Paris,1.0,1,49.26864322666707
France→Paris,1,pos,no_filler,39,norm,0.8266106843948364,12095, Paris,0.8266106843948364,1,16.23185467110774
France→Paris,1,pos,no_filler,39,raw,1.0,12095, Paris,1.0,1,16.23185467110774
France→Paris,1,pos,no_filler,40,norm,0.24134927988052368,12095, Paris,0.24134927988052368,1,25.53760751633397
France→Paris,1,pos,no_filler,40,raw,0.928041934967041,1128, what,9.587221683204916e-08,5,25.53760751633397
Italy→Rome,2,pos,orig,26,norm,0.0018399860709905624,2130,____,1.423330104444176e-05,12676,11.411323369058131
Italy→Rome,2,pos,orig,26,raw,0.5246426463127136,118164,这个名字,9.292750569045438e-09,20981,11.411323369058131
Italy→Rome,2,pos,orig,27,norm,0.012331107631325722,2130,____,3.477665813989006e-05,2991,17.87361206313377
Italy→Rome,2,pos,orig,27,raw,0.5422492027282715,118164,这个名字,2.7426749760195435e-09,3476,17.87361206313377
Italy→Rome,2,pos,orig,28,norm,0.021185817196965218,2130,____,2.3167893232312053e-05,6599,26.359907476973714
Italy→Rome,2,pos,orig,28,raw,0.91670823097229,118164,这个名字,3.693105120761847e-13,7214,26.359907476973714
Italy→Rome,2,pos,orig,29,norm,0.024643564596772194,118164,这个名字,6.736398063367233e-05,1475,24.339083812111575
Italy→Rome,2,pos,orig,29,raw,0.30715706944465637,115889,这座城市,1.0919448505120055e-11,2161,24.339083812111575
Italy→Rome,2,pos,orig,30,norm,0.292205274105072,118164,这个名字,1.8101714886142872e-05,3166,19.426772248602518
Italy→Rome,2,pos,orig,30,raw,0.9762756824493408,118164,这个名字,1.763266501065807e-16,2590,19.426772248602518
Italy→Rome,2,pos,orig,31,norm,0.42751243710517883,2130,____,0.00016428323579020798,166,18.490024025189005
Italy→Rome,2,pos,orig,31,raw,0.9344053268432617,118164,这个名字,3.9694036252369e-11,65,18.490024025189005
Italy→Rome,2,pos,orig,32,norm,0.825360119342804,2130,____,0.00036008565803058445,16,10.131187017695297
Italy→Rome,2,pos,orig,32,raw,0.9950023293495178,115889,这座城市,7.027967512840405e-05,6,10.131187017695297
Italy→Rome,2,pos,orig,33,norm,0.8819941878318787,2130,____,0.0011837651254609227,9,60.98208714263469
Italy→Rome,2,pos,orig,33,raw,0.9936757683753967,105101,意大利,8.793625007851025e-13,5,60.98208714263469
Italy→Rome,2,pos,orig,34,norm,0.888295590877533,2130,____,0.01995413936674595,3,61.27091343063248
Italy→Rome,2,pos,orig,34,raw,0.9370949864387512,105101,意大利,0.030127694830298424,3,61.27091343063248
Italy→Rome,2,pos,orig,35,norm,0.7508490085601807,2130,____,0.03343794867396355,4,93.67849313905117
Italy→Rome,2,pos,orig,35,raw,1.0,21718, Rome,1.0,1,93.67849313905117
Italy→Rome,2,pos,orig,36,norm,0.9020393490791321,21718, Rome,0.9020393490791321,1,9.176677114031278
Italy→Rome,2,pos,orig,36,raw,1.0,21718, Rome,1.0,1,9.176677114031278
Italy→Rome,2,pos,orig,37,norm,0.864924430847168,30743, ____,0.0026382803916931152,3,94.35812454770237
Italy→Rome,2,pos,orig,37,raw,1.0,21718, Rome,1.0,1,94.35812454770237
Italy→Rome,2,pos,orig,38,norm,0.6658094525337219,30743, ____,0.010702383704483509,3,91.77171460962919
Italy→Rome,2,pos,orig,38,raw,1.0,21718, Rome,1.0,1,91.77171460962919
Italy→Rome,2,pos,orig,39,norm,0.9657837152481079,21718, Rome,0.9657837152481079,1,2.473409081289086
Italy→Rome,2,pos,orig,39,raw,1.0,21718, Rome,1.0,1,2.473409081289086
Italy→Rome,2,pos,orig,40,norm,0.2842366397380829,330," """,0.14470362663269043,2,25.895207602619994
Italy→Rome,2,pos,orig,40,raw,0.976547360420227,21718, Rome,0.976547360420227,1,25.895207602619994
Italy→Rome,2,pos,no_filler,26,norm,0.0034476122818887234,2130,____,8.9690165623324e-06,30410,14.426587181531012
Italy→Rome,2,pos,no_filler,26,raw,0.49110186100006104,2130,____,2.072940291641956e-10,39216,14.426587181531012
Italy→Rome,2,pos,no_filler,27,norm,0.014483359642326832,2130,____,1.0402902262285352e-05,21879,20.61561814509556
Italy→Rome,2,pos,no_filler,27,raw,0.7251315116882324,115889,这座城市,2.2193312725765635e-12,25986,20.61561814509556
Italy→Rome,2,pos,no_filler,28,norm,0.06199575588107109,2130,____,8.1888101703953e-06,23452,25.44622831841634
Italy→Rome,2,pos,no_filler,28,raw,0.6165096163749695,115889,这座城市,1.9248673378005838e-15,29004,25.44622831841634
Italy→Rome,2,pos,no_filler,29,norm,0.4163071811199188,115889,这座城市,5.3344815569289494e-06,10818,17.304800771253735
Italy→Rome,2,pos,no_filler,29,raw,0.9971033930778503,115889,这座城市,4.0391177612176057e-20,13058,17.304800771253735
Italy→Rome,2,pos,no_filler,30,norm,0.7377621531486511,118164,这个名字,1.0415935776109109e-06,4904,3.7697255604450923
Italy→Rome,2,pos,no_filler,30,raw,0.7590615153312683,118164,这个名字,4.171902383076101e-22,5122,3.7697255604450923
