layer,js_divergence,kl_raw_to_norm_bits,l1_prob_diff,topk_jaccard_raw_norm@50,lens_artifact_score_v2,risk_tier
_summary,0.0024463752788847805,0.009809717078949282,0.09184063971042633,0.5151515151515151,0.34391266399412074,medium
0,0.00014909671881008473,0.0005979421509655854,0.022680053487420082,0.010101010101010102,,
1,0.001900540386130621,0.007608983411038837,0.08091605454683304,0.08695652173913043,,
2,0.0011247867328476185,0.004495802842951676,0.062119029462337494,0.07526881720430108,,
3,0.001228479339028716,0.004918195256603268,0.065098837018013,0.25,,
4,0.0020284372830712575,0.008125445967965392,0.08354034274816513,0.16279069767441862,,
5,0.002299981177578788,0.009217167650582224,0.08894946426153183,0.25,,
6,0.002445051902617717,0.009798557017245638,0.09169396758079529,0.2987012987012987,,
7,0.003078164295744987,0.012335251403737051,0.10287129133939743,0.13636363636363635,,
8,0.0016267876734269754,0.006510172818531754,0.07479532808065414,0.3888888888888889,,
9,0.0014992778214266836,0.006002627158968098,0.07196824252605438,0.3698630136986301,,
10,0.0028618635296343534,0.011465035313744756,0.09935150295495987,0.4084507042253521,,
11,0.0019937099718138574,0.00798089119087905,0.08294093608856201,0.5384615384615384,,
12,0.001789160625721017,0.007166034703862144,0.07869751006364822,0.42857142857142855,,
13,0.001747674513850974,0.007001361987468235,0.07777126133441925,0.5873015873015873,,
14,0.0023949958818190354,0.00960397208393897,0.09108737111091614,0.3333333333333333,,
15,0.0017799834870324232,0.007137423777553764,0.07840757071971893,0.4084507042253521,,
16,0.0017337752421431821,0.006954569942096182,0.07737737149000168,0.3888888888888889,,
17,0.0023230501980956446,0.00932133942327007,0.08965298533439636,0.42857142857142855,,
18,0.0026156462638398693,0.010493330649140969,0.0952044203877449,0.4492753623188406,,
19,0.0018312390196401497,0.007351555614022559,0.07974135875701904,0.5873015873015873,,
20,0.0018464795544825023,0.007408616232904136,0.07989475131034851,0.47058823529411764,,
21,0.002915376670438269,0.011695822595058048,0.10042932629585266,0.6129032258064516,,
22,0.002639419590261406,0.010584239603495482,0.09553007781505585,0.5625,,
23,0.002826436615122882,0.011334319093787803,0.09885186702013016,0.6666666666666666,,
24,0.0010895826064087736,0.004367722794564978,0.061227910220623016,0.3888888888888889,,
25,0.002116967787904097,0.008486326703933489,0.08548040688037872,0.6666666666666666,,
26,0.002052063735637151,0.008226112250527448,0.08419180661439896,0.6129032258064516,,
27,0.0022469840687033642,0.00901832950570285,0.08816666156053543,0.42857142857142855,,
28,0.0024463752788847805,0.009809717078949282,0.09184063971042633,0.639344262295082,,
29,0.002311128223017353,0.009261697721011092,0.08926732838153839,0.5384615384615384,,
30,0.0017959368093457347,0.007200860518854633,0.07868370413780212,0.42857142857142855,,
31,0.0033618636183432114,0.013493969734166165,0.10774954408407211,0.4492753623188406,,
32,0.0013680628685774085,0.005478518763957678,0.06861642748117447,0.4492753623188406,,
33,0.0028149665143826236,0.011280657819489687,0.09859532862901688,0.5151515151515151,,
34,0.0021108412418707244,0.00846199720510147,0.08536958694458008,0.4925373134328358,,
35,0.0024569313019128115,0.0098417448168291,0.09199266880750656,0.5873015873015873,,
36,0.0012723196733722029,0.005096824096391802,0.06614448875188828,0.5384615384615384,,
37,0.0014020898207976035,0.005615933573804292,0.06945010274648666,0.639344262295082,,
38,0.0011720098685215285,0.004700607307840083,0.06351009756326675,0.5625,,
39,0.0009714288877359012,0.003894154457462406,0.05773495137691498,0.6666666666666666,,
40,0.0005413999993137098,0.0021692603389471287,0.043072015047073364,0.5625,,
41,0.0006844891869399999,0.0027407321513786592,0.04832480102777481,0.5151515151515151,,
42,0.0006278545358301529,0.0025206277806839534,0.04645569622516632,0.4492753623188406,,
43,0.0007686752403807189,0.0030793419738190594,0.05133522301912308,0.3888888888888889,,
44,0.0007451202513089098,0.0029825768758412223,0.05046234279870987,0.5151515151515151,,
45,0.001188946926559221,0.0047600249623878784,0.06399309635162354,0.3698630136986301,,
46,0.003521227210150769,0.014129786907177049,0.11033903062343597,0.2987012987012987,,
47,0.0010398011448273753,0.0041606610573839955,0.05993815138936043,0.5873015873015873,,
48,0.0012095441583373954,0.004839678794315711,0.06467968970537186,0.5151515151515151,,
49,0.0014400620449514828,0.005762442638122507,0.07051532715559006,0.4084507042253521,,
50,0.0028840143576196993,0.011559124603525772,0.09985832124948502,0.4084507042253521,,
51,0.002489337519190794,0.009972373030038933,0.09260790795087814,0.4492753623188406,,
52,0.0017231099664643834,0.0068857627737992306,0.07690740376710892,0.4925373134328358,,
53,0.0027893794763920753,0.01117969392632477,0.09794880449771881,0.3698630136986301,,
54,0.004917626907686745,0.019798296114795885,0.13000044226646423,0.42857142857142855,,
55,0.004488523475711738,0.018089852707871782,0.12413638085126877,0.42857142857142855,,
56,0.0036956303824630253,0.014823477585817727,0.11237210780382156,0.4492753623188406,,
57,0.005888145832529702,0.02380047482350619,0.14159554243087769,0.5625,,
58,0.0075811642095509335,0.03076627200802901,0.16073496639728546,0.5384615384615384,,
59,0.008526911586404576,0.03470388198025601,0.17026256024837494,0.5151515151515151,,
60,0.005876355279740765,0.023755802329944575,0.14111414551734924,0.639344262295082,,
61,0.01070273397042188,0.04368516266084252,0.1906767189502716,0.6666666666666666,,
62,0.01649640321630251,0.06809324681538917,0.23673827946186066,0.4084507042253521,,
63,0.01530563363474053,0.06284723314383173,0.22826966643333435,0.6129032258064516,,
64,0.01103756739647102,0.04494194469262493,0.19409063458442688,0.5873015873015873,,
65,0.013355742037571332,0.054842048059903836,0.21326994895935059,0.3157894736842105,,
66,0.017018771630587404,0.06998869448283739,0.24093922972679138,0.47058823529411764,,
67,0.01770061767595714,0.07272177290239722,0.24546965956687927,0.5625,,
68,0.017409850773348216,0.07160592259131013,0.24334464967250824,0.5625,,
69,0.02073654612296348,0.08587064198061918,0.26547113060951233,0.7241379310344828,,
70,0.01919928591629856,0.07950311331941184,0.2555546164512634,0.8181818181818182,,
71,0.02094080037773057,0.08720456629300033,0.265892893075943,0.5625,,
72,0.022703406227146318,0.09515101392720073,0.27633363008499146,0.6666666666666666,,
73,0.026577209964095988,0.11281785649467298,0.2981199622154236,0.639344262295082,,
74,0.03877705055895331,0.17360616708695356,0.35609373450279236,0.639344262295082,,
75,0.0469172285876639,0.22393901814725892,0.3854410946369171,0.7543859649122807,,
76,0.07559520528843464,0.40019012791966296,0.4888989329338074,0.639344262295082,,
77,0.12143046280361694,0.7947348393334288,0.6084886789321899,0.6129032258064516,,
78,0.2029553557964514,1.620725289686712,0.7974511981010437,0.6666666666666666,,
79,0.31081391519638657,3.017437673179788,1.0166656970977783,0.6129032258064516,,
80,0.04523745791331333,0.19799919738509186,0.4159734547138214,0.8181818181818182,,
