layer,js_divergence,kl_raw_to_norm_bits,l1_prob_diff,topk_jaccard_raw_norm@50,lens_artifact_score_v2,risk_tier
_summary,0.3576573565087581,1.6444900243655856,1.1341909170150757,0.28205128205128205,0.7040540540540541,high
0,0.00013065562084541607,0.0005276817796543849,0.021210666745901108,0.6949152542372882,,
1,0.021252205198443033,0.08657772715181027,0.2707425355911255,0.26582278481012656,,
2,0.026779517993317965,0.10962000033561424,0.3039952218532562,0.19047619047619047,,
3,0.03270998096326114,0.13469553303478593,0.3367375135421753,0.28205128205128205,,
4,0.04164421901437883,0.17287200539716727,0.38070714473724365,0.2987012987012987,,
5,0.06822040917509978,0.28996163146746473,0.48890191316604614,0.3333333333333333,,
6,0.10902110300073155,0.48787058095651636,0.6219720840454102,0.3888888888888889,,
7,0.14621779557560527,0.693124694485605,0.7215069532394409,0.14942528735632185,,
8,0.17855045869540356,0.8996363451578024,0.7991220951080322,0.17647058823529413,,
9,0.23830425602153946,1.2433487463953259,0.9333596229553223,0.20481927710843373,,
10,0.3004436300722512,1.8008365285599004,1.047877550125122,0.19047619047619047,,
11,0.3984511253454637,3.2509161605116113,1.2046427726745605,0.3333333333333333,,
12,0.32817929367472776,2.0920081439675102,1.0979700088500977,0.21951219512195122,,
13,0.3487775697772409,2.268875962028077,1.1341909170150757,0.12359550561797752,,
14,0.3752776885180876,2.467381949289599,1.1782355308532715,0.0989010989010989,,
15,0.41293023723244676,3.003145226962485,1.236716628074646,0.08695652173913043,,
16,0.40776839294511313,2.8404895392212683,1.2297043800354004,0.0989010989010989,,
17,0.5302910691942392,4.643320722565876,1.41192626953125,0.12359550561797752,,
18,0.5181316378042624,4.068894197135172,1.3973993062973022,0.07526881720430108,,
19,0.5045892294252036,3.663263140081488,1.3843488693237305,0.26582278481012656,,
20,0.7503913055872522,7.312032958209465,1.723284125328064,0.2345679012345679,,
21,0.8590374326645244,8.756116930986797,1.8579976558685303,0.19047619047619047,,
22,0.8492271123026826,5.180073072463873,1.8771703243255615,0.28205128205128205,,
23,0.8737773777393723,5.923569550582373,1.8942642211914062,0.25,,
24,0.6967483259436216,4.140424189386127,1.6054480075836182,0.5625,,
25,0.8931565118255816,4.9032009545622515,1.9330188035964966,0.4925373134328358,,
26,0.2725911687520075,1.0125819095196567,0.9028303027153015,0.6129032258064516,,
27,0.3147293797150861,1.2926835176391804,1.0866034030914307,0.6666666666666666,,
28,0.9664342347702665,8.622091539100014,1.9838740825653076,0.5384615384615384,,
29,0.916935994016767,5.582344964380906,1.9467904567718506,0.47058823529411764,,
30,0.3840258117814537,1.2824010189093948,1.1820589303970337,0.5151515151515151,,
31,0.03279250240434994,0.09550904955955004,0.1281319409608841,0.3698630136986301,,
32,0.4255788625238872,1.575200794072723,1.3277078866958618,0.3888888888888889,,
33,0.2466660525064892,0.771828212091035,0.828651487827301,0.25,,
34,0.08684872075222057,0.25708145082972905,0.32644203305244446,0.2987012987012987,,
35,0.4727716650936551,1.6444900243655856,1.360281229019165,0.5625,,
36,0.3576573565087581,1.1772570175473045,1.1156171560287476,0.6129032258064516,,
