prompt_id,prompt_variant,layer,pos,token,entropy,top1,prob1,top2,prob2,top3,prob3,top4,prob4,top5,prob5,top6,prob6,top7,prob7,top8,prob8,top9,prob9,top10,prob10,top11,prob11,top12,prob12,top13,prob13,top14,prob14,top15,prob15,top16,prob16,top17,prob17,top18,prob18,top19,prob19,top20,prob20,rest_mass,copy_collapse,copy_strict@0.95,copy_soft_k1@0.5,copy_soft_k2@0.5,copy_soft_k3@0.5,entropy_collapse,is_answer,p_top1,p_top5,p_answer,teacher_entropy_bits,kl_to_final_bits,kl_to_final_bits_norm_temp,answer_rank,cos_to_final,cos_to_answer,cos_to_prompt_max,geom_crossover,echo_mass_prompt,answer_mass,answer_minus_echo_mass,mass_ratio_ans_over_prompt,topk_prompt_mass@50,control_margin
pos,orig,0,16,⟨NEXT⟩,16.998506546020508, Forbes,9.551221410220023e-06, institutes,9.321828656538855e-06, shades,9.25367021409329e-06,ulle,9.246104127669241e-06,ej,9.245974069926888e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999533812015216,False,False,False,False,False,False,False,9.551221410220023e-06,4.6618799387943e-05,7.963523785292637e-06,3.180720065700749,10.5216330385737,10.459213655269552,21319,0.13435521721839905,0.0051100184209644794,0.02756562829017639,False,0.00011080614649472409,7.963523785292637e-06,-0.00010284262270943145,0.07186832291247394,0.0,
pos,orig,1,16,⟨NEXT⟩,16.974504470825195,随着时间的,3.591292261262424e-05,此之前,2.847908399417065e-05,随着时间的推移,2.7695579774444923e-05,说实,2.5233073756680824e-05,我敢,2.1537927750614472e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998611414121115,False,False,False,False,False,False,False,3.591292261262424e-05,0.00013885859516449273,6.3852203311398625e-06,3.180720065700749,10.599740679289553,10.55068916347167,106575,-0.04216755926609039,-0.00765279121696949,0.03308965638279915,False,0.0001012176753647509,6.3852203311398625e-06,-9.483245503361104e-05,0.06308342119801635,0.0,
pos,orig,2,16,⟨NEXT⟩,16.9440975189209,随着时间的,6.23476444161497e-05,说实,4.697012627730146e-05,此之前,4.437913230503909e-05,随着时间的推移,4.168763916823082e-05, quelcon,3.977644519181922e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997648390126415,False,False,False,False,False,False,False,6.23476444161497e-05,0.0002351609873585403,6.097747245803475e-06,3.180720065700749,10.73081278509572,10.572137463826072,98935,-0.10524895787239075,0.00239535141736269,0.01767636090517044,False,8.249353459177655e-05,6.097747245803475e-06,-7.639578734597308e-05,0.07391698463392904,0.0,
pos,orig,3,16,⟨NEXT⟩,16.81198501586914,随着时间的,0.0001704813475953415,说实,0.00016466063971165568, quelcon,0.00012959475861862302,šlo,9.995258005801588e-05,随着时间的推移,9.660090290708467e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9993387097711093,False,False,False,False,False,False,False,0.0001704813475953415,0.0006612901925109327,4.328218892624136e-06,3.180720065700749,10.991438733866238,10.604578895223627,108087,-0.12310312688350677,-0.0009424500167369843,0.027167590335011482,False,6.885963489366986e-05,4.328218892624136e-06,-6.453141600104573e-05,0.06285476309225861,0.0,
pos,orig,4,16,⟨NEXT⟩,16.868202209472656, quelcon,7.915031164884567e-05,oł,7.758168067084625e-05,说实,7.579146040370688e-05,此之前,6.409880734281614e-05,随着时间的,6.333782221190631e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996400399177219,False,False,False,False,False,False,False,7.915031164884567e-05,0.00035996007500216365,5.1229121709184255e-06,3.180720065700749,10.850578751434167,10.58457524913647,101466,-0.09838550537824631,-1.4500226825475693e-05,0.032332893460989,False,8.001828678061429e-05,5.1229121709184255e-06,-7.489537460969586e-05,0.06402096765700638,0.0,
pos,orig,5,16,⟨NEXT⟩,16.902727127075195,народ,6.746809958713129e-05, quelcon,5.783198866993189e-05,说实,5.401331509347074e-05,큼,4.793762491317466e-05,渐渐地,4.684755185735412e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997259014198789,False,False,False,False,False,False,False,6.746809958713129e-05,0.0002740985946729779,6.299453616520623e-06,3.180720065700749,10.770868920342876,10.574531462326084,83792,-0.08542424440383911,0.005201673600822687,0.04829271510243416,False,9.677706975708134e-05,6.299453616520623e-06,-9.047761614056071e-05,0.06509174684236442,0.0,
pos,orig,6,16,⟨NEXT⟩,16.908737182617188,народ,5.7901914260583e-05,-на,4.521264781942591e-05, quelcon,4.383141276775859e-05,说实,4.039206396555528e-05,中略,4.010138945886865e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997725605717278,False,False,False,False,False,False,False,5.7901914260583e-05,0.00022743945010006428,5.21947458764771e-06,3.180720065700749,10.750804736362618,10.572425018818315,107437,-0.0836273655295372,-0.0032100628595799208,0.04652142524719238,False,0.0001027593273192906,5.21947458764771e-06,-9.75398527316429e-05,0.05079270107256546,0.0,
pos,orig,7,16,⟨NEXT⟩,16.89779281616211,народ,6.243419193197042e-05,中略,5.782902371720411e-05,cius,5.2298084483481944e-05,说实,5.0948361604241654e-05, quelcon,4.942210216540843e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997270682360977,False,False,False,False,False,False,False,6.243419193197042e-05,0.00027293176390230656,6.048268460290274e-06,3.180720065700749,10.750072778200545,10.66129877347818,88250,-0.0728829950094223,0.0023465417325496674,0.050160519778728485,False,0.00012305814834689954,6.048268460290274e-06,-0.00011700987988660927,0.049149279363127164,2.804263203870505e-05,
pos,orig,8,16,⟨NEXT⟩,16.8955135345459, quelcon,5.6709486671024933e-05, simply,5.1882972911698744e-05,-на,4.353978511062451e-05,中略,4.125784107600339e-05,народ,4.057093246956356e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997660389817611,False,False,False,False,False,False,False,5.6709486671024933e-05,0.0002339610073249787,5.118624358146917e-06,3.180720065700749,10.709233777926663,10.94442349263457,106275,-0.04677214100956917,-0.005493287928402424,0.06612364947795868,False,0.00015607317527610576,5.118624358146917e-06,-0.00015095455091795884,0.03279610063030431,5.1882972911698744e-05,
pos,orig,9,16,⟨NEXT⟩,16.885211944580078, simply,5.978608169243671e-05,əh,5.1982256991323084e-05,说实,5.101478745928034e-05, hétérogènes,4.7929686843417585e-05,从那以后,4.681854625232518e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997424686407612,False,False,False,False,False,False,False,5.978608169243671e-05,0.0002575313556008041,5.248560228210408e-06,3.180720065700749,10.744526681675522,10.851552861168654,102057,-0.052868157625198364,-0.002070940099656582,0.07249961793422699,False,0.00015814623293408658,5.248560228210408e-06,-0.00015289767270587618,0.03318780942817969,5.978608169243671e-05,
