prompt_id,prompt_variant,layer,pos,token,entropy,top1,prob1,top2,prob2,top3,prob3,top4,prob4,top5,prob5,top6,prob6,top7,prob7,top8,prob8,top9,prob9,top10,prob10,top11,prob11,top12,prob12,top13,prob13,top14,prob14,top15,prob15,top16,prob16,top17,prob17,top18,prob18,top19,prob19,top20,prob20,rest_mass,copy_collapse,copy_strict@0.95,copy_strict@0.7,copy_strict@0.8,copy_strict@0.9,copy_soft_k1@0.5,copy_soft_k2@0.5,copy_soft_k3@0.5,entropy_collapse,is_answer,p_top1,p_top5,p_answer,teacher_entropy_bits,kl_to_final_bits,kl_to_final_bits_norm_temp,answer_rank,cos_to_final,cos_to_answer,cos_to_prompt_max,geom_crossover,echo_mass_prompt,answer_mass,answer_minus_echo_mass,mass_ratio_ans_over_prompt,topk_prompt_mass@50,control_margin,resid_norm_ratio,delta_resid_cos,answer_logit_gap,answer_vs_top1_gap
pos,orig,0,16,⟨NEXT⟩,14.961448669433594,dabei,4.45477562607266e-05,/******/,4.348722723079845e-05,座,4.3319116230122745e-05,ogy,4.268232805770822e-05,ppe,4.239009285811335e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997835734793625,False,False,False,False,False,False,False,False,False,False,4.45477562607266e-05,0.00021642651699949056,3.208026464562863e-05,3.611043703834712,10.174792186925657,10.14918121848977,11180,-0.3304708003997803,0.012409800663590431,0.01703224703669548,False,0.00042094043965335004,3.208026464562863e-05,-0.0003888601750077214,0.07621075433211585,0.0,,115.17152404785156,0.30763617157936096,,-0.32832080498337746
pos,orig,1,16,⟨NEXT⟩,14.92905044555664,biologie,0.0001193326897919178,kennis,0.00010711212235037237,gepubliceerd,9.489677904639393e-05,mån,8.654136763652787e-05,̧,8.47683913889341e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995073486497859,False,False,False,False,False,False,False,False,False,False,0.0001193326897919178,0.0004926513065584004,2.749821032921318e-05,3.611043703834712,10.220260272230163,10.15106683627383,21847,0.1508980691432953,-0.011658897623419762,0.025735748931765556,False,0.0004224586155032739,2.749821032921318e-05,-0.0003949604051740607,0.06509074316240786,0.0,,168.56195068359375,0.6807518601417542,,-1.4677943885326385
pos,orig,2,16,⟨NEXT⟩,14.825360298156738,",",0.0003075046988669783,[…],0.0002974675444420427,/******/,0.0001890036219265312,Inject,0.00018820830155164003,kennis,0.00018804722640197724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9988297686068108,False,False,False,False,False,False,False,False,False,False,0.0003075046988669783,0.0011702313786372542,1.7862155800685287e-05,3.611043703834712,10.506400879152084,10.191208274915814,27602,-0.4040166139602661,-0.009220351465046406,0.03642672300338745,False,0.00040367366727878107,1.7862155800685287e-05,-0.0003858115114780958,0.04424888963455696,0.0,,258.9615173339844,0.8539249897003174,,-2.8458060026168823
pos,orig,3,16,⟨NEXT⟩,14.877056121826172,[…],0.0001881774514913559,kennis,0.00017001311061903834,adt,0.000168652375577949,",",0.00016619704547338188,▸,0.00014689782983623445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999160062187002,False,False,False,False,False,False,False,False,False,False,0.0001881774514913559,0.0008399378275498748,2.2316893591778353e-05,3.611043703834712,10.383834347326987,10.175343907269625,25435,-0.35754215717315674,-0.005647457204759121,0.033264901489019394,False,0.0004034649500681553,2.2316893591778353e-05,-0.00038114805647637695,0.055312954136547285,0.0,,138.94847106933594,0.8790830373764038,,-2.132041350007057
pos,orig,4,16,⟨NEXT⟩,14.853814125061035,[…],0.000328941474435851,",",0.0002258065069327131,kennis,0.00021501345327124,ohl,0.00016625078569632024,eston,0.00015458518464583904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998909402595018,False,False,False,False,False,False,False,False,False,False,0.000328941474435851,0.0010905973613262177,2.1496674889931455e-05,3.611043703834712,10.332932986116424,10.1615453952256,25144,-0.2210373729467392,-0.007499663159251213,0.04431147873401642,False,0.0004710013799922308,2.1496674889931455e-05,-0.00044950470510229934,0.04564026808163059,0.0,,115.00588989257812,0.9087413549423218,,-2.7279815077781677
pos,orig,5,16,⟨NEXT⟩,14.826519966125488,[…],0.0010920463828369975,­,0.00019673070346470922,ohl,0.00019154578330926597,ices,0.00018157879821956158,enson,0.00018039948190562427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9981576988502638,False,False,False,False,False,False,False,False,False,False,0.0010920463828369975,0.0018423012224957347,2.3087148292688653e-05,3.611043703834712,10.228533325667268,10.181985877245946,22231,0.03039349988102913,-0.007394557818770409,0.054783936589956284,False,0.0006375932780429139,2.3087148292688653e-05,-0.0006145061297502252,0.03620977961652089,0.00013397370639722794,,95.22662353515625,0.9364673495292664,,-3.8565325140953064
pos,orig,6,16,⟨NEXT⟩,14.837770462036133,[…],0.0010619949316605926,­,0.00019535236060619354,ifiable,0.00016978250641841441,fy,0.0001633427746128291,uler,0.0001512961753178388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9982582312513841,False,False,False,False,False,False,False,False,False,False,0.0010619949316605926,0.001741768792271614,2.6202415028819814e-05,3.611043703834712,10.17477292486876,10.443486873744053,19005,0.07576781511306763,-0.003895184025168419,0.04751776531338692,False,0.000696822708050604,2.6202415028819814e-05,-0.0006706202930217842,0.03760264572817458,0.0,,73.03243255615234,0.9258191585540771,,-3.7020528614521027
pos,orig,7,16,⟨NEXT⟩,14.804936408996582,[…],0.0007455924060195684,fy,0.00031648745061829686,minded,0.0002260492037748918,eval,0.00021515747357625514,ifiable,0.00020934884378220886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9982873646222288,False,False,False,False,False,False,False,False,False,False,0.0007455924060195684,0.0017126355087384582,2.7679430786520243e-05,3.611043703834712,10.278343628940757,10.58289463467224,16499,-0.08180329203605652,0.001517418771982193,0.04158490523695946,False,0.0006424170196623891,2.7679430786520243e-05,-0.0006147375888758688,0.043086323763251,0.0,,67.6919174194336,0.9151127934455872,,-3.2934895753860474
pos,orig,8,16,⟨NEXT⟩,14.821020126342773,[…],0.0010417059529572725,‐,0.0001926798722706735,­,0.00019220852118451148,ices,0.00018058481509797275,kennis,0.0001706272450974211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9982221935933921,False,False,False,False,False,False,False,False,False,False,0.0010417059529572725,0.0017778064357116818,3.0319130019051954e-05,3.611043703834712,10.252341227991508,10.488851769458043,14140,0.017162438482046127,0.0022695730440318584,0.037919361144304276,False,0.0006554131341545144,3.0319130019051954e-05,-0.0006250940041354625,0.04625949981710983,0.0,,53.81332778930664,0.9295639991760254,,-3.5368362441658974
pos,orig,9,16,⟨NEXT⟩,14.775529861450195,[…],0.0008096365490928292,‐,0.0003115807194262743,kennis,0.0003108148812316358,rite,0.0002609450602903962,ices,0.00024219710030592978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9980648256896529,False,False,False,False,False,False,False,False,False,False,0.0008096365490928292,0.0019351743394508958,2.759129711193964e-05,3.611043703834712,10.278923554439467,10.393413780980046,16025,0.034042634069919586,-0.0002069743350148201,0.04313664138317108,False,0.0007463424717570888,2.759129711193964e-05,-0.0007187511746451491,0.03696863194499775,0.0,,56.870933532714844,0.945369303226471,,-3.379085063934326
