fact_key,fact_index,prompt_id,prompt_variant,layer,p_top1_raw,top1_token_id_raw,top1_token_str_raw,p_answer_raw,answer_rank_raw,p_top1_norm,top1_token_id_norm,top1_token_str_norm,p_answer_norm,answer_rank_norm,kl_norm_vs_raw_bits,kl_raw_to_norm_bits,js_divergence,entropy_bits_norm,entropy_bits_raw,entropy_gap_bits,l1_prob_diff,topk_jaccard_raw_norm@50,topk_jaccard_consecutive@50,norm_only_semantics
Germany→Berlin,0,pos,orig,0,1.6418667655671015e-05,37944, PST,1.56228579726303e-05,32010,2.174902692786418e-05,59120, Denote,1.54758345161099e-05,34634,0.0028908866096782975,0.002890889968714447,0.0007222012537440876,15.962338595148823,15.965692944771252,13.02096540879264,0.05033918470144272,0.010101010101010102,,False
Germany→Berlin,0,pos,orig,1,7.484920206479728e-05,98,.,1.3529598618333694e-05,53620,5.036619768361561e-05,98,.,1.4252655091695487e-05,49771,0.0019150923185622926,0.001867119907887248,0.0004728399721014694,15.94179698732977,15.930740566671101,13.000423800973586,0.0350063182413578,0.8181818181818182,0.0,False
Germany→Berlin,0,pos,orig,2,0.00012431097275111824,98,.,1.2754670024150982e-05,54003,6.985654908930883e-05,98,.,1.4027582437847741e-05,49039,0.004506668653088609,0.004350967586346838,0.0011038576282978573,15.932032500344384,15.910317282915841,12.9906593139882,0.05457320809364319,0.7241379310344828,0.8181818181818182,False
Germany→Berlin,0,pos,orig,3,0.0002822924288921058,98,.,1.1962607459281571e-05,53812,0.00011592909868340939,35548,MTY,1.1510261174407788e-05,45358,0.2259915020983184,0.16034239210012388,0.042456170606933505,15.839134351654328,15.878280354713118,12.897761165298144,0.3145802319049835,0.0989010989010989,0.1111111111111111,False
Germany→Berlin,0,pos,orig,4,0.0003183481749147177,98,.,1.1653734873107169e-05,54430,0.0001412353158229962,35548,MTY,1.0998478501278441e-05,46448,0.24442724685105124,0.17228144922085142,0.04545354739605015,15.825938466818927,15.872262337794126,12.884565280462743,0.327576220035553,0.0989010989010989,0.8867924528301887,False
Germany→Berlin,0,pos,orig,5,0.0004018427571281791,98,.,1.128794247051701e-05,54645,0.0001106511554098688,35548,MTY,1.1991302926617209e-05,45087,0.22071352652598966,0.1495278435420628,0.03983884994754894,15.863526994991503,15.860231807400972,12.922153808635318,0.2963643968105316,0.1111111111111111,0.7543859649122807,False
Germany→Berlin,0,pos,orig,6,0.0006512200925499201,98,.,1.057943700288888e-05,55120,0.00015065097250044346,53502,MTQ,1.1000569429597817e-05,46456,0.27963957672798073,0.1882067202232771,0.049078013238646384,15.829475805981874,15.835262678218106,12.88810261962569,0.34066540002822876,0.0989010989010989,0.6949152542372882,False
Germany→Berlin,0,pos,orig,7,0.0010529604041948915,98,.,1.029634859150974e-05,53829,0.000109316453745123,35548,MTY,1.2321604117460083e-05,42876,0.28747368744442064,0.18766402896847953,0.04816983735293397,15.862338250908739,15.80112068236882,12.920965064552554,0.3282296657562256,0.0989010989010989,0.639344262295082,False
Germany→Berlin,0,pos,orig,8,0.0019129777792841196,98,.,9.973198757506907e-06,52207,0.0001010230989777483,52755,其特征是,1.2983057786186691e-05,40206,0.33332342374902246,0.22187898845739285,0.053991016097169504,15.872589792761369,15.752023075200507,12.931216606405185,0.34756770730018616,0.07526881720430108,0.7543859649122807,False
Germany→Berlin,0,pos,orig,9,0.002867896808311343,98,.,9.345983926323242e-06,52540,0.00012739046360366046,27532,审理终结,1.2218140909681097e-05,41150,0.4004605706381447,0.2762189062958135,0.06376748006185157,15.836432160243973,15.706859055222726,12.895058973887789,0.3870665431022644,0.08695652173913043,0.6666666666666666,False
Germany→Berlin,0,pos,orig,10,0.004206184763461351,98,.,8.741800229472574e-06,52594,0.00018090984667651355,1415,~\\\\,1.0867138371395413e-05,44714,0.48482915376733304,0.34382778009842113,0.07510980037974788,15.79704813319639,15.65030840789662,12.855674946840205,0.4263201355934143,0.07526881720430108,0.6129032258064516,False
Germany→Berlin,0,pos,orig,11,0.0070279305800795555,98,.,8.186869308701716e-06,52259,0.0003409318160265684,1415,~\\\\,9.53856942942366e-06,45147,0.6244771314631115,0.47543937398251357,0.09514110342694475,15.701523465462358,15.5640350309178,12.760150279106174,0.4952513873577118,0.07526881720430108,0.639344262295082,False
Germany→Berlin,0,pos,orig,12,0.010094481520354748,98,.,8.011994395928923e-06,51432,0.00020907307043671608,1415,~\\\\,1.17476793093374e-05,39364,0.5921632252011729,0.5016951053764842,0.09249976162824669,15.773987323507496,15.490339777092483,12.832614137151312,0.4829791188240051,0.07526881720430108,0.6949152542372882,False
Germany→Berlin,0,pos,orig,13,0.015261242166161537,98,.,7.726291187282186e-06,50700,0.00018870709754992276,52755,其特征是,1.1542938409547787e-05,40815,0.645429390856763,0.6084862275815502,0.09986179071698391,15.783698151905815,15.38469289845927,12.842324965549631,0.49685510993003845,0.06382978723404255,0.7241379310344828,False
Germany→Berlin,0,pos,orig,14,0.018044378608465195,98,.,7.781674867146648e-06,49441,0.00020121896523050964,52755,其特征是,1.1903912309207954e-05,37146,0.6923620804160165,0.691372019290662,0.10763823350080642,15.739416058961659,15.321022169387446,12.798042872605475,0.5211746096611023,0.06382978723404255,0.6949152542372882,False
Germany→Berlin,0,pos,orig,15,0.021482251584529877,98,.,7.3503938438079786e-06,49486,0.0002896780788432807,52755,其特征是,1.1611981790338177e-05,38887,0.7507223291945003,0.7891540883042562,0.1151986338283982,15.753134771055683,15.221464852455982,12.811761584699498,0.5369983911514282,0.05263157894736842,0.6129032258064516,False
Germany→Berlin,0,pos,orig,16,0.02985403686761856,98,.,5.698451332136756e-06,53464,0.000267283758148551,52755,其特征是,8.801728654361796e-06,48602,0.8329083664929141,1.007315714758912,0.12941770257281887,15.713600775136548,15.034876059020698,12.772227588780364,0.572833776473999,0.05263157894736842,0.5873015873015873,False
Germany→Berlin,0,pos,orig,17,0.05005183815956116,98,.,4.740887106891023e-06,54434,0.00027578393928706646,52755,其特征是,8.060174877755344e-06,51502,0.9548905872617038,1.4530580274993528,0.15305603000330847,15.71373285781241,14.65514111763803,12.772359671456226,0.626598596572876,0.05263157894736842,0.6666666666666666,False
Germany→Berlin,0,pos,orig,18,0.07821048051118851,98,.,4.641871328203706e-06,52021,0.00033475449890829623,52755,其特征是,9.495371159573551e-06,45869,1.1163721494454801,2.1042644875812484,0.1850230687562881,15.716444680251215,14.093553097094235,12.77507149389503,0.6974565982818604,0.041666666666666664,0.5873015873015873,False
Germany→Berlin,0,pos,orig,19,0.29062923789024353,98,.,2.6350264761276776e-06,50583,0.00027696345932781696,30909,ncase,1.0326043593522627e-05,41529,1.9973000498597755,6.7267704938785,0.3686982772310173,15.696079182666645,10.427960967954762,12.754705996310461,1.0813380479812622,0.041666666666666664,0.639344262295082,False
Germany→Berlin,0,pos,orig,20,0.25552117824554443,98,.,2.71117073680216e-06,50996,0.0004962859093211591,30909,ncase,8.974127922556363e-06,43228,1.923781078251593,6.140101899394081,0.3459048038239756,15.604046450675732,10.94938484814666,12.662673264319547,1.0342143774032593,0.041666666666666664,0.7857142857142857,False
Germany→Berlin,0,pos,orig,21,0.14967957139015198,98,.,3.0049723136471584e-06,52628,0.0004983919789083302,48035,ODM,8.215993148041889e-06,46602,1.5805883225936515,3.8522545311493266,0.2702749494058499,15.609380664574893,12.517186260648662,12.668007478218708,0.8813599944114685,0.041666666666666664,0.7241379310344828,False
Germany→Berlin,0,pos,orig,22,0.05922871083021164,98,.,3.3302583233307814e-06,54363,0.0006316248327493668,48035,ODM,7.509193892474286e-06,50058,1.066523580032173,1.7896132847298951,0.18193147100317336,15.620244464664594,13.99293086358863,12.67887127830841,0.6992321610450745,0.06382978723404255,0.6949152542372882,False
Germany→Berlin,0,pos,orig,23,0.03498751297593117,48035,ODM,3.6273611385695403e-06,54253,0.0005741004715673625,48035,ODM,7.253151125041768e-06,50209,0.8102769114919008,0.8647776976023723,0.13208036484576607,15.601880845136067,14.62454609198014,12.660507658779883,0.5807042717933655,0.0989010989010989,0.7543859649122807,False
Germany→Berlin,0,pos,orig,24,0.0486135333776474,48035,ODM,3.1511331144429278e-06,55398,0.0010728935012593865,48035,ODM,5.933902230026433e-06,53750,0.7909000561758154,0.8105048744956195,0.1311634554660645,15.547839768651352,14.497866423077008,12.606466582295168,0.5765775442123413,0.0989010989010989,0.7241379310344828,False
Germany→Berlin,0,pos,orig,25,0.0757140964269638,48035,ODM,2.026444917646586e-06,57130,0.000766852346714586,48035,ODM,5.344992587197339e-06,56470,1.0075751505877386,1.4230376818693207,0.17684209590534705,15.566961487704882,13.754795430036744,12.625588301348698,0.6864960193634033,0.0989010989010989,0.6949152542372882,False
Germany→Berlin,0,pos,orig,26,0.058822110295295715,48035,ODM,2.6227387479593745e-06,54854,0.0008031021570786834,48035,ODM,6.69021710564266e-06,52380,0.7894253909359922,0.973364017712807,0.14482339786361453,15.585483331272204,14.103386377139968,12.64411014491602,0.6192371249198914,0.1111111111111111,0.7241379310344828,False
Germany→Berlin,0,pos,orig,27,0.15622910857200623,48035,ODM,1.4242622228266555e-06,56638,0.0027170844841748476,48035,ODM,3.770720695683849e-06,55441,1.2476023932991158,1.785515282125136,0.23207823683524514,15.227416828037043,12.292941521841664,12.286043641680859,0.822173535823822,0.16279069767441862,0.639344262295082,False
Germany→Berlin,0,pos,orig,28,0.12637460231781006,48035,ODM,1.5244389715007856e-06,55572,0.0012971849646419287,33521,MTU,5.017759121983545e-06,54779,1.1532493573740872,1.8006882795148567,0.22566588519565672,15.431763862069818,12.502388873368426,12.490390675713634,0.8089898824691772,0.19047619047619047,0.6949152542372882,False
Germany→Berlin,0,pos,orig,29,0.2846433222293854,48035,ODM,1.1090280622738646e-06,53559,0.0016499569173902273,48035,ODM,6.013679467287147e-06,51783,1.63923457852052,3.376715622207626,0.35366305944246934,15.46677815392428,9.922147609016381,12.525404967568095,1.0890852212905884,0.19047619047619047,0.6949152542372882,False
Germany→Berlin,0,pos,orig,30,0.31519970297813416,48035,ODM,6.387052167156071e-07,55702,0.0008558008121326566,48035,ODM,5.778285867563682e-06,54886,2.089470195988728,4.677298303000935,0.4339559547158481,15.550708439267744,8.845634588691492,12.60933525291156,1.242200493812561,0.17647058823529413,0.6129032258064516,False
Germany→Berlin,0,pos,orig,31,0.23969483375549316,48035,ODM,7.768888963255449e-07,55508,0.0008702512714080513,46391, 版的,5.600267741101561e-06,55111,1.7088034526036855,3.8148586235457174,0.373294610315567,15.531230372161625,9.866242928526916,12.58985718580544,1.1286433935165405,0.21951219512195122,0.7857142857142857,False
Germany→Berlin,0,pos,orig,32,0.1656302660703659,48035,ODM,7.955241585477779e-07,55053,0.0013633548514917493,49088,MDM,5.2027062338311225e-06,54503,1.6064433344111118,3.4278883720412514,0.3498773450849302,15.454512351264743,10.346278151892774,12.513139164908559,1.0866236686706543,0.19047619047619047,0.639344262295082,False
Germany→Berlin,0,pos,orig,33,0.14844870567321777,48035,ODM,6.890556960570393e-07,54255,0.0013962043449282646,25627,XFF,5.552557013288606e-06,53421,1.6933733411509253,3.6037746851133443,0.3692237164761502,15.45510947502854,10.105461164848634,12.513736288672355,1.1309677362442017,0.2345679012345679,0.6129032258064516,False
Germany→Berlin,0,pos,orig,34,0.24141712486743927,98,.,2.590000178770424e-07,55219,0.0010688694892451167,25627,XFF,5.084627900941996e-06,55612,2.511764136136557,6.477090208939495,0.5372306336500476,15.477487857558808,7.5777777986002635,12.536114671202624,1.437759280204773,0.25,0.5625,False
Germany→Berlin,0,pos,orig,35,0.3235887289047241,98,.,1.6227313892613893e-07,53403,0.0010530914878472686,56069,Mpc,6.015528924763203e-06,51636,3.3080243755918137,8.218185468034482,0.6536619638774207,15.47105570641654,5.868466997176532,12.529682520060355,1.62310791015625,0.26582278481012656,0.6129032258064516,False
Germany→Berlin,0,pos,orig,36,0.3217809200286865,98,.,1.3635860796057386e-07,51740,0.0012630419805645943,49088,MDM,6.256471351662185e-06,49751,3.565758264105422,8.19933823329173,0.6819232924522594,15.432985626821548,5.656718861746527,12.491612440465364,1.6658958196640015,0.28205128205128205,0.6666666666666666,False
Germany→Berlin,0,pos,orig,37,0.6240893602371216,98,.,1.6436759509019794e-08,48668,0.0015255868202075362,49088,MDM,7.306719453481492e-06,45639,6.61347795451853,12.348716183447076,0.8988125052645068,15.453635927675947,2.4560715102556063,12.512262741319763,1.9197331666946411,0.25,0.5384615384615384,False
Germany→Berlin,0,pos,orig,38,0.8470805287361145,98,.,2.0686236723577167e-08,21069,0.0015206325333565474,49088,MDM,2.2441439796239138e-05,11666,9.391834289566686,15.02001675798615,0.9627711762895395,15.485532518035567,1.2016408037779591,12.544159331679383,1.9695812463760376,0.21951219512195122,0.5873015873015873,False
