fact_key,fact_index,prompt_id,prompt_variant,layer,p_top1_raw,top1_token_id_raw,top1_token_str_raw,p_answer_raw,answer_rank_raw,p_top1_norm,top1_token_id_norm,top1_token_str_norm,p_answer_norm,answer_rank_norm,kl_norm_vs_raw_bits,kl_raw_to_norm_bits,js_divergence,entropy_bits_norm,entropy_bits_raw,entropy_gap_bits,l1_prob_diff,topk_jaccard_raw_norm@50,topk_jaccard_consecutive@50,norm_only_semantics
Germany→Berlin,0,pos,orig,0,7.949301107146312e-06,102882,梳,6.533718078571837e-06,88475,7.23783432476921e-06,102882,梳,6.534005478897598e-06,100736,0.0002480824545924892,0.00026027514699046827,6.508956028680514e-05,17.212851966796443,17.212192929278338,13.62933133450991,0.014698113314807415,0.6666666666666666,,False
Germany→Berlin,0,pos,orig,1,5.007056824979372e-05,29220,�,5.130957561050309e-06,97644,8.030099706957117e-06,108482,地处,6.778179340471979e-06,30611,0.1265272815255509,0.12833719469648408,0.031106019703965107,17.212030577655923,17.069451456645826,13.628509945369391,0.3276450037956238,0.041666666666666664,0.0,False
Germany→Berlin,0,pos,orig,2,7.55124565330334e-05,12734,tics,4.6209861466195434e-06,102846,8.453382179141045e-06,114292,是一部,6.4697769630583934e-06,95264,0.1607331796785469,0.16387560367944942,0.03937633082395707,17.21116240923437,17.018100188820608,13.627641776947836,0.3703893721103668,0.14942528735632185,0.0989010989010989,False
Germany→Berlin,0,pos,orig,3,7.943250966491178e-05,12734,tics,5.4609372455161065e-06,80135,9.193238838633988e-06,12734,tics,6.527810455736471e-06,81924,0.17778252928701194,0.1817258549951512,0.043481717933787495,17.209871851422292,16.989277272397207,13.62635121913576,0.3900187015533447,0.19047619047619047,0.2987012987012987,False
Germany→Berlin,0,pos,orig,4,0.00016236952797044069,12734,tics,6.094293439673493e-06,59822,1.0528136044740677e-05,12734,tics,6.666601166216424e-06,61776,0.27124394265647367,0.278802451174906,0.06542722550629229,17.208379042012805,16.866062022013057,13.624858409726272,0.4802516996860504,0.21951219512195122,0.3888888888888889,False
Germany→Berlin,0,pos,orig,5,0.00026996718952432275,33323,-minded,5.58959709451301e-06,63796,1.0623714842949994e-05,33323,-minded,6.8298145379230846e-06,47551,0.33569682732659195,0.3470405665013579,0.08029032628253147,17.20733338749556,16.786154754838574,13.623812755209027,0.533657968044281,0.26582278481012656,0.42857142857142855,False
Germany→Berlin,0,pos,orig,6,0.0006406205939128995,33323,-minded,4.191918833384989e-06,82484,1.0891455531236716e-05,107400,过去的,6.585900337086059e-06,70100,0.4266495297679179,0.4478322459137256,0.10103543257321876,17.20514301645417,16.652269700794896,13.621622384167637,0.5997284650802612,0.21951219512195122,0.2987012987012987,False
Germany→Berlin,0,pos,orig,7,0.0008681376348249614,33323,-minded,4.6871537051629275e-06,63321,1.5300409359042533e-05,99264,�,6.8733406806131825e-06,54748,0.5069887743657042,0.5369693060120616,0.11918716410142519,17.186319859282538,16.42545072566978,13.602799226996005,0.6549808382987976,0.2987012987012987,0.20481927710843373,False
Germany→Berlin,0,pos,orig,8,0.0037677118089050055,33323,-minded,5.496137418958824e-06,51461,2.0600798961822875e-05,33323,-minded,6.7782425503537524e-06,59352,0.5651542957877486,0.6115475187669082,0.1321015617074849,17.179594649703198,16.299834597479585,13.596074017416665,0.6899305582046509,0.5384615384615384,0.19047619047619047,False
Germany→Berlin,0,pos,orig,9,0.004611991811543703,33323,-minded,3.1692477477918146e-06,73749,1.9101871657767333e-05,33323,-minded,6.089801445341436e-06,93798,0.8020140050311972,0.8735986017738003,0.18137779973100976,17.187613168817023,16.05003461261558,13.60409253653049,0.8130432963371277,0.20481927710843373,0.2345679012345679,False
Germany→Berlin,0,pos,orig,10,0.028977300971746445,33323,-minded,1.3889781484976993e-06,99090,2.1516203560167924e-05,76540, (?),5.670729933626717e-06,105853,1.1247011832354405,1.4391270888141636,0.2489054063566268,17.169561869782466,15.298195256103726,13.586041237495934,0.9510013461112976,0.26582278481012656,0.2987012987012987,False
Germany→Berlin,0,pos,orig,11,0.088422991335392,33323,-minded,1.076281023415504e-06,90758,3.352798375999555e-05,106442,时代的,5.900156793359201e-06,88191,1.5585735113873067,2.433922208616287,0.333120398229679,17.151137712360832,14.045842358022478,13.5676170800743,1.1017634868621826,0.25,0.4084507042253521,False
Germany→Berlin,0,pos,orig,12,0.1822642683982849,33323,-minded,1.1195002969088819e-07,134948,2.221258546342142e-05,141531,といって,4.75058095616987e-06,133546,2.297270125702876,4.072465932828291,0.4540676059077449,17.165315962097964,12.320261997827126,13.581795329811431,1.302169919013977,0.2345679012345679,0.3698630136986301,False
Germany→Berlin,0,pos,orig,13,0.1403401792049408,33323,-minded,2.70267097590704e-08,145579,4.0003251342568547e-05,8075, nav,3.335633209644584e-06,144799,2.356560284674575,3.62396785608175,0.45631688100705414,17.11528139344775,12.489166847170093,13.531760761161216,1.30955970287323,0.21951219512195122,0.28205128205128205,False
Germany→Berlin,0,pos,orig,14,0.10842134803533554,33323,-minded,2.7690409964975515e-08,144994,3.0674997105961666e-05,8075, nav,3.5428804494586075e-06,146473,2.5318747554325487,3.637403484732454,0.477414659221167,17.140721067163376,12.621601743501698,13.557200434876844,1.3464300632476807,0.20481927710843373,0.2345679012345679,False
