layer,js_divergence,kl_raw_to_norm_bits,l1_prob_diff,topk_jaccard_raw_norm@50,lens_artifact_score_v2,risk_tier
_summary,0.10520590974194291,0.5391418338534233,0.6151122450828552,0.3157894736842105,0.7425925925925926,high
0,1.781970514369769e-05,7.814319464391905e-05,0.008196987211704254,0.010101010101010102,,
1,9.977059557274944e-05,0.0004032954113937623,0.018070129677653313,0.0,,
2,0.014570829697242422,0.05821127418163169,0.21312345564365387,0.12359550561797752,,
3,0.028941452778278098,0.1149055108978339,0.32754260301589966,0.2345679012345679,,
4,0.02228122845590469,0.08877810543369608,0.2799398601055145,0.25,,
5,0.036151055524615845,0.14455671726562036,0.366167277097702,0.2987012987012987,,
6,0.027047731655410814,0.10753655950739946,0.31964102387428284,0.3698630136986301,,
7,0.039024849342942966,0.15579564376360108,0.3854254186153412,0.3157894736842105,,
8,0.059308526181365326,0.23838369050840671,0.48428577184677124,0.3157894736842105,,
9,0.16400828292013223,0.6961067016689152,0.8007622957229614,0.3157894736842105,,
10,0.10520590974194291,0.43273272811158636,0.6485440135002136,0.3888888888888889,,
11,0.06887973960115831,0.2784188008764938,0.5211076140403748,0.42857142857142855,,
12,0.054379433539685315,0.21924139803026674,0.46109291911125183,0.26582278481012656,,
13,0.06927467357380447,0.2813711840481929,0.5277082920074463,0.2987012987012987,,
14,0.10283711207474186,0.42691133035819384,0.6462827920913696,0.3333333333333333,,
15,0.07419951770656238,0.30340972886035666,0.54693204164505,0.42857142857142855,,
16,0.07273384930916249,0.2974810569284885,0.5438236594200134,0.3333333333333333,,
17,0.1128468248224277,0.47427290165303654,0.6789793968200684,0.3157894736842105,,
18,0.1176428727602918,0.4980344976485321,0.6864922642707825,0.3333333333333333,,
19,0.158066389821979,0.6888374249735715,0.7904993295669556,0.3333333333333333,,
20,0.10589331364852589,0.4473773518021935,0.6545693278312683,0.3157894736842105,,
21,0.09512901089680595,0.4039359100554549,0.6151122450828552,0.2987012987012987,,
22,0.08827101190039816,0.3716325807265445,0.5889708399772644,0.35135135135135137,,
23,0.033353841012428775,0.13696133996640936,0.3579126298427582,0.42857142857142855,,
24,0.05803292817268696,0.24380314330890146,0.465853750705719,0.3698630136986301,,
