prompt_id,prompt_variant,layer,pos,token,entropy,top1,prob1,top2,prob2,top3,prob3,top4,prob4,top5,prob5,top6,prob6,top7,prob7,top8,prob8,top9,prob9,top10,prob10,top11,prob11,top12,prob12,top13,prob13,top14,prob14,top15,prob15,top16,prob16,top17,prob17,top18,prob18,top19,prob19,top20,prob20,rest_mass,copy_collapse,copy_strict@0.95,copy_soft_k1@0.5,copy_soft_k2@0.5,copy_soft_k3@0.5,entropy_collapse,is_answer,p_top1,p_top5,p_answer,teacher_entropy_bits,kl_to_final_bits,kl_to_final_bits_norm_temp,answer_rank,cos_to_final,cos_to_answer,cos_to_prompt_max,geom_crossover,echo_mass_prompt,answer_mass,answer_minus_echo_mass,mass_ratio_ans_over_prompt,topk_prompt_mass@50,control_margin
pos,orig,0,15,⟨NEXT⟩,16.967796325683594,iants,7.541465311078355e-05,繁殖,7.451003330061212e-05,fur,7.434014696627855e-05,strup,7.008420652709901e-05, luk,6.91728200763464e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996364781400189,False,False,False,False,False,False,False,7.541465311078355e-05,0.00036352185998111963,2.9084949346724898e-06,3.1225837383336885,12.941079467466865,,132540,-0.09591177105903625,,,,,,,,,
pos,orig,1,15,⟨NEXT⟩,16.967824935913086,iants,7.607763836858794e-05,fur,7.249379996210337e-05,繁殖,7.107901910785586e-05,strup,7.048933184705675e-05, luk,6.962510087760165e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996402351098368,False,False,False,False,False,False,False,7.607763836858794e-05,0.00035976487561129034,2.950050429717521e-06,3.1225837383336885,12.939425682296168,,131764,-0.09236684441566467,,,,,,,,,
pos,orig,2,15,⟨NEXT⟩,16.967788696289062,iants,7.883484795456752e-05,fur,7.315415859920904e-05,繁殖,7.022119098110124e-05,清洗,7.000511686783284e-05,strup,6.908352224854752e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996387011633487,False,False,False,False,False,False,False,7.883484795456752e-05,0.0003612988512031734,3.0019270980119472e-06,3.1225837383336885,12.942057704784972,,130844,-0.0913548618555069,,,,,,,,,
pos,orig,3,15,⟨NEXT⟩,16.966854095458984,iants,8.001699461601675e-05,fur,7.333714893320575e-05,清洗,7.330212974920869e-05,strup,7.149181328713894e-05, luk,7.038581679807976e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996314660966164,False,False,False,False,False,False,False,8.001699461601675e-05,0.00036853388883173466,2.952739350803313e-06,3.1225837383336885,12.939616927003927,,131685,-0.09125280380249023,,,,,,,,,
pos,orig,4,15,⟨NEXT⟩,16.96635627746582,iants,7.914465822977945e-05,fur,7.25425998098217e-05,round,7.224555156426504e-05,清洗,7.217441452667117e-05,strup,7.117412314983085e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996327186527196,False,False,False,False,False,False,False,7.914465822977945e-05,0.0003672813472803682,2.925644821516471e-06,3.1225837383336885,12.936127742983222,,132187,-0.09167100489139557,,,,,,,,,
pos,orig,5,15,⟨NEXT⟩,16.966384887695312,fur,7.672297942917794e-05,iants,7.609263411723077e-05,strup,7.179802923928946e-05,清洗,7.116415508789942e-05,round,7.001118501648307e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996342110171099,False,False,False,False,False,False,False,7.672297942917794e-05,0.0003657889901660383,2.8783797461073846e-06,3.1225837383336885,12.936246067047016,,132971,-0.09864148497581482,,,,,,,,,
pos,orig,6,15,⟨NEXT⟩,16.965105056762695,iants,8.002197137102485e-05,fur,7.611652108607814e-05,strup,7.04977210261859e-05,round,7.010355329839513e-05,aget,7.008436659816653e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996331758666201,False,False,False,False,False,False,False,8.002197137102485e-05,0.0003668241261038929,3.0002579478605185e-06,3.1225837383336885,12.936561139263397,,130609,-0.10016948729753494,,,,,,,,,
pos,orig,7,15,⟨NEXT⟩,16.960153579711914,清洗,7.629843457834795e-05,aget,7.405997166642919e-05,round,7.001595076872036e-05,孩子的,6.890317308716476e-05,fur,6.79672448313795e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999642755225068,False,False,False,False,False,False,False,7.629843457834795e-05,0.00035724477493204176,3.122025191260036e-06,3.1225837383336885,12.936691846078054,,127764,-0.11382920295000076,,,,,,,,,
pos,orig,8,15,⟨NEXT⟩,16.955501556396484,iants,7.66948505770415e-05,aget,7.291301881195977e-05,清洗,7.180711691034958e-05,fur,6.957143341423944e-05,round,6.934096745681018e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996396726128296,False,False,False,False,False,False,False,7.66948505770415e-05,0.0003603273944463581,3.0668168164993403e-06,3.1225837383336885,12.945926626498782,,128396,-0.09430760145187378,,,,,,,,,
pos,orig,9,15,⟨NEXT⟩,16.95383644104004,fur,7.744327740510926e-05,iants,7.643588469363749e-05, Midwest,7.609248859807849e-05,GetValue,6.804713484598324e-05, knockout,6.689803558401763e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996350831788732,False,False,False,False,False,False,False,7.744327740510926e-05,0.00036491683567874134,3.201340632585925e-06,3.1225837383336885,12.977450358471332,,125542,-0.08550235629081726,,,,,,,,,
