layer,js_divergence,kl_raw_to_norm_bits,l1_prob_diff,topk_jaccard_raw_norm@50,lens_artifact_score_v2,risk_tier
_summary,0.016804106379178042,0.06695332968209695,0.24030911922454834,0.4084507042253521,0.4590168364834511,medium
0,0.002795648025678675,0.011214191899389051,0.09838168323040009,0.0,,
1,0.005997450884261466,0.024064081231616158,0.14380116760730743,0.17647058823529413,,
2,0.02052201859203625,0.083142228590464,0.26627081632614136,0.2987012987012987,,
3,0.015511249642762698,0.06268195781635257,0.2321680337190628,0.7543859649122807,,
4,0.013421103506585957,0.054064149032219996,0.215190589427948,0.5384615384615384,,
5,0.01867129716272805,0.07554904407005149,0.2542031705379486,0.5151515151515151,,
6,0.016554386226510787,0.06695332968209695,0.2394271343946457,0.5873015873015873,,
7,0.015693871704725953,0.06349957946192787,0.23329704999923706,0.6129032258064516,,
8,0.018990343790681,0.07679486489507031,0.2564135193824768,0.42857142857142855,,
9,0.017511783412538694,0.07066764436723887,0.24640478193759918,0.42857142857142855,,
10,0.020233048773767397,0.08196359923735413,0.2648392915725708,0.47058823529411764,,
11,0.018650348197877052,0.07549423534900465,0.2545226812362671,0.42857142857142855,,
12,0.014042813399575482,0.05666092582651322,0.22079557180404663,0.5384615384615384,,
13,0.0204844329929432,0.08292227890338398,0.2670741081237793,0.4084507042253521,,
14,0.021196924196913547,0.08592977176576895,0.27183106541633606,0.5625,,
15,0.017745638837471087,0.07176524839396099,0.2480304092168808,0.5151515151515151,,
16,0.01654963117493732,0.06672657055693434,0.23982366919517517,0.4084507042253521,,
17,0.01506334702907248,0.060838201684404306,0.22865554690361023,0.5625,,
18,0.0145450188634684,0.058616476055980145,0.22386163473129272,0.47058823529411764,,
19,0.012525685240169964,0.050455834779045805,0.20805200934410095,0.2987012987012987,,
20,0.013600823361315904,0.054746947028434544,0.21629005670547485,0.25,,
21,0.011888288648361507,0.04783443759339,0.2024218887090683,0.2345679012345679,,
22,0.014214798737667211,0.057004541788479274,0.22149227559566498,0.14942528735632185,,
23,0.012803842992880279,0.05129841540682758,0.21007396280765533,0.0989010989010989,,
24,0.016829129854878583,0.06731735246047944,0.24054451286792755,0.12359550561797752,,
25,0.013186263212254482,0.05271498275740614,0.21325017511844635,0.14942528735632185,,
26,0.016804106379178042,0.06695289435101195,0.24030911922454834,0.17647058823529413,,
27,0.02366667097752046,0.0947789939555531,0.2853792905807495,0.13636363636363635,,
28,0.02706315097495223,0.10853826170843421,0.3038462996482849,0.0989010989010989,,
29,0.028955103901190334,0.1169546196893702,0.3118340075016022,0.14942528735632185,,
30,0.04482995577100958,0.18516782977819402,0.385964572429657,0.26582278481012656,,
31,0.09741535363183398,0.4318993431811679,0.5771272778511047,0.3333333333333333,,
32,0.8408754627941337,7.958832878810954,1.8538458347320557,0.5384615384615384,,
