fact_key,fact_index,prompt_id,prompt_variant,layer,pos,token,entropy,entropy_bits,top1,prob1,top2,prob2,top3,prob3,top4,prob4,top5,prob5,top6,prob6,top7,prob7,top8,prob8,top9,prob9,top10,prob10,top11,prob11,top12,prob12,top13,prob13,top14,prob14,top15,prob15,top16,prob16,top17,prob17,top18,prob18,top19,prob19,top20,prob20,rest_mass,copy_collapse,copy_strict@0.95,copy_strict@0.7,copy_strict@0.8,copy_strict@0.9,copy_soft_k1@0.5,copy_soft_k2@0.5,copy_soft_k3@0.5,entropy_collapse,is_answer,p_top1,p_top5,p_answer,answer_minus_uniform,semantic_margin_ok,teacher_entropy_bits,kl_to_final_bits,kl_to_final_bits_norm_temp,answer_rank,topk_jaccard_raw_norm@50,topk_jaccard_consecutive@50,cos_to_final,cos_to_answer,cos_to_prompt_max,geom_crossover,echo_mass_prompt,answer_mass,answer_minus_echo_mass,mass_ratio_ans_over_prompt,topk_prompt_mass@50,control_margin,resid_norm_ratio,delta_resid_cos,answer_logit_gap,answer_vs_top1_gap
Germany→Berlin,0,pos,orig,0,16,⟨NEXT⟩,16.956819534301758,16.956819534301758,itzer,1.4627717064286117e-05,ikers,1.344251631962834e-05,itchens,1.3402045624388848e-05,�,1.3254774785309564e-05, Hem,1.3105850484862458e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999321670957215,False,False,False,False,False,False,False,False,False,False,1.4627717064286117e-05,6.783290154999122e-05,8.718548087927047e-06,9.216419003022973e-07,False,2.961002254229761,11.56696698015837,11.557195613866947,21905,0.0,,0.16799134016036987,0.013156939297914505,0.03301813453435898,False,0.0001253754339813895,8.718548087927047e-06,-0.00011665688589346246,0.06953897005254754,0.0,,18.187334060668945,0.5345869660377502,,-0.5174655467271805
Germany→Berlin,0,pos,orig,1,16,⟨NEXT⟩,16.94176483154297,16.94176483154297,mente,2.1048193957540207e-05,gın,2.0192141164443456e-05,tdown,1.9901259292964824e-05,GetComponent,1.926072218338959e-05,tons,1.9259028704254888e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999003386546974,False,False,False,False,False,False,False,False,False,False,2.1048193957540207e-05,9.966133802663535e-05,8.089993571047671e-06,2.930873834229213e-07,False,2.961002254229761,11.680713553716616,11.753248956544514,48759,0.16279069767441862,0.0,-0.03330327570438385,0.008316610008478165,0.030549807474017143,False,0.0001175630295620067,8.089993571047671e-06,-0.00010947303599095903,0.06881351040099193,0.0,,14.704587936401367,0.7872283458709717,,-0.9561868011951447
Germany→Berlin,0,pos,orig,2,16,⟨NEXT⟩,16.87640380859375,16.87640380859375,mente,5.426699135568924e-05,tics,4.7482153604505584e-05,tons,4.648944741347805e-05,tones,4.237136818119325e-05,éré,3.727855801116675e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999772111481434,False,False,False,False,False,False,False,False,False,False,5.426699135568924e-05,0.00022788852220401168,8.94576351129217e-06,1.1488573236674209e-06,False,2.961002254229761,11.733034803692703,12.143710111896194,35748,0.3698630136986301,0.0989010989010989,-0.005512923933565617,0.012407863512635231,0.04817194864153862,False,0.00013716364492211142,8.94576351129217e-06,-0.00012821788141081925,0.06521916428516984,0.0,,19.367034912109375,0.9256696701049805,,-1.8027360439300537
Germany→Berlin,0,pos,orig,3,16,⟨NEXT⟩,16.893569946289062,16.893569946289062,tones,3.6705765523947775e-05," ($(""#",3.36874982167501e-05,interp,3.162787834298797e-05,936,3.0281076760729775e-05,aires,3.0258932383731008e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998374388487719,False,False,False,False,False,False,False,False,False,False,3.6705765523947775e-05,0.00016256114759016782,9.647527804190759e-06,1.8506216165660088e-06,False,2.961002254229761,11.610519866662866,12.220595987860317,25757,0.6949152542372882,0.1111111111111111,0.08909882605075836,0.013922026380896568,0.04914679378271103,False,0.0001572586634210893,9.647527804190759e-06,-0.00014761113561689854,0.06134775818741183,0.0,,11.671990394592285,0.9902653694152832,,-1.3362320959568024
Germany→Berlin,0,pos,orig,4,16,⟨NEXT⟩,16.899089813232422,16.899089813232422,interp,3.7058471207274124e-05,tones,3.53921132045798e-05," ($(""#",3.502872641547583e-05,aires,3.320050018373877e-05,tons,3.193385055055842e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998273863384384,False,False,False,False,False,False,False,False,False,False,3.7058471207274124e-05,0.00017261365428566933,7.92320952314185e-06,1.2630333551709994e-07,False,2.961002254229761,11.739329368714282,11.910911643965882,53285,0.47058823529411764,0.14942528735632185,-0.03275877609848976,0.008404934778809547,0.035932037979364395,False,0.0001327244285675988,7.92320952314185e-06,-0.00012480121904445696,0.05969624365617667,0.0,,8.350519180297852,0.9704334735870361,,-1.5427005290985107
Germany→Berlin,0,pos,orig,5,16,⟨NEXT⟩,16.87306022644043,16.87306022644043,�,6.732951442245394e-05,tons,5.081459312350489e-05,tones,4.71244020445738e-05,macros,4.5559529098682106e-05,interp,4.328750947024673e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997458844518405,False,False,False,False,False,False,False,False,False,False,6.732951442245394e-05,0.0002541155554354191,8.784785677562468e-06,9.87879489937718e-07,False,2.961002254229761,11.741137250340152,11.95577435033935,38263,0.47058823529411764,0.35135135135135137,-0.004974660463631153,0.010874617844820023,0.047953881323337555,False,0.00014299794884209405,8.784785677562468e-06,-0.00013421316316453158,0.06143251925063469,0.0,,8.912322998046875,0.9639574289321899,,-2.0365773737430573
Germany→Berlin,0,pos,orig,6,16,⟨NEXT⟩,16.879730224609375,16.879730224609375,tons,4.1365132346982136e-05,tones,3.564272265066393e-05,ๆ,3.459793151705526e-05,alık,3.426905823289417e-05,macros,3.418942651478574e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998199357287376,False,False,False,False,False,False,False,False,False,False,4.1365132346982136e-05,0.00018006427853833884,7.70005863159895e-06,-9.684755602580041e-08,False,2.961002254229761,11.7320373043177,12.017721125318928,56751,0.5151515151515151,0.21951219512195122,-0.0050954874604940414,0.004008159972727299,0.04948537424206734,False,0.00015452899287993205,7.70005863159895e-06,-0.0001468289342483331,0.04982889397776523,0.0,,7.4178643226623535,0.9768126010894775,,-1.6812104135751724
Germany→Berlin,0,pos,orig,7,16,⟨NEXT⟩,16.880586624145508,16.880586624145508,Exited,3.970113175455481e-05, bul,3.895506597473286e-05,AllowAnonymous,3.7912785046501085e-05,��,3.432476660236716e-05,BaseContext,3.3607295335968956e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998154989552859,False,False,False,False,False,False,False,False,False,False,3.970113175455481e-05,0.0001845010556280613,8.70852090884e-06,9.116147212152508e-07,False,2.961002254229761,11.639485872651784,12.03234240236468,39477,0.5873015873015873,0.17647058823529413,0.0686618983745575,0.008734462782740593,0.06126200407743454,False,0.00019957322956543067,8.70852090884e-06,-0.00019086470865659066,0.043635498069077606,5.785697067040019e-05,,6.4994025230407715,0.9788837432861328,,-1.5170776844024658
Germany→Berlin,0,pos,orig,8,16,⟨NEXT⟩,16.86243438720703,16.86243438720703,надлеж,5.799696737085469e-05,apı,5.090643753646873e-05,biased,4.9103258788818493e-05,�单,4.471925785765052e-05,Deserializer,4.462964352569543e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997526444349205,False,False,False,False,False,False,False,False,False,False,5.799696737085469e-05,0.00024735555052757263,1.033910120895598e-05,2.542195021331231e-06,False,2.961002254229761,11.806646129984399,11.9830521746274,21603,0.4084507042253521,0.20481927710843373,-0.04654908552765846,0.02103232406079769,0.04562290757894516,False,0.00015325090771511896,1.033910120895598e-05,-0.00014291180650616297,0.06746474718067072,0.0,,6.483623027801514,0.970907986164093,,-1.724457859992981
Germany→Berlin,0,pos,orig,9,16,⟨NEXT⟩,16.866621017456055,16.866621017456055,biased,4.5084914745530114e-05,�单,4.505292963585816e-05,"♪

",3.884025863953866e-05,tons,3.8729624066036195e-05,RITE,3.828781336778775e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997940044595452,False,False,False,False,False,False,False,False,False,False,4.5084914745530114e-05,0.0002059955440927297,1.5396011804114096e-05,7.599105616489346e-06,False,2.961002254229761,11.751600674818645,12.229400123723286,3095,0.3698630136986301,0.21951219512195122,-0.01028241403400898,0.03851715102791786,0.04789440333843231,False,0.00016502817607033649,1.5396011804114096e-05,-0.0001496321642662224,0.09329266600441742,0.0,,5.79270601272583,0.9673289656639099,,-1.074439287185669
