layer,js_divergence,kl_raw_to_norm_bits,l1_prob_diff,topk_jaccard_raw_norm@50,lens_artifact_score_v2,risk_tier
_summary,0.8653245594364534,4.930774932975086,1.8929306268692017,0.5625,1.0,high
0,1.2166025456108836e-05,3.4396787348766934e-05,4.782987525686622e-05,0.2987012987012987,,
1,0.7534851444892858,4.149695430128839,1.7382783889770508,0.6949152542372882,,
2,0.8041144291461847,5.255500191583379,1.7842376232147217,0.8181818181818182,,
3,0.9905297780780749,12.004521112899905,1.9933511018753052,0.42857142857142855,,
4,0.9970938399135556,14.400264204920555,1.9981234073638916,0.2987012987012987,,
5,0.8065962247894605,5.098296009909212,1.7930536270141602,0.5625,,
6,0.8095931084720702,5.072617968239489,1.8094232082366943,0.639344262295082,,
7,0.8688167101578854,5.601853644398878,1.8771477937698364,0.5625,,
8,0.8821715069626842,5.804981321437036,1.8929306268692017,0.639344262295082,,
9,0.9168296227472083,6.45467467815664,1.9284793138504028,0.2987012987012987,,
10,0.8690802735703327,5.256091811902347,1.8840937614440918,0.8181818181818182,,
11,0.886597867443603,5.442032574709181,1.908057689666748,0.7857142857142857,,
12,0.8522807932557399,4.566565209451106,1.8855814933776855,0.8518518518518519,,
13,0.8528232265365612,4.722705850412337,1.8847706317901611,0.8181818181818182,,
14,0.8638115420654877,4.930774932975086,1.8885602951049805,0.8518518518518519,,
15,0.8620034884569671,4.780700808040389,1.8968737125396729,0.8867924528301887,,
16,0.884039883485995,5.189056414249041,1.9099953174591064,0.8867924528301887,,
17,0.8799230917766292,4.989352223858958,1.898177981376648,0.8181818181818182,,
18,0.8115209909925797,3.9103361680334126,1.8565075397491455,0.8518518518518519,,
19,0.853048136848227,4.636296607139337,1.8637182712554932,0.7857142857142857,,
20,0.7371682689908456,3.5612409677978594,1.6925781965255737,0.8181818181818182,,
21,0.791244623416819,3.8935833380128666,1.7803044319152832,0.7857142857142857,,
22,0.7668176910386293,3.777443453885212,1.758424162864685,0.8518518518518519,,
23,0.8280332172845688,4.265920617651322,1.8542168140411377,0.7857142857142857,,
24,0.7861118441974811,3.727116170763228,1.8336937427520752,0.8518518518518519,,
25,0.7923780320816676,3.6938464709191194,1.8328591585159302,0.639344262295082,,
26,0.7997301399212331,3.6974429721139623,1.8458313941955566,0.6949152542372882,,
27,0.8203232780420517,3.9096014581489267,1.8669142723083496,0.4925373134328358,,
28,0.8473053781619415,4.223249658180448,1.8929204940795898,0.5151515151515151,,
29,0.8851148180495503,4.799742727143919,1.926659107208252,0.6666666666666666,,
30,0.8567652838726503,4.345786265024294,1.9016337394714355,0.5625,,
31,0.8874875336965162,4.800964147930347,1.9282395839691162,0.5873015873015873,,
32,0.9813156355754489,8.062861056734246,1.9915653467178345,0.28205128205128205,,
33,0.8386818670780414,4.243781978936355,1.8814514875411987,0.47058823529411764,,
34,0.8761328091299265,4.769787476947238,1.9130685329437256,0.4492753623188406,,
35,0.8653245594364534,4.577228821735203,1.9048168659210205,0.3888888888888889,,
36,0.9303843063879723,5.745999527358333,1.9611716270446777,0.3698630136986301,,
37,0.894281493340538,5.424169424694665,1.9060906171798706,0.3333333333333333,,
38,0.9340031653274277,5.912788990095689,1.9629019498825073,0.25,,
39,0.8299778251178747,4.033831406173168,1.8756911754608154,0.21951219512195122,,
40,0.9807249611610607,7.941996465222089,1.9917736053466797,0.1111111111111111,,
41,0.9244183572165297,5.531642415114739,1.9567577838897705,0.19047619047619047,,
42,0.9134257851169942,5.2901904681236145,1.9487886428833008,0.16279069767441862,,
43,0.8988988835509026,4.998455609534429,1.937432885169983,0.16279069767441862,,
44,0.9289445536262744,5.661200041697408,1.9601472616195679,0.20481927710843373,,
45,0.9370401209676885,5.860846789882103,1.9655814170837402,0.13636363636363635,,
46,1.0000000027478353,86.88482620950127,2.0,0.0,,
