fact_key,fact_index,prompt_id,prompt_variant,layer,pos,token,entropy,entropy_bits,top1,prob1,top2,prob2,top3,prob3,top4,prob4,top5,prob5,top6,prob6,top7,prob7,top8,prob8,top9,prob9,top10,prob10,top11,prob11,top12,prob12,top13,prob13,top14,prob14,top15,prob15,top16,prob16,top17,prob17,top18,prob18,top19,prob19,top20,prob20,rest_mass,copy_collapse,copy_strict@0.95,copy_strict@0.7,copy_strict@0.8,copy_strict@0.9,copy_soft_k1@0.5,copy_soft_k2@0.5,copy_soft_k3@0.5,entropy_collapse,is_answer,p_top1,p_top5,p_answer,answer_minus_uniform,semantic_margin_ok,teacher_entropy_bits,kl_to_final_bits,kl_to_final_bits_norm_temp,answer_rank,topk_jaccard_raw_norm@50,topk_jaccard_consecutive@50,cos_to_final,cos_to_answer,cos_to_prompt_max,geom_crossover,echo_mass_prompt,answer_mass,answer_minus_echo_mass,mass_ratio_ans_over_prompt,topk_prompt_mass@50,control_margin,resid_norm_ratio,delta_resid_cos,answer_logit_gap,answer_vs_top1_gap
Germany→Berlin,0,pos,orig,0,16,⟨NEXT⟩,15.908660888671875,15.908660888671875,xit,6.049309376976453e-05,nspin,5.461850741994567e-05,eeee,5.2279970987001434e-05,endo,5.204201806918718e-05,ika,5.146324110683054e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997291031686473,False,False,,,,False,False,False,False,False,6.049309376976453e-05,0.00027089682407677174,1.2310338206589222e-05,-3.3146617934107784e-06,,2.9413731863561847,12.131811664178901,,48899,,,-0.055409401655197144,,,,,,,,,,,,,-1.5920897722244263
Germany→Berlin,0,pos,orig,1,16,⟨NEXT⟩,15.91014289855957,15.91014289855957,xit,6.458159623434767e-05,逻,5.313324072631076e-05,nspin,5.291303023113869e-05,eeee,4.883149449597113e-05,ika,4.829773388337344e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997322429044289,False,False,,,,False,False,False,False,False,6.458159623434767e-05,0.0002677571028470993,1.24356502055889e-05,-3.1893497944111008e-06,,2.9413731863561847,12.135935120215988,,48527,,,-0.07807573676109314,,,,,,,,,,,,,-1.6473621129989624
Germany→Berlin,0,pos,orig,2,16,⟨NEXT⟩,15.910118103027344,15.910118103027344,xit,6.396091339411214e-05,逻,5.372780287871137e-05,nspin,5.3296040277928114e-05,eeee,4.904805246042088e-05,ika,4.895335223409347e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997310138387547,False,False,,,,False,False,False,False,False,6.396091339411214e-05,0.00026898615760728717,1.2484372746257577e-05,-3.1406272537424232e-06,,2.9413731863561847,12.134387276358224,,48264,,,-0.07511545717716217,,,,,,,,,,,,,-1.6337945610284805
Germany→Berlin,0,pos,orig,3,16,⟨NEXT⟩,15.909258842468262,15.909258842468262,xit,6.509424565592781e-05,nspin,5.668414814863354e-05,逻,5.5873984820209444e-05,endo,4.896627433481626e-05,upl,4.876936145592481e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997246119855845,False,False,,,,False,False,False,False,False,6.509424565592781e-05,0.00027538801077753305,1.2292896826693323e-05,-3.332103173306678e-06,,2.9413731863561847,12.125210282108183,,49231,,,-0.05098990350961685,,,,,,,,,,,,,-1.6668145060539246
Germany→Berlin,0,pos,orig,4,16,⟨NEXT⟩,15.909350395202637,15.909350395202637,xit,6.49688663543202e-05,nspin,5.48433126823511e-05,逻,5.4661108151776716e-05,宗,4.81399183627218e-05,upl,4.813003761228174e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997292567568365,False,False,,,,False,False,False,False,False,6.49688663543202e-05,0.00027074324316345155,1.2439722922863439e-05,-3.1852770771365616e-06,,2.9413731863561847,12.121216157024545,,48405,,,-0.043991293758153915,,,,,,,,,,,,,-1.6530133485794067
Germany→Berlin,0,pos,orig,5,16,⟨NEXT⟩,15.908377647399902,15.908377647399902,xit,6.307768489932641e-05,nspin,5.602263263426721e-05,逻,5.38510357728228e-05,upl,4.9109410610981286e-05,仿,4.799901580554433e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997299402202771,False,False,,,,False,False,False,False,False,6.307768489932641e-05,0.0002700597979128361,1.2064419024682138e-05,-3.560580975317862e-06,,2.9413731863561847,12.116551987533146,,50312,,,-0.0296965129673481,,,,,,,,,,,,,-1.654106467962265
Germany→Berlin,0,pos,orig,6,16,⟨NEXT⟩,15.902321815490723,15.902321815490723,xit,6.64253966533579e-05,nspin,5.7493412896292284e-05,逻,5.6673419749131426e-05,upl,5.60315529583022e-05,仿,5.013142799725756e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997132447897457,False,False,,,,False,False,False,False,False,6.64253966533579e-05,0.00028675521025434136,1.0273637599311769e-05,-5.351362400688231e-06,,2.9413731863561847,12.118893703307295,,57430,,,-0.016754496842622757,,,,,,,,,,,,,-1.8664982318878174
Germany→Berlin,0,pos,orig,7,16,⟨NEXT⟩,15.903109550476074,15.903109550476074,xit,6.809788465034217e-05,nspin,5.9462490753503516e-05,逻,5.235499338596128e-05,footnotes,4.921656000078656e-05,upl,4.896856262348592e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997218995085859,False,False,,,,False,False,False,False,False,6.809788465034217e-05,0.00027810048777610064,1.0239858966087922e-05,-5.385141033912078e-06,,2.9413731863561847,12.131963008911661,,57667,,,-0.049863528460264206,,,,,,,,,,,,,-1.8946583271026611
Germany→Berlin,0,pos,orig,8,16,⟨NEXT⟩,15.903498649597168,15.903498649597168,xit,7.759381696814671e-05,nspin,5.485938527272083e-05,crecy,5.3888790716882795e-05,逻,5.3674135415349156e-05, Version,4.9622867663856596e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999710361003963,False,False,,,,False,False,False,False,False,7.759381696814671e-05,0.0002896389923989773,1.070846883521881e-05,-4.916531164781191e-06,,2.9413731863561847,12.146732878967759,,55953,,,-0.0892801582813263,,,,,,,,,,,,,-1.980452835559845
Germany→Berlin,0,pos,orig,9,16,⟨NEXT⟩,15.898426055908203,15.898426055908203,xit,8.298188913613558e-05,crecy,5.887309816898778e-05,footnotes,5.6915483582997695e-05,POSE,5.621719901682809e-05,逻,5.557318218052387e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996894391479145,False,False,,,,False,False,False,False,False,8.298188913613558e-05,0.000310560833895579,9.87211569736246e-06,-5.75288430263754e-06,,2.9413731863561847,12.162368165722999,,58386,,,-0.10572077333927155,,,,,,,,,,,,,-2.1289082467556
