fact_key,fact_index,prompt_id,prompt_variant,layer,p_top1_raw,top1_token_id_raw,top1_token_str_raw,p_answer_raw,answer_rank_raw,p_top1_norm,top1_token_id_norm,top1_token_str_norm,p_answer_norm,answer_rank_norm,kl_norm_vs_raw_bits,kl_raw_to_norm_bits,js_divergence,entropy_bits_norm,entropy_bits_raw,entropy_gap_bits,l1_prob_diff,topk_jaccard_raw_norm@50,topk_jaccard_consecutive@50,norm_only_semantics
Germany→Berlin,0,pos,orig,0,7.009762612142367e-06,60762,PositiveButton,6.592234967683908e-06,59850,6.8847998591081705e-06,82,s,6.586356903426349e-06,67377,7.733748783547022e-05,7.814319464391905e-05,1.781970514369769e-05,17.21424021075421,17.214225076280933,13.078665588157111,0.008196987211704254,0.010101010101010102,,False
Germany→Berlin,0,pos,orig,1,7.553238901891746e-06,117462,普遍存在,6.556133484991733e-06,87027,7.176229701144621e-06,117367,下一篇,6.606012902921066e-06,54952,0.0003973097769268681,0.0004032954113937623,9.977059557274944e-05,17.214149403914554,17.214011817793864,13.078574781317457,0.018070129677653313,0.0,0.0,False
Germany→Berlin,0,pos,orig,2,8.232223080995027e-06,28038," )







",6.397131528501632e-06,111765,9.678963397163898e-05,127808,ولوج,6.5321878537361044e-06,68558,0.06078410776625011,0.05821127418163169,0.014570829697242422,17.142515190177175,17.213059721838686,13.006940567580077,0.21312345564365387,0.12359550561797752,0.010101010101010102,False
Germany→Berlin,0,pos,orig,3,8.832025741867255e-06,34908,erguson,6.402261988114333e-06,98422,0.00013430679973680526,139582,شدد,4.82068617202458e-06,99837,0.12218217209824908,0.1149055108978339,0.028941452778278098,17.063072964090626,17.211843460531785,12.927498341493528,0.32754260301589966,0.2345679012345679,0.35135135135135137,False
Germany→Berlin,0,pos,orig,4,9.591755770088639e-06,34908,erguson,6.417320491891587e-06,90174,0.0001303844474023208,79989,.myapplication,5.718201919080457e-06,79897,0.09349406857529435,0.08877810543369608,0.02228122845590469,17.089062982289015,17.210803309459365,12.953488359691917,0.2799398601055145,0.25,0.639344262295082,False
Germany→Berlin,0,pos,orig,5,1.0823627235367894e-05,79989,.myapplication,6.469731488323305e-06,78612,0.00019868738309014589,138591,ستحق,5.1266611080791336e-06,82687,0.15314258564681302,0.14455671726562036,0.036151055524615845,17.007232261147283,17.2087367659266,12.871657638550186,0.366167277097702,0.2987012987012987,0.5384615384615384,False
Germany→Berlin,0,pos,orig,6,1.2602614333445672e-05,79989,.myapplication,6.233279236766975e-06,93880,0.000126414728583768,79989,.myapplication,4.60012097391882e-06,100064,0.11318548015980792,0.10753655950739946,0.027047731655410814,17.03149970111463,17.204243203224856,12.895925078517532,0.31964102387428284,0.3698630136986301,0.5151515151515151,False
Germany→Berlin,0,pos,orig,7,1.532713940832764e-05,28038," )







",6.228819074749481e-06,85693,0.0002178626018576324,79989,.myapplication,4.398674263939029e-06,91912,0.16568588231351566,0.15579564376360108,0.039024849342942966,16.937199549854743,17.19786333480845,12.801624927257645,0.3854254186153412,0.3157894736842105,0.9230769230769231,False
Germany→Berlin,0,pos,orig,8,1.7031828974722885e-05,28038," )







",6.310330718406476e-06,77060,0.00031055277213454247,79989,.myapplication,3.7686238556489116e-06,92757,0.2550022235764604,0.23838369050840671,0.059308526181365326,16.79804632324983,17.19222230386015,12.662471700652734,0.48428577184677124,0.3157894736842105,0.6129032258064516,False
Germany→Berlin,0,pos,orig,9,1.9472036001388915e-05,28038," )







",6.327378287096508e-06,75111,0.0024206796661019325,138591,ستحق,2.3538812001788756e-06,88804,0.8007344541087779,0.6961067016689152,0.16400828292013223,16.120342496149505,17.18889822318427,11.984767873552407,0.8007622957229614,0.3157894736842105,0.7543859649122807,False
Germany→Berlin,0,pos,orig,10,2.1136849682079628e-05,140652,hế,6.5098497543658596e-06,66344,0.0008579478599131107,79989,.myapplication,2.792270379359252e-06,95769,0.47141945150124626,0.43273272811158636,0.10520590974194291,16.50081077155545,17.18562229765064,12.365236148958353,0.6485440135002136,0.3888888888888889,0.6129032258064516,False
Germany→Berlin,0,pos,orig,11,2.263616624986753e-05,140652,hế,7.0280102590913884e-06,48027,0.00039041589479893446,79989,.myapplication,4.082106897840276e-06,79022,0.2988975705344886,0.2784188008764938,0.06887973960115831,16.718039994068455,17.18400428487132,12.582465371471358,0.5211076140403748,0.42857142857142855,0.8181818181818182,False
Germany→Berlin,0,pos,orig,12,2.8904647479066625e-05,140652,hế,6.116942131484393e-06,82195,0.00031018396839499474,125788,かもしれ,3.979738721682224e-06,86422,0.23199500798114325,0.21924139803026674,0.054379433539685315,16.778096335749748,17.169925097141086,12.64252171315265,0.46109291911125183,0.26582278481012656,0.7543859649122807,False
Germany→Berlin,0,pos,orig,13,3.4022683394141495e-05,140652,hế,6.094512173149269e-06,77994,0.00044790515676140785,125788,かもしれ,3.410338422327186e-06,87138,0.2974021813852365,0.2813711840481929,0.06927467357380447,16.631440537983597,17.14776410068151,12.4958659153865,0.5277082920074463,0.2987012987012987,0.6666666666666666,False
Germany→Berlin,0,pos,orig,14,3.612605723901652e-05,140652,hế,5.169076757738367e-06,103787,0.0008552625076845288,125788,かもしれ,2.079848172797938e-06,106784,0.450799419593399,0.42691133035819384,0.10283711207474186,16.35947267735398,17.128043882002977,12.223898054756884,0.6462827920913696,0.3333333333333333,0.7857142857142857,False
Germany→Berlin,0,pos,orig,15,4.958937643095851e-05,140652,hế,5.584694918070454e-06,88296,0.0005694901919923723,127841,のではない,2.7810838219011202e-06,95136,0.3183006532048307,0.30340972886035666,0.07419951770656238,16.517048685519313,17.11951354252018,12.381474062922216,0.54693204164505,0.42857142857142855,0.7241379310344828,False
Germany→Berlin,0,pos,orig,16,6.241325900191441e-05,140652,hế,5.301998498907778e-06,93377,0.000522151414770633,138523,iéndo,2.5010222088894807e-06,101396,0.3106222942765784,0.2974810569284885,0.07273384930916249,16.49075872957782,17.102557429006314,12.355184106980722,0.5438236594200134,0.3333333333333333,0.8518518518518519,False
Germany→Berlin,0,pos,orig,17,6.49872818030417e-05,34908,erguson,5.752904144173954e-06,78538,0.0009709842852316797,138523,iéndo,1.6913243143790169e-06,110839,0.49325466982442745,0.47427290165303654,0.1128468248224277,16.21270268310766,17.086818952660558,12.077128060510564,0.6789793968200684,0.3157894736842105,0.8181818181818182,False
Germany→Berlin,0,pos,orig,18,9.05387569218874e-05,34908,erguson,6.107869921834208e-06,67941,0.001255583018064499,112050,有期徒,2.0379491161293117e-06,91931,0.517503836635119,0.4980344976485321,0.1176428727602918,16.109280572046007,17.05805794999147,11.97370594944891,0.6864922642707825,0.3333333333333333,0.7241379310344828,False
Germany→Berlin,0,pos,orig,19,0.00013450314872898161,34908,erguson,5.318918283592211e-06,83250,0.002300980966538191,112050,有期徒,1.4542250710292137e-06,95389,0.7209769838231979,0.6888374249735715,0.158066389821979,15.757386182185012,17.03752597320086,11.621811559587915,0.7904993295669556,0.3333333333333333,0.8867924528301887,False
Germany→Berlin,0,pos,orig,20,0.0001790835813153535,34908,erguson,5.0361131798126735e-06,86348,0.0012361053377389908,112050,有期徒,1.3936627283328562e-06,118984,0.45759441113332583,0.4473773518021935,0.10589331364852589,16.129037938977127,17.004752959252446,11.99346331638003,0.6545693278312683,0.3157894736842105,0.6129032258064516,False
Germany→Berlin,0,pos,orig,21,0.00022181768144946545,34908,erguson,3.8011987726349616e-06,106727,0.001134552643634379,112050,有期徒,1.3282877944220672e-06,124475,0.4042687824761999,0.4039359100554549,0.09512901089680595,16.155777801533276,16.93070548495816,12.020203178936178,0.6151122450828552,0.2987012987012987,0.8518518518518519,False
Germany→Berlin,0,pos,orig,22,0.00027620530454441905,140652,hế,3.1932936508383136e-06,114050,0.0014442334650084376,112050,有期徒,1.2186014828330372e-06,117268,0.376864765918081,0.3716325807265445,0.08827101190039816,15.979850556590279,16.861408859411313,11.844275933993181,0.5889708399772644,0.35135135135135137,0.6129032258064516,False
Germany→Berlin,0,pos,orig,23,0.0005941200070083141,140652,hế,2.4507367015758064e-06,122645,0.0006480494630523026,79989,.myapplication,1.6436221130788908e-06,125079,0.13578580630101503,0.13696133996640936,0.033353841012428775,16.401468088972265,16.757783120891037,12.265893466375168,0.3579126298427582,0.42857142857142855,0.7543859649122807,False
Germany→Berlin,0,pos,orig,24,0.0016205435385927558,140652,hế,1.5574443068544497e-06,135213,0.0013764440082013607,138523,iéndo,8.771277748564899e-07,135610,0.24010603226330368,0.24380314330890146,0.05803292817268696,15.998866334330877,16.598811989461908,11.86329171173378,0.465853750705719,0.3698630136986301,0.7857142857142857,False
Germany→Berlin,0,pos,orig,25,0.003733637509867549,140652,hế,1.0079647836391814e-06,138137,0.0035341528709977865,140652,hế,4.6647923568343685e-07,134238,0.3158620467047529,0.3128769008380644,0.07398494785177967,15.350594930168606,16.313459751011543,11.21502030757151,0.5063856840133667,0.35135135135135137,0.7543859649122807,False
Germany→Berlin,0,pos,orig,26,0.009197410196065903,140652,hế,8.880519430931599e-07,132578,0.0017321502091363072,138523,iéndo,8.110182534437627e-07,136306,0.13949651472494667,0.1546621061117643,0.03493605990253526,15.943514062115984,15.993128993098095,11.807939439518886,0.3252585828304291,0.4084507042253521,0.8181818181818182,False
Germany→Berlin,0,pos,orig,27,0.014852519147098064,140652,hế,8.706565495231189e-07,126375,0.002184494398534298,138523,iéndo,6.97426003171131e-07,134412,0.19372009704897433,0.22591600171458964,0.04859485082249315,15.75586723141259,15.785175826842028,11.620292608815493,0.38374215364456177,0.3698630136986301,0.8518518518518519,False
Germany→Berlin,0,pos,orig,28,0.015560222789645195,140652,hế,9.922971457854146e-07,117936,0.002048582537099719,79989,.myapplication,7.883645594120026e-07,128694,0.19258692486027065,0.2256501810298498,0.04847719319147163,15.749986800614291,15.712494582726197,11.614412178017194,0.3828064501285553,0.42857142857142855,0.8867924528301887,False
Germany→Berlin,0,pos,orig,29,0.021190866827964783,140652,hế,1.0658017117748386e-06,111087,0.0022486683446913958,79989,.myapplication,1.0016455007644254e-06,123441,0.1757201778313592,0.21541510651603962,0.04510056644129884,15.88490650228556,15.554595247177243,11.749331879688462,0.3614034354686737,0.3888888888888889,0.7857142857142857,False
Germany→Berlin,0,pos,orig,30,0.03483381122350693,140652,hế,1.0699744734665728e-06,112661,0.0013690998312085867,79989,.myapplication,1.2132923075114377e-06,125240,0.20336546455080728,0.304626506115211,0.053815811458831936,16.122501222383132,15.498761423539934,11.986926599786035,0.38133713603019714,0.3698630136986301,0.8518518518518519,False
Germany→Berlin,0,pos,orig,31,0.028073212131857872,140652,hế,1.2734745951092918e-06,107292,0.0011658139992505312,79989,.myapplication,1.3043621720498777e-06,122958,0.18763133076698424,0.261833245481743,0.049149379320682154,16.169997327106614,15.64982410475179,12.034422704509517,0.3726647198200226,0.3157894736842105,0.8181818181818182,False
Germany→Berlin,0,pos,orig,32,0.03033609874546528,140652,hế,2.031013082159916e-06,85739,0.0010336964624002576,79989,.myapplication,1.5753646493976703e-06,111471,0.18949482728257686,0.2679595469772839,0.04988400993191494,16.17077056110489,15.65793067898286,12.035195938507794,0.37781432271003723,0.3888888888888889,0.8181818181818182,False
Germany→Berlin,0,pos,orig,33,0.03904731199145317,140652,hế,2.700251343412674e-06,69258,0.0006606507813557982,140652,hế,2.532891812734306e-06,95606,0.23739779996233568,0.36640615695381185,0.06263546606881229,16.419062602086132,15.472695732975167,12.283487979489035,0.41267916560173035,0.3698630136986301,0.8181818181818182,False
