prompt_id,prompt_variant,layer,pos,token,entropy,top1,prob1,top2,prob2,top3,prob3,top4,prob4,top5,prob5,top6,prob6,top7,prob7,top8,prob8,top9,prob9,top10,prob10,top11,prob11,top12,prob12,top13,prob13,top14,prob14,top15,prob15,top16,prob16,top17,prob17,top18,prob18,top19,prob19,top20,prob20,rest_mass
pos,orig,0,0,Give,17.212867736816406, TreeMap,7.182773060776526e-06,当之,7.181247383414302e-06,ANTE,7.141856713133166e-06, Thief,7.135931355151115e-06,neys,7.131236543500563e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999964226954944
pos,orig,0,1, the,17.213041305541992,_MARKER,7.122205261111958e-06,anon,6.981443675613264e-06,邈,6.9799584707652684e-06,Marker,6.978042620175984e-06,isnan,6.974449206609279e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999649639007657
pos,orig,0,2, city,17.212858200073242,舵,7.1728341026755515e-06,__.__,7.157227173593128e-06,鸾,7.154711056500673e-06,灯光,7.123383056750754e-06,口水,7.113609626685502e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999642782349838
pos,orig,0,3, name,17.212833404541016,看书,7.2319489845540375e-06,lix,7.169623586378293e-06,ressing,7.1601211857341696e-06,ассив,7.1595445660932455e-06,athon,7.1081926762417424e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999964170569001
pos,orig,0,4, only,17.212928771972656,这样才能,7.1526433202961925e-06,不舍,7.15052829036722e-06,直辖,7.141399237298174e-06,趋于,7.12591509000049e-06,ég,7.124656804080587e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999964304857258
pos,orig,0,5,",",17.213054656982422,เอง,6.893471891089575e-06,ocl,6.893005775054917e-06,还可以,6.883672995172674e-06,nown,6.8792364800174255e-06,etheless,6.873972324683564e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999965576640534
pos,orig,0,6, plain,17.212820053100586,OrCreate,7.233275482576573e-06,拈,7.215305231511593e-06,计较,7.180884040280944e-06, rele,7.124558578652795e-06,본,7.110391834430629e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999641355848325
pos,orig,0,7, text,17.212827682495117,双向,7.1627650868322235e-06,OfDay,7.140365596569609e-06,ipro,7.1377962740371e-06,冰,7.123576324374881e-06,隍,7.123249815776944e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999643122469024
pos,orig,0,8,.,17.21304702758789,ksi,6.971076345507754e-06,指纹,6.920850410097046e-06,丛林,6.912864591868129e-06,切成,6.91243440087419e-06,jango,6.909466264914954e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999653733079867
pos,orig,0,9, The,17.21290397644043,治理,7.103394636942539e-06,nge,7.087418453011196e-06,orum,7.086125606292626e-06,irl,7.085405286488822e-06,硒,7.075130724842893e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999645625252924
pos,orig,0,10, capital,17.212926864624023,ibus,7.2674542934692e-06,坏,7.202600954769878e-06,rum,7.1615672823099885e-06,ayne,7.14598354534246e-06,眉,7.129377081582788e-06,旖,7.112943876563804e-06,蛾,7.112716957635712e-06,ushed,7.101997198333265e-06,unsubscribe,7.1008867053024005e-06,Born,7.095778983057244e-06,_PB,7.0919750214670785e-06,ascar,7.0891792347538285e-06,趄,7.087383437465178e-06,Cod,7.084526259859558e-06,rosse,7.083528544171713e-06,兵团,7.082979664119193e-06,帏,7.082112460921053e-06,recall,7.078136150084902e-06,fir,7.072967946442077e-06,ILI,7.069651019264711e-06,0.9998577462533831
pos,orig,0,11, of,17.212997436523438,枢,7.085796823957935e-06,yssey,7.0131059146660846e-06,十字,7.010004537733039e-06,巴士,7.0058563323982526e-06,萃,7.005215138633503e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999648800212526
pos,orig,0,12, Germany,17.212852478027344,病房,7.149131761252647e-06,伪装,7.135361101973103e-06,timezone,7.111795639502816e-06,PU,7.109037142072339e-06,力气,7.108772479114123e-06,痕迹,7.104690666892566e-06,爱国,7.096472472767346e-06,phia,7.0932205744611565e-06,ansa,7.083817308739526e-06,opher,7.081267540343106e-06,入侵,7.079044280544622e-06,iversary,7.077128884702688e-06, metam,7.0696373768441845e-06,驿站,7.067576916597318e-06,.direction,7.067154911055695e-06,Cancellation,7.060356438159943e-06,舞台上,7.0603291533188894e-06,打扮,7.059300514811184e-06,专区,7.058219580358127e-06, bored,7.056702997942921e-06,0.9998582709822585
pos,orig,0,13, is,17.212934494018555,otope,7.153774731705198e-06,ottage,7.088768597895978e-06,omap,7.046246992103988e-06,萱,7.043533514661249e-06,ylon,7.035797807475319e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999646318783562
pos,orig,0,14, called,17.212833404541016,在过渡,7.224878117995104e-06,植被,7.163910140661756e-06,重工,7.1446170295530465e-06,长城,7.138125511119142e-06,与时俱,7.130744052119553e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999641977251486
pos,orig,0,15, simply,17.212854385375977,梳,7.23783432476921e-06,深入了解,7.195487341959961e-06,alink,7.131498023227323e-06,勒,7.129930963856168e-06,卟,7.127295702957781e-06,.encoding,7.120594545995118e-06,营销,7.114917934814002e-06,.Append,7.1045801632863e-06, sle,7.102619292709278e-06,事业部,7.100786206137855e-06,移动端,7.096462468325626e-06,ugal,7.092384294082876e-06,微笑,7.086064215400256e-06,夫妻,7.085171546350466e-06,�,7.08294192008907e-06,甸,7.080682280502515e-06,.mm,7.079447641444858e-06,谲,7.079376246110769e-06,istro,7.077962891344214e-06,agle,7.075167559378315e-06,0.9998577987944373
