prompt_id,prompt_variant,layer,lens,p_top1,top1_token_id,top1_token_str,p_answer,answer_rank,kl_norm_vs_raw_bits
pos,orig,21,norm,8.925724978325889e-05,364, ',2.07768189284252e-05,897,0.048163961726900975
pos,orig,21,raw,2.8586793632712215e-05,364, ',1.3394698726187926e-05,742,0.048163961726900975
pos,orig,22,norm,8.058527600951493e-05,35511,tons,3.136312443530187e-05,111,0.057976813458385124
pos,orig,22,raw,3.1745992600917816e-05,5042, simply,1.8551008906797506e-05,109,0.057976813458385124
pos,orig,23,norm,7.86720120231621e-05,35511,tons,3.5774719435721636e-05,56,0.05216416532235528
pos,orig,23,raw,3.915344859706238e-05,123684,واء,2.1226365788606927e-05,84,0.05216416532235528
pos,orig,24,norm,8.008148142835125e-05,6864, capital,5.143837915966287e-05,7,0.06915390681892282
pos,orig,24,raw,5.79730149183888e-05,115235, in,3.098792512901127e-05,37,0.06915390681892282
pos,orig,25,norm,0.00013230618787929416,20437, Berlin,0.00013230618787929416,1,0.05389494497606019
pos,orig,25,raw,7.161776011344045e-05,115235, in,6.348047463689e-05,3,0.05389494497606019
pos,orig,26,norm,0.00017179483256768435,20437, Berlin,0.00017179483256768435,1,0.06939394622940676
pos,orig,26,raw,0.00010787426435854286,20437, Berlin,0.00010787426435854286,1,0.06939394622940676
pos,orig,27,norm,0.0001844052312662825,20437, Berlin,0.0001844052312662825,1,0.09844059058374774
pos,orig,27,raw,0.00014634364924859256,115235, in,0.0001291677326662466,3,0.09844059058374774
pos,orig,28,norm,0.00015829174662940204,20437, Berlin,0.00015829174662940204,1,0.11337162988153555
pos,orig,28,raw,0.00022074086882639676,115235, in,0.00014407289563678205,5,0.11337162988153555
pos,orig,29,norm,0.0001591120526427403,20437, Berlin,0.0001591120526427403,1,0.12141520471781071
pos,orig,29,raw,0.0004604065034072846,115235, in,0.00016212608898058534,7,0.12141520471781071
pos,orig,30,norm,0.00017104884318541735,20437, Berlin,0.00017104884318541735,1,0.19080514160166923
pos,orig,30,raw,0.000920063117519021,115235, in,0.0002916176454164088,8,0.19080514160166923
pos,orig,31,norm,0.00013926524843554944,25,:,0.000120153883472085,3,0.4228603650084458
pos,orig,31,raw,0.002225560136139393,90578,"…
",0.0005971337668597698,14,0.4228603650084458
