prompt_id,prompt_variant,layer,pos,token,entropy,top1,prob1,top2,prob2,top3,prob3,top4,prob4,top5,prob5,top6,prob6,top7,prob7,top8,prob8,top9,prob9,top10,prob10,top11,prob11,top12,prob12,top13,prob13,top14,prob14,top15,prob15,top16,prob16,top17,prob17,top18,prob18,top19,prob19,top20,prob20,rest_mass,copy_collapse,copy_strict@0.95,copy_strict@0.7,copy_strict@0.8,copy_strict@0.9,copy_soft_k1@0.5,copy_soft_k2@0.5,copy_soft_k3@0.5,entropy_collapse,is_answer,p_top1,p_top5,p_answer,teacher_entropy_bits,kl_to_final_bits,kl_to_final_bits_norm_temp,answer_rank,cos_to_final,cos_to_answer,cos_to_prompt_max,geom_crossover,echo_mass_prompt,answer_mass,answer_minus_echo_mass,mass_ratio_ans_over_prompt,topk_prompt_mass@50,control_margin,resid_norm_ratio,delta_resid_cos,answer_logit_gap,answer_vs_top1_gap
pos,orig,0,16,⟨NEXT⟩,16.7889347076416,ſelf,0.0017402993980795145, itſelf,0.0017257767030969262, ſtand,0.0013433456188067794,AddTagHelper,0.001056648325175047,contentLoaded,0.0009708600700832903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9931630698847584,False,False,,,,False,False,False,False,False,0.0017402993980795145,0.00683693028986454,2.8250040031707613e-06,2.9366900987731905,28.478868570001794,,92639,-0.23064644634723663,,,,,,,,,,,,,-6.423302814364433
pos,orig,1,16,⟨NEXT⟩,15.165678024291992,AddTagHelper,0.02368520200252533,saraba,0.006624304223805666,ScopeManager,0.006433220114558935, Biôgrafia,0.004259123932570219, saites,0.00315672904253006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9558414206840098,False,False,,,,False,False,False,False,False,0.02368520200252533,0.04415857791900635,1.0611471452648402e-06,2.9366900987731905,32.23208585975587,,114271,-0.245848149061203,,,,,,,,,,,,,-10.013255059719086
pos,orig,2,16,⟨NEXT⟩,14.737468719482422,ScopeManager,0.026958253234624863,AddTagHelper,0.0220852829515934, Biôgrafia,0.020200718194246292, iconFacebook,0.0036716351751238108,AndEndTag,0.0035807208623737097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9235033895820379,False,False,,,,False,False,False,False,False,0.026958253234624863,0.07649660855531693,2.164250417990843e-06,2.9366900987731905,32.4702501863931,,67023,-0.13857102394104004,,,,,,,,,,,,,-9.429970681667328
pos,orig,3,16,⟨NEXT⟩,16.717710494995117,AndEndTag,0.001409085700288415, kasarigan,0.0009376782109029591,InputBorder,0.0008502008276991546,enumi,0.0007783142500557005,ScopeManager,0.0007442143396474421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9952805066714063,False,False,,,,False,False,False,False,False,0.001409085700288415,0.004719492979347706,3.574591801225324e-06,2.9366900987731905,27.188613447392797,,70610,-0.04429232329130173,,,,,,,,,,,,,-5.976845055818558
pos,orig,4,16,⟨NEXT⟩,16.39185333251953,AndEndTag,0.0033314344473183155,contentLoaded,0.002928993431851268, CreateTagHelper,0.0025711040943861008, skjer,0.0010886132949963212, résine,0.0009751521283760667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9891047026030719,False,False,,,,False,False,False,False,False,0.0033314344473183155,0.01089529786258936,2.218819872723543e-06,2.9366900987731905,29.0730892666509,,96841,-0.19604018330574036,,,,,,,,,,,,,-7.314182728528976
pos,orig,5,16,⟨NEXT⟩,16.02606964111328,AndEndTag,0.002282153582200408,contentLoaded,0.002048113150522113,jména,0.0016581626841798425,"*/),",0.001435222802683711,$​,0.0012427743058651686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9913335734745488,False,False,,,,False,False,False,False,False,0.002282153582200408,0.008666425943374634,1.4869137885398231e-06,2.9366900987731905,29.961579158232308,,111533,-0.20229008793830872,,,,,,,,,,,,,-7.336172327399254
pos,orig,6,16,⟨NEXT⟩,16.62709617614746,AndEndTag,0.006139117293059826, AssemblyCulture,0.0016286273021250963, Roskov,0.0014501261757686734, ***!,0.0012331262696534395,enfance,0.0011916247894987464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9883573781698942,False,False,,,,False,False,False,False,False,0.006139117293059826,0.011642621830105782,1.9345600321685197e-06,2.9366900987731905,28.753363887668492,,120003,-0.20505619049072266,,,,,,,,,,,,,-8.062556132674217
pos,orig,7,16,⟨NEXT⟩,15.728463172912598,OGND,0.018197549507021904,AndEndTag,0.004061030223965645,jména,0.003916126675903797,enfance,0.0031573616433888674, autocollant,0.001841546269133687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9688263856805861,False,False,,,,False,False,False,False,False,0.018197549507021904,0.031173616647720337,9.886949783322052e-07,2.9366900987731905,30.552869270510715,,136475,-0.13873574137687683,,,,,,,,,,,,,-9.820411562919617
pos,orig,8,16,⟨NEXT⟩,16.95453453063965,OGND,0.003351407591253519,AndEndTag,0.002761830808594823,contentLoaded,0.0010216907830908895, CreateTagHelper,0.0008498725364916027, Roskov,0.0005997942062094808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9914154040743597,False,False,,,,False,False,False,False,False,0.003351407591253519,0.00858459621667862,4.420551249495475e-06,2.9366900987731905,27.40999501902823,,61390,-0.11707890778779984,,,,,,,,,,,,,-6.630871087312698
pos,orig,9,16,⟨NEXT⟩,16.538406372070312,OGND,0.010205129161477089,AndEndTag,0.008602640591561794,contentLoaded,0.0019538241904228926, صوتيه,0.0010735958348959684,AddTagHelper,0.0009197040344588459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9772451061871834,False,False,,,,False,False,False,False,False,0.010205129161477089,0.022754892706871033,3.997628482466098e-06,2.9366900987731905,27.667113209651752,,62234,-0.06898370385169983,,,,,,,,,,,,,-7.844944477081299
