layer,pos,token,entropy,top1,prob1,top2,prob2,top3,prob3,top4,prob4,top5,prob5,top6,prob6,top7,prob7,top8,prob8,top9,prob9,top10,prob10,top11,prob11,top12,prob12,top13,prob13,top14,prob14,top15,prob15,top16,prob16,top17,prob17,top18,prob18,top19,prob19,top20,prob20,rest_mass,copy_collapse,entropy_collapse,is_answer
0,16,⟨NEXT⟩,6.114640956424241e-16, simply,1.0,simply,1.0850208331377482e-17,Simply,2.7405512910890037e-31, Simply,1.9655894780918887e-31, simplemente,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,True,True,False
1,16,⟨NEXT⟩,9.97372451570277e-13, simply,1.0,simply,2.1982781805811313e-14,Simply,2.851850501509741e-26, Simply,2.5420761484975225e-27, simplemente,2.6409163899133066e-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,True,True,False
2,16,⟨NEXT⟩,1.4016844328628311e-07, simply,1.0,simply,5.0877222435019576e-09,Simply,2.6004338641945222e-20, Simply,1.086045533171469e-21, simplemente,1.0039355726419191e-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,True,True,False
3,16,⟨NEXT⟩,2.948108593507407e-07, simply,1.0,simply,1.1159846380337513e-08,Simply,1.438511422110548e-16, Simply,2.522440955866155e-17, simplemente,1.3939403173728327e-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,True,True,False
4,16,⟨NEXT⟩,3.224135158496122e-05, simply,0.9999984502792358,simply,1.5551336218777578e-06,Simply,1.3236873890824091e-13, Simply,9.848523906119677e-14, simplemente,4.8428231947815316e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,True,True,False
5,16,⟨NEXT⟩,1.7985477514054107e-05, simply,0.9999991655349731,simply,8.305895562443766e-07,Simply,1.2196886556292696e-10, Simply,5.503293133701792e-12, simplemente,2.4287893867102487e-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.74799846714069e-09,True,True,False
6,16,⟨NEXT⟩,0.005053804248615823, simply,0.9996035695075989,simply,0.0003961712645832449,Simply,1.9600426526267256e-07, Simply,8.431867648539537e-09, simplemente,2.899077665755555e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.479165599009406e-08,True,True,False
7,16,⟨NEXT⟩,0.0013389060988947081, simply,0.9999105930328369,simply,8.844851981848478e-05,Simply,7.29073917682399e-07, Simply,1.8466110418557946e-07, simplemente,2.28804307314881e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.471209391621045e-08,True,True,False
8,16,⟨NEXT⟩,0.0010696495400532918, simply,0.999932050704956,Simply,6.262848182814196e-05,simply,4.605600224749651e-06, Simply,7.632348797415034e-07, simplemente,5.306212066957805e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,True,True,False
9,16,⟨NEXT⟩,0.0035331843711327283, simply,0.999743640422821,Simply,0.0002361956430831924,simply,1.9388562577660196e-05, Simply,6.947649353605811e-07, simple,8.961849595756632e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.971039783782885e-08,True,True,False
10,16,⟨NEXT⟩,0.009238135426035658, simply,0.9992849230766296,simply,0.0003857213305309415,Simply,0.0003267311258241534, Simply,2.5977110453823116e-06, simplemente,4.167452516412595e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,True,True,False
11,16,⟨NEXT⟩,0.0126058755101709, simply,0.998915433883667,simply,0.0010322083253413439,Simply,3.175579695380293e-05, Simply,1.9594055629568174e-05, simplemente,8.381512088817544e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6978719941107556e-07,True,True,False
12,16,⟨NEXT⟩,0.0008156430893072546, simply,0.9999511241912842,Simply,3.7482011975953355e-05,simply,1.0634821592248045e-05, Simply,7.441537377417262e-07, simplemente,6.397108620603831e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,True,True,False
13,16,⟨NEXT⟩,0.0005365005091858096, simply,0.9999692440032959,Simply,2.0031837266287766e-05,simply,1.0057090548798442e-05, Simply,3.711386113991466e-07, simple,1.0055391896912624e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9537635864708136e-07,True,True,False
14,16,⟨NEXT⟩,0.0005676292430281224, simply,0.9999676942825317,Simply,2.137121555279009e-05,simply,9.514001249044668e-06, Simply,3.846524805339868e-07, simple,3.7544685937973554e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.60401326513238e-07,True,True,False
15,16,⟨NEXT⟩,0.004125275626968973, simply,0.9997350573539734,Simply,0.0001170231553260237,simply,7.168041338445619e-05, simple,3.841696889139712e-05, Simply,9.139496796706226e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86826116280281e-05,True,True,False
16,16,⟨NEXT⟩,0.01827003140693977, simply,0.9984477758407593,Simply,0.001321147894486785,"

",9.749502351041883e-05,"
",4.010677366750315e-05,simply,3.228834975743666e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.118611781857908e-05,True,True,False
17,16,⟨NEXT⟩,0.02012287171625118, simply,0.9983367919921875,Simply,0.0012545237550511956,simply,0.0001719210558803752,"

",0.0001326060009887442,"
",2.3107109882403165e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.105008600978181e-05,True,True,False
