prompt_id,prompt_variant,layer,pos,token,entropy,top1,prob1,top2,prob2,top3,prob3,top4,prob4,top5,prob5,top6,prob6,top7,prob7,top8,prob8,top9,prob9,top10,prob10,top11,prob11,top12,prob12,top13,prob13,top14,prob14,top15,prob15,top16,prob16,top17,prob17,top18,prob18,top19,prob19,top20,prob20,rest_mass,copy_collapse,copy_strict@0.95,copy_soft_k1@0.5,copy_soft_k2@0.5,copy_soft_k3@0.5,entropy_collapse,is_answer,p_top1,p_top5,p_answer,kl_to_final_bits,answer_rank,cos_to_final,control_margin
pos,orig,0,16,⟨NEXT⟩,17.887134552001953, assuredly,1.5783909475430846e-05, Prevents,1.553134643472731e-05, perdita,1.4757851204194594e-05, JG,1.4749263755220454e-05,jard,1.4181714504957199e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999249959146255,False,False,False,False,False,False,False,1.5783909475430846e-05,7.50040853745304e-05,5.105523086967878e-06,19.427169872491312,42142,-0.08946947753429413,
pos,orig,1,16,⟨NEXT⟩,17.88616180419922, Prevents,1.581561991770286e-05, assuredly,1.566858554724604e-05, perdita,1.4459079466178082e-05, впли,1.4109730727795977e-05, overwhel,1.3912899703427684e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999260340846376,False,False,False,False,False,False,False,1.581561991770286e-05,7.396591536235064e-05,5.364842309063533e-06,19.42923228844046,33609,-0.10212638974189758,
pos,orig,2,16,⟨NEXT⟩,17.88685417175293, Prevents,1.572557994222734e-05, assuredly,1.5644081940990873e-05, perdita,1.424911715730559e-05, впли,1.3862949344911613e-05, 의미,1.3813690202368889e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999267045814122,False,False,False,False,False,False,False,1.572557994222734e-05,7.329542131628841e-05,5.264661922410596e-06,19.424097574416297,36622,-0.10231472551822662,
pos,orig,3,16,⟨NEXT⟩,17.887310028076172, assuredly,1.562018587719649e-05, Prevents,1.5437790352734737e-05, perdita,1.4512195775751024e-05, JG,1.402297039021505e-05,ﻨ,1.3919982848165091e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999264868747559,False,False,False,False,False,False,False,1.562018587719649e-05,7.35131252440624e-05,5.30474380866508e-06,19.424192508839575,35174,-0.09921067208051682,
pos,orig,4,16,⟨NEXT⟩,17.887332916259766, assuredly,1.5845298548811115e-05, Prevents,1.5523795809713192e-05, perdita,1.4534431102219969e-05,ﻨ,1.4052257938601542e-05, JG,1.4022964023752138e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999260212525769,False,False,False,False,False,False,False,1.5845298548811115e-05,7.397875015158206e-05,5.298581982060568e-06,19.42309457159647,35395,-0.09977195411920547,
pos,orig,5,16,⟨NEXT⟩,17.882953643798828, Prevents,1.5748122677905485e-05, tông,1.4797983567405026e-05,Vivo,1.4756269592908211e-05,还,1.4534943147737067e-05, lunghezza,1.4528739484376274e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999256339415297,False,False,False,False,False,False,False,1.5748122677905485e-05,7.436605665134266e-05,5.63673029319034e-06,19.40166553329896,27049,-0.13262143731117249,
pos,orig,6,16,⟨NEXT⟩,17.88654899597168, Prevents,1.6196614524233155e-05, assuredly,1.4626619304181077e-05, 의미,1.4143203770800028e-05, впли,1.406618412147509e-05,ttar,1.4015548913448583e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999269518293659,False,False,False,False,False,False,False,1.6196614524233155e-05,7.304816972464323e-05,5.558930752158631e-06,19.416465672301612,28029,-0.10554517805576324,
pos,orig,7,16,⟨NEXT⟩,17.885095596313477, Prevents,1.6216581570915878e-05, впли,1.4559575902239885e-05, 의미,1.4518073840008583e-05, assuredly,1.4210299923433922e-05, ahorro,1.3955665053799748e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999265398037096,False,False,False,False,False,False,False,1.6216581570915878e-05,7.346019992837682e-05,5.472779776027892e-06,19.434551367866344,30746,-0.10585690289735794,
pos,orig,8,16,⟨NEXT⟩,17.887365341186523, Prevents,1.5928830180200748e-05, assuredly,1.5151559637160972e-05, JG,1.4549383195117116e-05, впли,1.447211343474919e-05, 의미,1.438241724827094e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999255156963045,False,False,False,False,False,False,False,1.5928830180200748e-05,7.448430551448837e-05,5.506491561391158e-06,19.437846555456876,29240,-0.09916861355304718,
pos,orig,9,16,⟨NEXT⟩,17.886262893676758, Prevents,1.5831872588023543e-05, assuredly,1.4699954590469133e-05, впли,1.4362177353177685e-05, 의미,1.4100239241088275e-05,naval,1.3686860256711952e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999273188959705,False,False,False,False,False,False,False,1.5831872588023543e-05,7.268110493896529e-05,5.405594492913224e-06,19.42630445579217,32417,-0.10932551324367523,
pos,orig,10,16,⟨NEXT⟩,17.885011672973633, Prevents,1.6039210095186718e-05, assuredly,1.4685916539747268e-05,brass,1.4119304069026839e-05, 의미,1.3910603229305707e-05, Charcoal,1.382527443638537e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999274196916303,False,False,False,False,False,False,False,1.6039210095186718e-05,7.258031109813601e-05,5.469650659506442e-06,19.427567496380107,30775,-0.12362941354513168,
pos,orig,11,16,⟨NEXT⟩,17.887248992919922, Prevents,1.5862191503401846e-05, assuredly,1.5617239114362746e-05, JG,1.4832724446023349e-05, perdita,1.430479187547462e-05, впли,1.415502902091248e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999252280240398,False,False,False,False,False,False,False,1.5862191503401846e-05,7.477197505068034e-05,5.544778559851693e-06,19.432322472711164,28218,-0.0947820395231247,
pos,orig,12,16,⟨NEXT⟩,17.887096405029297, Prevents,1.6428373783128336e-05, assuredly,1.5289975635823794e-05, впли,1.4305631339084357e-05, JG,1.4216825547919143e-05, perdita,1.4197942618920933e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999255612510751,False,False,False,False,False,False,False,1.6428373783128336e-05,7.443875074386597e-05,5.153534402779769e-06,19.43417438189565,40366,-0.10335748642683029,
pos,orig,13,16,⟨NEXT⟩,17.88716697692871, Prevents,1.5931424059090205e-05, assuredly,1.5441022696904838e-05, perdita,1.4884461052133702e-05, впли,1.4193823517416604e-05, JG,1.4042908333067317e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999255063603414,False,False,False,False,False,False,False,1.5931424059090205e-05,7.449364056810737e-05,5.241056896920782e-06,19.422091568776636,37339,-0.10458658635616302,
pos,orig,14,16,⟨NEXT⟩,17.887454986572266, Prevents,1.5523090041824616e-05, assuredly,1.5420651834574528e-05, perdita,1.4912911865394562e-05, впли,1.4254465895646717e-05, JG,1.3701216630579438e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999926187663732,False,False,False,False,False,False,False,1.5523090041824616e-05,7.381233444903046e-05,5.374760803533718e-06,19.422296572096464,32959,-0.10738663375377655,
pos,orig,15,16,⟨NEXT⟩,17.88750457763672, perdita,1.5198838809737936e-05, Prevents,1.4926696167094633e-05, assuredly,1.489418627897976e-05, впли,1.4794746675761417e-05, JG,1.40972251756466e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999260883068928,False,False,False,False,False,False,False,1.5198838809737936e-05,7.391169492620975e-05,5.569411769101862e-06,19.41799012651886,27434,-0.08636695146560669,
pos,orig,16,16,⟨NEXT⟩,17.887285232543945, Prevents,1.519459874543827e-05, впли,1.4823985111434013e-05, perdita,1.4732047930010594e-05, assuredly,1.4516102964989841e-05, JG,1.4104040019446984e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999266292252287,False,False,False,False,False,False,False,1.519459874543827e-05,7.33707711333409e-05,5.174924808670767e-06,19.430798018493913,39562,-0.09205953776836395,
pos,orig,17,16,⟨NEXT⟩,17.887279510498047, assuredly,1.565772072353866e-05, Prevents,1.545792110846378e-05, впли,1.4436437595577445e-05, perdita,1.4338073015096597e-05,ucson,1.3944470993010327e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999261653765643,False,False,False,False,False,False,False,1.565772072353866e-05,7.383462798316032e-05,5.2322734518384095e-06,19.434752243602553,37505,-0.09649884700775146,
pos,orig,18,16,⟨NEXT⟩,17.887392044067383, assuredly,1.616334884602111e-05, впли,1.4892686522216536e-05, Prevents,1.4793936315982137e-05,ucson,1.4498632481263485e-05, perdita,1.4301314877229743e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999253500809573,False,False,False,False,False,False,False,1.616334884602111e-05,7.464992086170241e-05,5.198563030717196e-06,19.43134973883788,38664,-0.09149588644504547,
pos,orig,19,16,⟨NEXT⟩,17.88677978515625, assuredly,1.5447387340827845e-05, Prevents,1.49082115967758e-05, впли,1.450270792702213e-05, perdita,1.4383583220478613e-05,ucson,1.4339983863465022e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999264181260514,False,False,False,False,False,False,False,1.5447387340827845e-05,7.358187576755881e-05,5.104050615045708e-06,19.445966888300013,42247,-0.09849847853183746,
pos,orig,20,16,⟨NEXT⟩,17.887386322021484, Prevents,1.536852323624771e-05, assuredly,1.5247730516421143e-05, perdita,1.452702872484224e-05, впли,1.4514440408675e-05,incon,1.3996088455314748e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999263461886585,False,False,False,False,False,False,False,1.536852323624771e-05,7.365380588453263e-05,4.994803020963445e-06,19.43426518873531,46388,-0.08892185240983963,
pos,orig,21,16,⟨NEXT⟩,17.887664794921875, Prevents,1.5634706869604997e-05, perdita,1.4720453691552393e-05, assuredly,1.4492466107185464e-05, впли,1.4488269698631484e-05,ucson,1.399774646415608e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999266663571689,False,False,False,False,False,False,False,1.5634706869604997e-05,7.333364192163572e-05,5.0823782657971606e-06,19.42831183729304,42878,-0.09347420930862427,
pos,orig,22,16,⟨NEXT⟩,17.887155532836914, Prevents,1.5233687918225769e-05, perdita,1.5152511878113728e-05, assuredly,1.476345642004162e-05, впли,1.4730503608006984e-05, overwhel,1.4675214515591506e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99992544462566,False,False,False,False,False,False,False,1.5233687918225769e-05,7.45553697925061e-05,5.3288099479686935e-06,19.413225519159354,34461,-0.08872801065444946,
pos,orig,23,16,⟨NEXT⟩,17.887500762939453, Prevents,1.5699968571425416e-05, perdita,1.5312220057239756e-05, assuredly,1.4807885236223228e-05, overwhel,1.4560706404154189e-05, впли,1.3924031918577384e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999256951878124,False,False,False,False,False,False,False,1.5699968571425416e-05,7.430480764014646e-05,5.66833068660344e-06,19.421582500130082,25032,-0.09476576745510101,
pos,orig,24,16,⟨NEXT⟩,17.886531829833984, Prevents,1.57789090735605e-05, perdita,1.577302646182943e-05,ucson,1.4804172678850591e-05, assuredly,1.465086006646743e-05, впли,1.4310617189039476e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999246824145303,False,False,False,False,False,False,False,1.57789090735605e-05,7.531758456025273e-05,5.6847861742426176e-06,19.431198394105124,24866,-0.10402338206768036,
pos,orig,25,16,⟨NEXT⟩,17.881845474243164, Prevents,1.7112652130890638e-05, perdita,1.481442177464487e-05,HOG,1.4728039786859881e-05,hinder,1.472319672757294e-05,Vivo,1.4674133126391098e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999239475564536,False,False,False,False,False,False,False,1.7112652130890638e-05,7.605244172737002e-05,6.209107141330605e-06,19.424275060511988,16127,-0.12353618443012238,
pos,orig,26,16,⟨NEXT⟩,17.887813568115234, Prevents,1.6772173694334924e-05, assuredly,1.5044873180158902e-05, perdita,1.4538039067701902e-05, впли,1.4319490219349973e-05,incon,1.3860025319445413e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999925465398519,False,False,False,False,False,False,False,1.6772173694334924e-05,7.453460420947522e-05,5.568515007325914e-06,19.423940726238712,27409,-0.10566221922636032,
pos,orig,27,16,⟨NEXT⟩,17.886394500732422, Prevents,1.7120992197305895e-05, perdita,1.4576648936781567e-05,brass,1.4206975720298942e-05, assuredly,1.410444292559987e-05,HOG,1.3966094229544979e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999260248459905,False,False,False,False,False,False,False,1.7120992197305895e-05,7.397515582852066e-05,5.635560228256509e-06,19.450116485700033,26111,-0.10473509132862091,
pos,orig,28,16,⟨NEXT⟩,17.886951446533203, Prevents,1.7007503629429266e-05, perdita,1.4335598280013073e-05, assuredly,1.4244491467252374e-05,HOG,1.419250838807784e-05,brass,1.4109666153672151e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999261102320816,False,False,False,False,False,False,False,1.7007503629429266e-05,7.38897651899606e-05,5.587740815826692e-06,19.444665323598283,27141,-0.10610237717628479,
pos,orig,29,16,⟨NEXT⟩,17.886690139770508, Prevents,1.695782702881843e-05, perdita,1.475062617828371e-05, assuredly,1.4678090337838512e-05,brass,1.4144059605314396e-05,pondi,1.4135569472273346e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999253338273775,False,False,False,False,False,False,False,1.695782702881843e-05,7.46661753510125e-05,5.535056970984442e-06,19.438813785885326,28559,-0.10464554280042648,
pos,orig,30,16,⟨NEXT⟩,17.882949829101562, Prevents,1.7110000044340268e-05, perdita,1.4742227904207539e-05,HOG,1.4735368495166767e-05,hinder,1.4542017197527457e-05,brass,1.4400133295566775e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999244702530632,False,False,False,False,False,False,False,1.7110000044340268e-05,7.552975148428231e-05,5.5168352446344215e-06,19.440649184735335,30090,-0.11935856938362122,
pos,orig,31,16,⟨NEXT⟩,17.88667106628418, Prevents,1.6758353012846783e-05, perdita,1.5213524420687463e-05, assuredly,1.5038816854939796e-05,brass,1.4255951100494713e-05,HOG,1.407444324286189e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999246589113682,False,False,False,False,False,False,False,1.6758353012846783e-05,7.534108590334654e-05,5.347779278963571e-06,19.436309718488765,34013,-0.10491806268692017,
pos,orig,32,16,⟨NEXT⟩,17.8875789642334, Prevents,1.5703308235970326e-05, assuredly,1.532315945951268e-05, perdita,1.4498966265819035e-05, 의미,1.3755710824625567e-05, впли,1.3644415048474912e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999270744401656,False,False,False,False,False,False,False,1.5703308235970326e-05,7.292555528692901e-05,5.1405595513642766e-06,19.43218075900685,40784,-0.10343210399150848,
pos,orig,33,16,⟨NEXT⟩,17.887237548828125, Prevents,1.6459951439173892e-05, assuredly,1.5204102055577096e-05, perdita,1.446135138394311e-05,HOG,1.4181113328959327e-05, впли,1.3964102436148096e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999257293793562,False,False,False,False,False,False,False,1.6459951439173892e-05,7.427061791531742e-05,5.07730464960332e-06,19.439631047442226,43134,-0.10721180588006973,
pos,orig,34,16,⟨NEXT⟩,17.886085510253906, Prevents,1.6539752323296852e-05, assuredly,1.469023209210718e-05, perdita,1.4359579836309422e-05, впли,1.4172350347507745e-05,HOG,1.3813903933623806e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999264241814672,False,False,False,False,False,False,False,1.6539752323296852e-05,7.357582217082381e-05,5.2259129006415606e-06,19.431045673511157,38137,-0.11432257294654846,
pos,orig,35,16,⟨NEXT⟩,17.885540008544922, Prevents,1.6868820239324123e-05, assuredly,1.5257214727171231e-05, perdita,1.4568016013072338e-05,HOG,1.4063663002161775e-05, впли,1.4032842045708094e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999252094439726,False,False,False,False,False,False,False,1.6868820239324123e-05,7.479055784642696e-05,5.300245447870111e-06,19.42652734530769,35750,-0.11727260053157806,
pos,orig,36,16,⟨NEXT⟩,17.882535934448242, Prevents,1.6129955838550813e-05, perdita,1.533156682853587e-05, 다,1.5150202671065927e-05, Valuable,1.4524865946441423e-05, 의미,1.442134271201212e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999244420660034,False,False,False,False,False,False,False,1.6129955838550813e-05,7.555793126812205e-05,5.343507837096695e-06,19.429495077930977,35257,-0.11834869533777237,
pos,orig,37,16,⟨NEXT⟩,17.88232421875, Prevents,1.6506393876625225e-05, perdita,1.4704237401019782e-05,HOG,1.4522712262987625e-05,hinder,1.4414348697755486e-05,lių,1.4318870853458066e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999255334369082,False,False,False,False,False,False,False,1.6506393876625225e-05,7.446655945386738e-05,5.333090484782588e-06,19.422053044662842,35601,-0.12226632982492447,
pos,orig,38,16,⟨NEXT⟩,17.8807315826416, Prevents,1.6767089618952014e-05,hinder,1.5096136849024333e-05, perdita,1.4673493751615752e-05,HOG,1.4625031326431781e-05,lių,1.4607755474571604e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999242304929794,False,False,False,False,False,False,False,1.6767089618952014e-05,7.576950883958489e-05,5.2632626648119185e-06,19.42044603877318,38235,-0.12400919198989868,
pos,orig,39,16,⟨NEXT⟩,17.8837947845459, Prevents,1.664761293795891e-05, perdita,1.506197531853104e-05,hinder,1.4470530004473403e-05, assuredly,1.4385952454176731e-05,HOG,1.4267187907535117e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999251667413773,False,False,False,False,False,False,False,1.664761293795891e-05,7.48332604416646e-05,5.307732863002457e-06,19.429881694930117,35990,-0.12383528053760529,
pos,orig,40,16,⟨NEXT⟩,17.88710594177246, Prevents,1.58326711243717e-05, assuredly,1.552171670482494e-05, perdita,1.4500269571726676e-05, overwhel,1.3882488929084502e-05, впли,1.3730533282796387e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999265323203872,False,False,False,False,False,False,False,1.58326711243717e-05,7.34676796128042e-05,5.147348474565661e-06,19.424287443262852,40646,-0.10258729755878448,
pos,orig,41,16,⟨NEXT⟩,17.884450912475586, Prevents,1.6222069461946376e-05, perdita,1.5024418644316029e-05,HOG,1.4323155482998118e-05, hopelessly,1.4183357961883303e-05, assuredly,1.4093072422838304e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999926153926026,False,False,False,False,False,False,False,1.6222069461946376e-05,7.384607306448743e-05,4.972838269168278e-06,19.427626658412002,48051,-0.11262954026460648,
pos,orig,42,16,⟨NEXT⟩,17.88580894470215, Prevents,1.6377351130358875e-05, perdita,1.563485238875728e-05, assuredly,1.4675722923129797e-05,HOG,1.4175204341881908e-05,brass,1.4003723663336132e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999251331455525,False,False,False,False,False,False,False,1.6377351130358875e-05,7.486685353796929e-05,5.03360297443578e-06,19.414279428843844,45225,-0.10245507955551147,
