prompt_id,prompt_variant,layer,lens,p_top1,top1_token_id,top1_token_str,p_answer,answer_rank,kl_norm_vs_raw_bits
pos,orig,25,norm,0.03401359170675278,2130,____,0.00034732508356682956,121,38.09606686146729
pos,orig,25,raw,0.9998899698257446,4936, simply,5.203717095897051e-14,194,38.09606686146729
pos,orig,26,norm,0.29373395442962646,2130,____,0.00014561665011569858,101,7.780842529988206
pos,orig,26,raw,0.5485681891441345,65892, _____,1.0695424580708934e-12,188,7.780842529988206
pos,orig,27,norm,0.2721426784992218,2130,____,0.0005468135932460427,35,4.722537995345095
pos,orig,27,raw,0.642747163772583,65892, _____,1.7523161810473198e-09,40,4.722537995345095
pos,orig,28,norm,0.2983478307723999,2130,____,0.0035593491047620773,20,13.60491323774041
pos,orig,28,raw,0.9943038821220398,4936, simply,1.2455826663426706e-06,16,13.60491323774041
pos,orig,29,norm,0.7581772208213806,33323,-minded,0.026486337184906006,4,35.69892589446043
pos,orig,29,raw,0.9934048056602478,9856, Germany,0.006542695686221123,2,35.69892589446043
pos,orig,30,norm,0.4079546332359314,9856, Germany,0.2843639850616455,2,10.063862001257938
pos,orig,30,raw,0.998980700969696,9856, Germany,0.0010131830349564552,2,10.063862001257938
pos,orig,31,norm,0.9359333515167236,19846, Berlin,0.9359333515167236,1,4.134492163792566
pos,orig,31,raw,0.9999991655349731,19846, Berlin,0.9999991655349731,1,4.134492163792566
pos,orig,32,norm,0.6797715425491333,5938, German,0.2962426543235779,2,3.1043446342443857
pos,orig,32,raw,0.8212061524391174,19846, Berlin,0.8212061524391174,1,3.1043446342443857
pos,orig,33,norm,0.5856742858886719,19846, Berlin,0.5856742858886719,1,9.117127777204729
pos,orig,33,raw,1.0,19846, Berlin,1.0,1,9.117127777204729
pos,orig,34,norm,0.836778998374939,19846, Berlin,0.836778998374939,1,15.591050065715331
pos,orig,34,raw,1.0,19846, Berlin,1.0,1,15.591050065715331
pos,orig,35,norm,0.31985944509506226,19846, Berlin,0.31985944509506226,1,35.383171250921144
pos,orig,35,raw,1.0,19846, Berlin,1.0,1,35.383171250921144
pos,orig,36,norm,0.43340176343917847,19846, Berlin,0.43340176343917847,1,17.362673621199676
pos,orig,36,raw,0.9911898374557495,19846, Berlin,0.9911898374557495,1,17.362673621199676
pos,no_filler,22,norm,0.018260909244418144,32671, ______,2.1897452825214714e-05,7511,14.860718171589776
pos,no_filler,22,raw,0.6774410009384155,65892, _____,8.763417075341451e-11,26164,14.860718171589776
pos,no_filler,23,norm,0.01669732667505741,2130,____,1.6903220966923982e-05,10860,18.68003871302948
pos,no_filler,23,raw,0.5189010500907898,65892, _____,2.447522653298284e-12,31988,18.68003871302948
pos,no_filler,24,norm,0.15293923020362854,2130,____,1.2206920473545324e-05,6612,12.957353153822107
pos,no_filler,24,raw,0.524554431438446,65892, _____,1.7089775707318337e-14,12457,12.957353153822107
pos,no_filler,25,norm,0.1663208305835724,2130,____,0.00023764891375321895,86,19.955810144713414
pos,no_filler,25,raw,0.6794252395629883,65892, _____,1.2931961274401105e-12,123,19.955810144713414
pos,no_filler,26,norm,0.36916762590408325,2130,____,1.670385609031655e-05,96,2.9055082683105566
pos,no_filler,26,raw,0.7340776920318604,65892, _____,3.0882106572842545e-17,144,2.9055082683105566
pos,no_filler,27,norm,0.3535018265247345,2130,____,5.340609641280025e-05,44,2.3387736669396926
